run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.106,1,74,["a13"|"a5"|"a24"|"a4"|"a64"|"a21"|"a102"|"a61"|"a1"|"a2"|"a17"|"a83"|"a103"|"a200"|"a155"|"a85"|"a27"|"a197"|"a90"|"a86"|"a139"|"a170"|"a35"|"a68"|"a111"|"a23"|"a94"|"a76"|"a89"|"a183"|"a10"|"a126"|"a70"|"a182"|"a16"|"a33"|"a39"|"a63"|"a195"|"a42"|"a92"|"a41"|"a181"|"a48"|"a169"|"a18"|"a52"|"a54"|"a51"|"a135"|"a161"|"a150"|"a25"|"a101"|"a45"|"a185"|"a140"|"a199"|"a81"|"a100"|"a30"|"a159"|"a154"|"a137"|"a184"|"a11"|"a98"|"a124"|"a73"|"a194"|"a31"|"a60"|"a167"|"a71"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
1,00:00:00.054,4,190,["a193"|"a102"|"a60"|"a78"|"a59"|"a95"|"a141"|"a67"|"a36"|"a152"|"a185"|"a126"|"a26"|"a92"|"a85"|"a7"|"a180"|"a138"|"a94"|"a11"|"a175"|"a184"|"a88"|"a68"|"a74"|"a134"|"a125"|"a130"|"a122"|"a42"|"a47"|"a162"|"a18"|"a75"|"a131"|"a82"|"a114"|"a183"|"a128"|"a182"|"a101"|"a169"|"a108"|"a163"|"a93"|"a39"|"a16"|"a156"|"a46"|"a32"|"a158"|"a31"|"a199"|"a89"|"a200"|"a170"|"a172"|"a71"|"a124"|"a84"|"a103"|"a"|"a144"|"a61"|"a12"|"a155"|"a90"|"a49"|"a66"|"a159"|"a30"|"a24"|"a143"|"a4"|"a44"|"a107"|"a45"|"a37"|"a81"|"a190"|"a187"|"a25"|"a195"|"a164"|"a140"|"a148"|"a98"|"a136"|"a168"|"a117"|"a186"|"a97"|"a110"|"a13"|"a165"|"a167"|"a142"|"a20"|"a86"|"a79"|"a119"|"a99"|"a41"|"a87"|"a9"|"a51"|"a52"|"a112"|"a19"|"a147"|"a34"|"a115"|"a177"|"a14"|"a54"|"a70"|"a145"|"a166"|"a6"|"a173"|"a132"|"a151"|"a91"|"a197"|"a192"|"a118"|"a149"|"a96"|"a150"|"a100"|"a201"|"a111"|"a171"|"a53"|"a38"|"a109"|"a161"|"a58"|"a127"|"a104"|"a69"|"a189"|"a116"|"a135"|"a48"|"a29"|"a17"|"a56"|"a129"|"a64"|"a137"|"a28"|"a55"|"a113"|"a8"|"a121"|"a1"|"a15"|"a35"|"a105"|"a198"|"a5"|"a40"|"a179"|"a194"|"a106"|"a50"|"a133"|"a63"|"a154"|"a3"|"a27"|"a139"|"a188"|"a153"|"a157"|"a146"|"a73"|"a181"|"a80"|"a160"|"a178"|"a72"|"a23"|"a76"|"a196"|"a174"|"a65"|"a10"|"a57"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
2,00:00:00.050,1,16,["a151"|"a26"|"a72"|"a121"|"a13"|"a155"|"a140"|"a97"|"a78"|"a183"|"a158"|"a21"|"a142"|"a100"|"a44"|"a145"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
3,00:00:00.041,4,144,["a141"|"a35"|"a67"|"a96"|"a76"|"a30"|"a31"|"a22"|"a137"|"a132"|"a37"|"a60"|"a154"|"a179"|"a20"|"a196"|"a43"|"a161"|"a136"|"a6"|"a48"|"a73"|"a190"|"a11"|"a131"|"a47"|"a104"|"a34"|"a56"|"a186"|"a"|"a61"|"a70"|"a52"|"a8"|"a59"|"a81"|"a66"|"a159"|"a135"|"a15"|"a62"|"a158"|"a17"|"a193"|"a77"|"a65"|"a177"|"a173"|"a114"|"a10"|"a7"|"a115"|"a197"|"a94"|"a100"|"a58"|"a109"|"a84"|"a75"|"a106"|"a79"|"a38"|"a72"|"a28"|"a88"|"a188"|"a33"|"a25"|"a198"|"a21"|"a189"|"a147"|"a39"|"a51"|"a122"|"a57"|"a180"|"a134"|"a201"|"a195"|"a139"|"a150"|"a105"|"a97"|"a194"|"a138"|"a102"|"a24"|"a18"|"a68"|"a149"|"a71"|"a9"|"a41"|"a133"|"a168"|"a107"|"a170"|"a151"|"a32"|"a99"|"a166"|"a55"|"a164"|"a148"|"a126"|"a14"|"a172"|"a143"|"a80"|"a49"|"a40"|"a90"|"a87"|"a92"|"a74"|"a85"|"a5"|"a2"|"a63"|"a78"|"a27"|"a185"|"a93"|"a26"|"a181"|"a53"|"a113"|"a165"|"a119"|"a167"|"a101"|"a69"|"a187"|"a12"|"a82"|"a200"|"a144"|"a184"|"a54"|"a152"|"a171"|"a108"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
4,00:00:00.039,0,172,["a71"|"a136"|"a114"|"a149"|"a93"|"a175"|"a181"|"a154"|"a1"|"a43"|"a37"|"a4"|"a21"|"a142"|"a30"|"a49"|"a121"|"a130"|"a137"|"a83"|"a148"|"a92"|"a25"|"a102"|"a199"|"a172"|"a95"|"a117"|"a57"|"a15"|"a132"|"a89"|"a118"|"a29"|"a126"|"a74"|"a124"|"a186"|"a54"|"a56"|"a106"|"a12"|"a18"|"a31"|"a113"|"a33"|"a134"|"a19"|"a87"|"a36"|"a144"|"a80"|"a88"|"a99"|"a97"|"a160"|"a173"|"a168"|"a7"|"a129"|"a40"|"a23"|"a135"|"a140"|"a115"|"a174"|"a196"|"a68"|"a111"|"a24"|"a189"|"a28"|"a76"|"a192"|"a141"|"a32"|"a86"|"a162"|"a147"|"a101"|"a122"|"a66"|"a52"|"a194"|"a195"|"a163"|"a27"|"a107"|"a155"|"a176"|"a112"|"a81"|"a8"|"a13"|"a45"|"a108"|"a26"|"a150"|"a47"|"a198"|"a178"|"a"|"a34"|"a94"|"a152"|"a64"|"a156"|"a185"|"a190"|"a72"|"a201"|"a79"|"a158"|"a17"|"a119"|"a46"|"a16"|"a2"|"a157"|"a55"|"a39"|"a133"|"a91"|"a139"|"a9"|"a51"|"a48"|"a5"|"a3"|"a120"|"a67"|"a145"|"a159"|"a73"|"a127"|"a182"|"a138"|"a164"|"a75"|"a105"|"a96"|"a177"|"a82"|"a44"|"a100"|"a146"|"a53"|"a188"|"a197"|"a200"|"a69"|"a143"|"a78"|"a14"|"a184"|"a50"|"a128"|"a11"|"a109"|"a166"|"a77"|"a59"|"a125"|"a191"|"a161"|"a183"|"a6"|"a98"|"a90"|"a123"|"a167"|"a171"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
5,00:00:00.041,2,27,["a107"|"a37"|"a128"|"a156"|"a29"|"a193"|"a138"|"a91"|"a46"|"a61"|"a164"|"a17"|"a7"|"a5"|"a199"|"a189"|"a26"|"a145"|"a75"|"a106"|"a122"|"a18"|"a103"|"a118"|"a84"|"a144"|"a44"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
6,00:00:00.047,0,187,["a198"|"a176"|"a181"|"a125"|"a130"|"a46"|"a115"|"a84"|"a140"|"a66"|"a179"|"a124"|"a196"|"a92"|"a44"|"a81"|"a185"|"a15"|"a2"|"a149"|"a51"|"a147"|"a79"|"a166"|"a57"|"a96"|"a33"|"a173"|"a192"|"a60"|"a55"|"a35"|"a8"|"a167"|"a171"|"a101"|"a182"|"a159"|"a29"|"a106"|"a175"|"a155"|"a191"|"a95"|"a110"|"a36"|"a6"|"a82"|"a201"|"a189"|"a65"|"a178"|"a13"|"a85"|"a19"|"a113"|"a50"|"a47"|"a68"|"a169"|"a199"|"a20"|"a41"|"a61"|"a78"|"a142"|"a120"|"a93"|"a40"|"a188"|"a58"|"a38"|"a152"|"a131"|"a99"|"a4"|"a111"|"a34"|"a126"|"a73"|"a27"|"a132"|"a134"|"a42"|"a168"|"a21"|"a18"|"a129"|"a31"|"a16"|"a76"|"a186"|"a112"|"a74"|"a62"|"a3"|"a87"|"a77"|"a90"|"a12"|"a"|"a164"|"a9"|"a11"|"a180"|"a156"|"a154"|"a26"|"a94"|"a23"|"a86"|"a91"|"a37"|"a128"|"a97"|"a71"|"a105"|"a1"|"a48"|"a69"|"a144"|"a49"|"a109"|"a146"|"a7"|"a67"|"a28"|"a114"|"a153"|"a163"|"a135"|"a170"|"a145"|"a17"|"a141"|"a32"|"a100"|"a158"|"a161"|"a103"|"a14"|"a52"|"a53"|"a194"|"a118"|"a139"|"a151"|"a177"|"a183"|"a54"|"a80"|"a24"|"a116"|"a187"|"a136"|"a121"|"a197"|"a127"|"a10"|"a157"|"a59"|"a25"|"a193"|"a143"|"a64"|"a122"|"a45"|"a56"|"a174"|"a30"|"a102"|"a123"|"a117"|"a195"|"a70"|"a88"|"a137"|"a5"|"a162"|"a184"|"a104"|"a75"|"a172"|"a83"|"a43"|"a138"|"a148"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
7,00:00:00.040,1,5,["a173"|"a191"|"a183"|"a99"|"a31"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
8,00:00:00.045,0,178,["a9"|"a154"|"a135"|"a178"|"a15"|"a26"|"a197"|"a4"|"a28"|"a43"|"a58"|"a88"|"a132"|"a118"|"a74"|"a157"|"a96"|"a173"|"a34"|"a174"|"a98"|"a7"|"a124"|"a22"|"a93"|"a188"|"a19"|"a182"|"a136"|"a16"|"a150"|"a21"|"a195"|"a40"|"a23"|"a100"|"a85"|"a29"|"a12"|"a38"|"a2"|"a95"|"a63"|"a139"|"a131"|"a36"|"a106"|"a120"|"a72"|"a198"|"a177"|"a146"|"a71"|"a115"|"a143"|"a116"|"a160"|"a167"|"a67"|"a105"|"a59"|"a117"|"a125"|"a151"|"a25"|"a64"|"a127"|"a176"|"a133"|"a101"|"a104"|"a78"|"a54"|"a164"|"a66"|"a51"|"a89"|"a92"|"a159"|"a194"|"a11"|"a184"|"a10"|"a110"|"a24"|"a183"|"a156"|"a73"|"a90"|"a45"|"a148"|"a138"|"a181"|"a75"|"a49"|"a60"|"a97"|"a70"|"a107"|"a35"|"a44"|"a165"|"a161"|"a166"|"a153"|"a61"|"a37"|"a86"|"a112"|"a130"|"a30"|"a158"|"a169"|"a65"|"a81"|"a142"|"a144"|"a172"|"a147"|"a6"|"a42"|"a39"|"a199"|"a5"|"a94"|"a69"|"a109"|"a62"|"a3"|"a190"|"a77"|"a48"|"a20"|"a168"|"a27"|"a126"|"a113"|"a52"|"a162"|"a33"|"a1"|"a68"|"a155"|"a102"|"a140"|"a99"|"a53"|"a"|"a141"|"a8"|"a18"|"a46"|"a187"|"a55"|"a122"|"a13"|"a111"|"a123"|"a128"|"a108"|"a57"|"a76"|"a134"|"a171"|"a170"|"a179"|"a14"|"a196"|"a114"|"a186"|"a56"|"a185"|"a145"|"a137"|"a129"|"a200"|"a91"|"a87"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
9,00:00:00.032,0,154,["a168"|"a69"|"a160"|"a61"|"a70"|"a1"|"a164"|"a44"|"a84"|"a124"|"a95"|"a88"|"a90"|"a148"|"a7"|"a153"|"a130"|"a173"|"a117"|"a126"|"a191"|"a30"|"a119"|"a106"|"a175"|"a57"|"a129"|"a169"|"a145"|"a111"|"a77"|"a174"|"a189"|"a188"|"a34"|"a115"|"a67"|"a16"|"a100"|"a178"|"a41"|"a38"|"a49"|"a82"|"a114"|"a116"|"a45"|"a184"|"a154"|"a23"|"a109"|"a122"|"a53"|"a150"|"a37"|"a99"|"a170"|"a127"|"a201"|"a196"|"a146"|"a159"|"a194"|"a11"|"a52"|"a80"|"a14"|"a155"|"a29"|"a104"|"a56"|"a113"|"a91"|"a132"|"a28"|"a63"|"a33"|"a36"|"a24"|"a43"|"a27"|"a9"|"a118"|"a50"|"a167"|"a13"|"a85"|"a105"|"a19"|"a152"|"a142"|"a143"|"a98"|"a64"|"a187"|"a137"|"a163"|"a40"|"a108"|"a47"|"a59"|"a55"|"a165"|"a166"|"a68"|"a147"|"a17"|"a8"|"a60"|"a54"|"a151"|"a158"|"a144"|"a66"|"a87"|"a86"|"a21"|"a72"|"a123"|"a39"|"a74"|"a181"|"a199"|"a107"|"a161"|"a71"|"a157"|"a190"|"a"|"a35"|"a20"|"a93"|"a103"|"a135"|"a185"|"a83"|"a128"|"a2"|"a120"|"a125"|"a102"|"a46"|"a73"|"a149"|"a51"|"a12"|"a97"|"a156"|"a10"|"a193"|"a42"|"a92"|"a200"|"a62"],PF-Tree-202-args-Audience-10-Members-PAF-size-153-args.xmi
