batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:02:12.151,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-0/7CE7E83C.xmi
1,00:02:05.378,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-1/021588B5.xmi
2,00:02:04.857,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-2/5C5438FB.xmi
3,00:02:04.791,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-3/7E9DAE45.xmi
4,00:02:05.031,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-4/5954BB44.xmi
5,00:02:04.808,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-5/061D972A.xmi
6,00:02:04.253,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-6/3E89AE8D.xmi
7,00:02:04.253,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-7/22E1E95B.xmi
8,00:02:04.438,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-8/55063B05.xmi
9,00:02:04.421,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111906-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-9/1CFB3F83.xmi
