run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.036,0,14,["c5"|"b0"|"c4"|"c2"|"b1"|"c9"|"c1"|"b4"|"c3"|"b3"|"b7"|"b2"|"b5"|"c7"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
1,00:00:00.007,0,9,["b6"|"c8"|"b7"|"b1"|"b4"|"c5"|"c2"|"b2"|"b5"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
2,00:00:00.005,0,0,[],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
3,00:00:00.009,0,10,["b5"|"c2"|"b1"|"c6"|"c7"|"c5"|"a"|"b2"|"b6"|"b0"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
4,00:00:00.006,0,11,["c6"|"c8"|"c2"|"c0"|"b4"|"b7"|"b1"|"c7"|"c4"|"a"|"c5"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
5,00:00:00.005,0,2,["c1"|"b4"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
6,00:00:00.006,0,16,["b5"|"a"|"c0"|"c1"|"c2"|"c6"|"c3"|"b6"|"c9"|"b2"|"b1"|"c4"|"c7"|"c5"|"b7"|"b8"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
7,00:00:00.006,0,16,["c3"|"b6"|"b2"|"c6"|"c1"|"c5"|"c4"|"c7"|"b4"|"a"|"c8"|"b5"|"c9"|"b9"|"c0"|"b8"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
8,00:00:00.005,0,6,["b0"|"c5"|"b4"|"c0"|"b6"|"b3"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
9,00:00:00.005,0,18,["c3"|"c8"|"b4"|"b0"|"c5"|"c4"|"b1"|"b7"|"b2"|"b5"|"c9"|"b8"|"b6"|"c2"|"c1"|"b9"|"b3"|"c7"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
10,00:00:00.004,0,8,["b3"|"c1"|"c2"|"c7"|"c0"|"b9"|"c6"|"b4"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
11,00:00:00.006,0,2,["c3"|"c4"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
12,00:00:00.023,0,11,["b8"|"a"|"c7"|"c2"|"b0"|"b2"|"b7"|"c5"|"c1"|"c9"|"b1"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
13,00:00:00.005,0,11,["b5"|"b1"|"c5"|"c7"|"b9"|"c2"|"c0"|"b6"|"b2"|"c6"|"b8"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
14,00:00:00.004,0,17,["b2"|"b6"|"c2"|"c5"|"b5"|"c4"|"c1"|"b4"|"b8"|"b0"|"b9"|"b3"|"b7"|"c6"|"b1"|"a"|"c9"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
15,00:00:00.006,0,5,["c8"|"b4"|"c6"|"c2"|"b9"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
16,00:00:00.004,0,13,["c7"|"b2"|"c4"|"c1"|"b7"|"c9"|"b9"|"b4"|"c2"|"c6"|"b3"|"b0"|"b6"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
17,00:00:00.005,0,11,["b2"|"b3"|"b0"|"b7"|"c9"|"c5"|"b8"|"c8"|"c0"|"c7"|"b6"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
18,00:00:00.004,0,16,["b4"|"c8"|"c6"|"b9"|"b1"|"c3"|"a"|"c9"|"b8"|"b7"|"b6"|"c2"|"c4"|"c7"|"c1"|"b2"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
19,00:00:00.004,0,14,["b9"|"c6"|"b4"|"a"|"c0"|"c9"|"b5"|"b0"|"c2"|"c4"|"b6"|"c7"|"b2"|"c5"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
20,00:00:00.005,0,12,["c3"|"b5"|"b9"|"b3"|"b7"|"c1"|"c7"|"c2"|"b6"|"c5"|"c4"|"b4"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
21,00:00:00.004,0,11,["b4"|"c3"|"c4"|"c2"|"b1"|"b7"|"b8"|"b2"|"b5"|"c7"|"b0"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
22,00:00:00.004,0,4,["b4"|"b6"|"b0"|"a"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
23,00:00:00.004,0,19,["b5"|"b4"|"c8"|"c6"|"c0"|"c5"|"c1"|"b9"|"c4"|"b1"|"c3"|"c9"|"b7"|"b2"|"c7"|"b3"|"b8"|"c2"|"b0"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
24,00:00:00.008,0,4,["b7"|"c0"|"a"|"b9"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
25,00:00:00.005,0,11,["b4"|"c5"|"b1"|"c6"|"b9"|"b0"|"b6"|"b8"|"b2"|"c3"|"c7"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
26,00:00:00.004,0,12,["c4"|"a"|"c6"|"c9"|"b6"|"c1"|"c3"|"b4"|"b9"|"b7"|"c0"|"b0"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
27,00:00:00.004,0,0,[],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
28,00:00:00.003,0,11,["c0"|"c1"|"c6"|"b4"|"c5"|"b1"|"c9"|"c2"|"b5"|"b0"|"b6"],PF-Cycle-21-args-Audience-2-Members-PAF-size-12-args.xmi
