batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:00:32.299,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-0/1B29D52B.xmi
1,00:00:23.244,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-1/3ECB6DF2.xmi
2,00:00:22.153,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-2/289FFB4A.xmi
3,00:00:22.150,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-3/3E1D481D.xmi
4,00:00:22.034,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-4/4E5D78CC.xmi
5,00:00:22.064,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-5/3379E92D.xmi
6,00:00:22.089,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-6/0E9AE7EF.xmi
7,00:00:22.091,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-7/5149E5CD.xmi
8,00:00:22.133,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-8/172B3262.xmi
9,00:00:22.258,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111209-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-2-Members-PAF-size-10-args.mopt-matching-henshin/batch-9/18B73721.xmi
