run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.117,0,58,["c98"|"b25"|"c2"|"c52"|"b41"|"b16"|"c53"|"c62"|"c42"|"c9"|"c25"|"c45"|"c64"|"c44"|"b51"|"c65"|"b77"|"c90"|"b79"|"b76"|"b80"|"c73"|"b58"|"b34"|"c92"|"c13"|"b81"|"c50"|"c57"|"a"|"c36"|"b55"|"b31"|"c34"|"c86"|"c29"|"c81"|"c77"|"c38"|"b45"|"b60"|"c88"|"c91"|"b59"|"b27"|"c55"|"b32"|"c72"|"b19"|"b73"|"b33"|"b69"|"c96"|"b24"|"b20"|"c93"|"c15"|"c0"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
1,00:00:00.083,0,190,["b3"|"c60"|"c1"|"b66"|"c23"|"c92"|"b20"|"c36"|"b88"|"c8"|"b11"|"b35"|"c85"|"c46"|"c13"|"b76"|"b79"|"b80"|"b8"|"c63"|"b51"|"c90"|"b42"|"c53"|"b28"|"c49"|"b7"|"c66"|"b75"|"b90"|"b84"|"b32"|"b67"|"b65"|"c95"|"b62"|"b17"|"c81"|"b82"|"b46"|"c51"|"c57"|"c88"|"b4"|"b77"|"c98"|"b44"|"b81"|"b96"|"c52"|"c69"|"c37"|"b70"|"c14"|"c83"|"c40"|"b18"|"c12"|"b5"|"c35"|"c94"|"b61"|"b56"|"b74"|"b43"|"c54"|"c2"|"c33"|"b26"|"b52"|"c27"|"b34"|"c16"|"b21"|"c99"|"b78"|"c73"|"b38"|"b19"|"b57"|"b93"|"b41"|"b50"|"b53"|"c74"|"c67"|"b37"|"c4"|"c39"|"b12"|"b48"|"c48"|"b30"|"c15"|"b33"|"b14"|"b63"|"c32"|"b49"|"c96"|"c82"|"c79"|"c19"|"c38"|"a"|"c70"|"c91"|"b95"|"c34"|"c80"|"b72"|"b9"|"c30"|"b1"|"c71"|"b69"|"b73"|"c56"|"b6"|"b13"|"c42"|"c65"|"b25"|"b16"|"c68"|"b97"|"c58"|"b86"|"c78"|"c61"|"b89"|"c97"|"c77"|"b55"|"b39"|"b47"|"c21"|"b59"|"c45"|"c59"|"b60"|"c29"|"c0"|"c3"|"b23"|"c44"|"b36"|"b99"|"c10"|"b64"|"c87"|"c28"|"c62"|"c93"|"c17"|"c24"|"c89"|"b94"|"c76"|"b83"|"b29"|"c6"|"b54"|"c86"|"b92"|"c26"|"b98"|"c9"|"b31"|"c64"|"b22"|"b2"|"b85"|"b40"|"b15"|"b68"|"c7"|"c11"|"b24"|"c20"|"c84"|"c5"|"c25"|"c75"|"b91"|"b0"|"c43"|"c31"|"b87"|"c41"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
2,00:00:00.043,0,57,["b16"|"b18"|"b83"|"c6"|"b97"|"c37"|"c72"|"c95"|"c19"|"c22"|"c35"|"c83"|"c57"|"b80"|"b33"|"c10"|"b15"|"b78"|"b7"|"b46"|"b22"|"c29"|"b76"|"b61"|"c33"|"c15"|"b39"|"b60"|"b64"|"c45"|"c41"|"b75"|"b8"|"c62"|"b1"|"c1"|"c53"|"b74"|"c88"|"c34"|"b50"|"b70"|"b37"|"c68"|"b59"|"b90"|"b28"|"b20"|"c48"|"b35"|"c82"|"c49"|"b2"|"b63"|"b27"|"b93"|"b52"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
3,00:00:00.050,0,167,["c90"|"c56"|"c62"|"b93"|"b90"|"b20"|"b97"|"c19"|"b96"|"b1"|"b58"|"b16"|"c73"|"c39"|"c89"|"b9"|"c67"|"b19"|"c24"|"c48"|"c30"|"c81"|"c11"|"c20"|"b87"|"b69"|"c34"|"b49"|"c35"|"c25"|"b12"|"b51"|"c87"|"b4"|"c95"|"b40"|"b41"|"b74"|"b91"|"b56"|"c97"|"b64"|"c96"|"c65"|"c10"|"c57"|"c61"|"b57"|"b98"|"b84"|"b46"|"c84"|"c38"|"b66"|"c28"|"c6"|"b17"|"c59"|"c32"|"c3"|"b72"|"c76"|"b26"|"c13"|"c36"|"c98"|"b36"|"b81"|"c23"|"c75"|"b85"|"b28"|"b89"|"c78"|"c54"|"c47"|"c52"|"c12"|"b30"|"c55"|"c4"|"c37"|"c29"|"c80"|"b88"|"b35"|"c31"|"b10"|"b2"|"c41"|"c53"|"b55"|"c21"|"c77"|"c71"|"b68"|"b52"|"b18"|"c22"|"b67"|"b38"|"b22"|"b44"|"c60"|"b3"|"b14"|"c27"|"c40"|"b39"|"b48"|"c63"|"a"|"b79"|"b63"|"c49"|"c51"|"b50"|"b42"|"c86"|"c17"|"c70"|"c7"|"c74"|"b86"|"c44"|"b0"|"b82"|"b77"|"c43"|"b73"|"c64"|"b7"|"c9"|"b76"|"b83"|"b78"|"c1"|"b92"|"c15"|"c83"|"b37"|"b13"|"b94"|"c82"|"b29"|"b60"|"c91"|"b70"|"c72"|"b99"|"c42"|"b24"|"b75"|"c46"|"b32"|"c33"|"b95"|"b61"|"b80"|"b47"|"b59"|"c85"|"c50"|"b31"|"b65"|"b45"|"c88"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
4,00:00:00.068,0,196,["c24"|"b78"|"b74"|"b19"|"b99"|"b1"|"b21"|"c7"|"b32"|"c44"|"c28"|"c22"|"b52"|"c0"|"c70"|"c54"|"b42"|"b23"|"c77"|"c79"|"c76"|"c75"|"b33"|"b91"|"b94"|"c48"|"c90"|"b54"|"b4"|"b24"|"c35"|"c51"|"b3"|"b60"|"c15"|"b37"|"b36"|"c47"|"b69"|"c6"|"b44"|"b93"|"c49"|"c45"|"b34"|"c84"|"c63"|"b62"|"b13"|"c34"|"c5"|"b90"|"c58"|"a"|"c72"|"c80"|"b89"|"b56"|"c66"|"c42"|"c12"|"c31"|"b5"|"b55"|"c95"|"b50"|"c56"|"b77"|"c61"|"c25"|"c9"|"c98"|"c78"|"b83"|"b82"|"c85"|"c1"|"b84"|"c10"|"b80"|"c67"|"c87"|"c89"|"b25"|"c82"|"b87"|"c26"|"c97"|"c52"|"b27"|"c86"|"c36"|"b66"|"c14"|"c21"|"b63"|"b2"|"c65"|"c23"|"b68"|"b20"|"b41"|"c4"|"b15"|"c50"|"c16"|"b73"|"c30"|"c88"|"c68"|"b70"|"c41"|"b47"|"b7"|"c11"|"b14"|"b18"|"c83"|"b71"|"b10"|"b38"|"b29"|"c94"|"b40"|"c37"|"b30"|"b49"|"b39"|"b79"|"b48"|"c74"|"c43"|"c73"|"b11"|"b97"|"c96"|"c71"|"c20"|"c59"|"b57"|"b96"|"b81"|"b75"|"c13"|"c81"|"b17"|"b16"|"b58"|"c93"|"c69"|"c62"|"b72"|"b92"|"c57"|"b88"|"b65"|"b51"|"b53"|"c53"|"b85"|"c19"|"c33"|"c99"|"c3"|"b6"|"c39"|"b9"|"c17"|"c2"|"b95"|"c27"|"b22"|"c46"|"b64"|"b45"|"c40"|"c18"|"c92"|"c29"|"b35"|"b0"|"b12"|"b76"|"b8"|"c64"|"b59"|"b46"|"c8"|"c32"|"b28"|"b86"|"b26"|"c38"|"c91"|"b31"|"c55"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
5,00:00:00.031,0,82,["b43"|"c50"|"c96"|"c73"|"b91"|"c76"|"b15"|"b10"|"b3"|"c17"|"b48"|"b97"|"b77"|"b26"|"b89"|"b24"|"c26"|"c68"|"a"|"c89"|"c92"|"c38"|"b62"|"c98"|"b45"|"b7"|"c31"|"c71"|"c80"|"b23"|"c28"|"c20"|"c36"|"c58"|"c75"|"b19"|"b2"|"b84"|"b13"|"b22"|"b60"|"b0"|"c7"|"c9"|"c0"|"c12"|"b20"|"b96"|"b28"|"b81"|"b53"|"b78"|"b88"|"c48"|"c8"|"c39"|"b85"|"c95"|"b42"|"b72"|"c85"|"b58"|"c70"|"c29"|"b71"|"c65"|"b90"|"c35"|"b18"|"c72"|"b12"|"b75"|"c15"|"c82"|"c86"|"c24"|"c3"|"b21"|"c25"|"b8"|"c43"|"c59"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
6,00:00:00.045,0,104,["c50"|"b23"|"c19"|"c94"|"b22"|"b37"|"c73"|"b85"|"c86"|"c47"|"c28"|"c81"|"b42"|"b99"|"c30"|"c57"|"b20"|"c9"|"b0"|"c96"|"b81"|"b3"|"b64"|"c20"|"c37"|"b11"|"b77"|"c44"|"c4"|"b55"|"c53"|"b14"|"c95"|"c84"|"b43"|"c78"|"c83"|"c74"|"b46"|"c99"|"b54"|"b40"|"b19"|"b80"|"b12"|"b83"|"c18"|"b13"|"c55"|"c36"|"b21"|"c62"|"b82"|"c71"|"b56"|"b33"|"c64"|"c92"|"c14"|"b29"|"c90"|"b18"|"c39"|"b71"|"c3"|"b78"|"a"|"c93"|"c54"|"c27"|"b49"|"b25"|"c24"|"c31"|"c69"|"b68"|"b63"|"c56"|"c61"|"b61"|"b98"|"b50"|"c82"|"b36"|"b65"|"b90"|"b87"|"c46"|"c91"|"b86"|"c58"|"b17"|"c10"|"c0"|"b47"|"c32"|"c35"|"c11"|"b48"|"b58"|"c97"|"b96"|"c13"|"c48"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
7,00:00:00.043,0,8,["b71"|"b76"|"b83"|"c86"|"b35"|"b93"|"b79"|"c99"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
8,00:00:00.048,0,164,["c32"|"b69"|"c47"|"c37"|"c6"|"b90"|"b72"|"c64"|"c3"|"b48"|"c56"|"b87"|"c27"|"c74"|"b56"|"b98"|"b64"|"c43"|"b42"|"b36"|"c58"|"c9"|"b26"|"c48"|"b41"|"b80"|"c28"|"c69"|"c23"|"b46"|"a"|"c82"|"c87"|"c67"|"c15"|"c86"|"b3"|"b24"|"b8"|"b77"|"b34"|"c20"|"c4"|"c14"|"c79"|"c65"|"b66"|"c59"|"b10"|"b67"|"b79"|"c99"|"b83"|"b18"|"b81"|"b91"|"b60"|"b27"|"c72"|"b53"|"b85"|"b7"|"b89"|"b70"|"c33"|"c85"|"c76"|"b78"|"c35"|"b99"|"c12"|"c41"|"c26"|"c63"|"b44"|"b5"|"c66"|"b11"|"c25"|"b0"|"b29"|"c71"|"b2"|"c62"|"c46"|"c13"|"c2"|"b97"|"c38"|"b32"|"c60"|"c95"|"c89"|"b37"|"b39"|"b55"|"c81"|"c83"|"b38"|"c61"|"b54"|"b21"|"c19"|"c8"|"b62"|"c0"|"b57"|"b73"|"c57"|"c44"|"b30"|"b17"|"c21"|"c55"|"c53"|"b68"|"b74"|"b9"|"b31"|"c88"|"c39"|"c5"|"b12"|"b88"|"c7"|"c24"|"b49"|"b75"|"b92"|"c78"|"b71"|"b63"|"b58"|"b95"|"b20"|"c90"|"b22"|"b93"|"b33"|"c84"|"c29"|"c91"|"b65"|"c49"|"b96"|"c96"|"b23"|"b4"|"c11"|"c1"|"c51"|"c92"|"c70"|"c52"|"c42"|"b13"|"c77"|"b35"|"b14"|"c16"|"b43"|"c98"|"b28"|"c18"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
9,00:00:00.050,0,126,["c63"|"b87"|"b51"|"c80"|"b78"|"c32"|"b27"|"c85"|"b20"|"b63"|"b83"|"c86"|"b4"|"c29"|"b23"|"c8"|"c39"|"c54"|"b8"|"b36"|"c14"|"c40"|"b18"|"c6"|"b84"|"c10"|"c4"|"c38"|"c55"|"b77"|"b19"|"c76"|"b56"|"c87"|"c53"|"c91"|"b99"|"c19"|"b96"|"c28"|"c20"|"b14"|"c1"|"c46"|"b24"|"c22"|"c84"|"c97"|"b49"|"b68"|"c69"|"c59"|"c2"|"b48"|"b65"|"b97"|"c90"|"b40"|"c70"|"c83"|"c79"|"c47"|"c98"|"b95"|"b72"|"b13"|"b30"|"c21"|"b9"|"c34"|"c0"|"c35"|"c17"|"c36"|"b12"|"b25"|"b76"|"c52"|"b33"|"b3"|"c99"|"c58"|"b38"|"b44"|"b93"|"b32"|"b62"|"b80"|"b88"|"c25"|"b69"|"b82"|"b67"|"c30"|"b7"|"c48"|"c37"|"b22"|"c3"|"b55"|"b11"|"b86"|"b2"|"c89"|"c60"|"b85"|"c72"|"c95"|"b26"|"c51"|"c11"|"b41"|"c45"|"b64"|"c64"|"c27"|"c93"|"c88"|"b46"|"b60"|"b35"|"c61"|"c71"|"c18"|"b91"|"b28"],PF-Cycle-201-args-Audience-10-Members-PAF-size-152-args.xmi
