run,runtime,persuaded,assertedArguments
0,00:00:00.288,1,[]
0,00:01:18.214,2,["c2","c6"]
0,00:20:18.736,3,["c0","c2","c6","c8"]
0,01:41:32.489,4,["c0","c1","c2","c3","c4","c5","c6","c7","c8","c9"]
