run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.117,3,1,["b16"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
1,00:00:00.068,4,63,["c10"|"b27"|"b7"|"b25"|"a"|"c23"|"c18"|"c9"|"c75"|"c73"|"b59"|"c14"|"c61"|"c59"|"c64"|"c94"|"b9"|"c63"|"c46"|"b90"|"c91"|"c39"|"c55"|"b1"|"b74"|"b42"|"c58"|"b28"|"c50"|"c84"|"b29"|"b78"|"b50"|"c72"|"b99"|"b93"|"b34"|"b3"|"c17"|"b91"|"c4"|"c19"|"b71"|"c83"|"c21"|"b19"|"b84"|"b41"|"c97"|"b36"|"c49"|"b63"|"c3"|"b88"|"b5"|"c85"|"b4"|"c67"|"b81"|"c69"|"c89"|"c68"|"c77"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
2,00:00:00.057,0,175,["c10"|"c43"|"c17"|"c59"|"c77"|"c39"|"c51"|"c57"|"c87"|"b60"|"c41"|"c84"|"b20"|"c32"|"b73"|"c11"|"b67"|"c79"|"c72"|"b99"|"b30"|"c16"|"c60"|"c35"|"c83"|"c31"|"c91"|"b24"|"c27"|"c9"|"b27"|"b25"|"b86"|"b37"|"b70"|"c55"|"c15"|"b34"|"c89"|"c90"|"b57"|"b7"|"c80"|"c65"|"c73"|"c28"|"c88"|"c94"|"c97"|"b46"|"c78"|"b3"|"b23"|"b62"|"c58"|"c14"|"c69"|"c29"|"b22"|"c25"|"b75"|"c1"|"b59"|"b54"|"b88"|"b71"|"b83"|"c46"|"c67"|"b29"|"c54"|"b85"|"c23"|"c52"|"c5"|"c61"|"c99"|"b15"|"c45"|"c68"|"b97"|"b43"|"b31"|"c70"|"c40"|"c53"|"c8"|"b66"|"b10"|"b8"|"b58"|"b96"|"b40"|"b79"|"c49"|"b32"|"b94"|"c12"|"b4"|"c6"|"c38"|"b48"|"c96"|"b0"|"b9"|"b51"|"b2"|"c19"|"c33"|"c92"|"c48"|"c21"|"b39"|"b14"|"c75"|"c34"|"c95"|"b90"|"b16"|"c24"|"b53"|"b77"|"c62"|"b74"|"b98"|"b56"|"c64"|"b13"|"b49"|"b65"|"b63"|"b82"|"b19"|"b36"|"c22"|"c3"|"b42"|"b61"|"c0"|"c81"|"c2"|"c50"|"c85"|"c36"|"b76"|"b50"|"c18"|"b69"|"c71"|"b26"|"b52"|"b64"|"c86"|"b72"|"c42"|"b12"|"c98"|"c37"|"b33"|"b55"|"b89"|"b41"|"b47"|"c47"|"b18"|"b17"|"b92"|"a"|"b11"|"c44"|"c26"|"b38"|"c76"|"b80"|"c74"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
3,00:00:00.051,1,30,["c65"|"b91"|"b30"|"a"|"c27"|"c30"|"c92"|"b49"|"c8"|"b39"|"b11"|"c44"|"b68"|"b81"|"c0"|"b23"|"c37"|"c93"|"c80"|"c77"|"c17"|"b52"|"c48"|"b56"|"b37"|"c87"|"b88"|"b19"|"b29"|"c95"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
4,00:00:00.060,3,28,["b74"|"c57"|"b49"|"b50"|"b73"|"b2"|"b76"|"c67"|"b99"|"c87"|"c47"|"b65"|"c21"|"c85"|"b51"|"c83"|"b56"|"c16"|"c22"|"b47"|"c92"|"c50"|"b25"|"c13"|"c95"|"b98"|"b77"|"c42"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
5,00:00:00.038,3,88,["c36"|"c9"|"b34"|"c72"|"c10"|"b17"|"b73"|"b0"|"b11"|"b65"|"c31"|"c71"|"b93"|"c45"|"c32"|"b61"|"c13"|"c27"|"c63"|"b64"|"c77"|"b90"|"b53"|"b71"|"b88"|"a"|"b24"|"b33"|"b94"|"b5"|"b27"|"c73"|"c96"|"b15"|"b59"|"c60"|"c18"|"c85"|"c15"|"c78"|"b26"|"b83"|"b66"|"b30"|"c38"|"c65"|"c51"|"b75"|"c12"|"c7"|"b36"|"c64"|"b51"|"b84"|"b48"|"c19"|"b35"|"b68"|"c86"|"c90"|"b63"|"c87"|"b55"|"b19"|"b43"|"b91"|"b1"|"c3"|"b58"|"c29"|"c22"|"c75"|"b21"|"b74"|"c59"|"b39"|"b99"|"b23"|"b98"|"c48"|"b97"|"b80"|"c79"|"c91"|"c4"|"c94"|"c89"|"c28"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
6,00:00:00.041,0,184,["b63"|"b17"|"c30"|"c36"|"b19"|"c31"|"c96"|"c72"|"b75"|"c56"|"b99"|"c3"|"c19"|"c7"|"c60"|"b47"|"b0"|"b85"|"b94"|"b20"|"c1"|"c44"|"b70"|"b84"|"c94"|"b81"|"b18"|"b26"|"c55"|"c92"|"b38"|"c12"|"b54"|"c22"|"c98"|"b90"|"b52"|"b57"|"c39"|"c76"|"b42"|"c84"|"b65"|"b11"|"c62"|"c97"|"b49"|"b45"|"c57"|"c90"|"b83"|"b28"|"b43"|"b95"|"c6"|"b60"|"b62"|"b22"|"c45"|"b39"|"c71"|"c68"|"c13"|"c81"|"c18"|"b9"|"b87"|"b68"|"b36"|"b51"|"c53"|"b86"|"c89"|"c59"|"c64"|"c11"|"b61"|"c87"|"b69"|"c51"|"b67"|"c75"|"c37"|"c74"|"c79"|"b71"|"c77"|"b46"|"b37"|"c21"|"b35"|"c43"|"c95"|"c50"|"b12"|"b3"|"b93"|"b55"|"c27"|"c2"|"b40"|"c10"|"c33"|"b53"|"c91"|"b88"|"b59"|"c38"|"c73"|"c86"|"b29"|"b58"|"b77"|"c25"|"c48"|"c88"|"b50"|"b91"|"b76"|"b44"|"c20"|"c61"|"c0"|"c8"|"c93"|"c32"|"b5"|"c82"|"c16"|"c63"|"b64"|"c46"|"c66"|"c42"|"b56"|"b25"|"c14"|"b23"|"c29"|"b79"|"b24"|"c80"|"b74"|"b41"|"b14"|"b48"|"b15"|"b2"|"b98"|"c34"|"c24"|"b82"|"c4"|"c41"|"b21"|"b7"|"b4"|"c40"|"b30"|"c52"|"c70"|"c17"|"b97"|"a"|"c67"|"b96"|"c28"|"b78"|"b10"|"b73"|"c15"|"c9"|"b31"|"b33"|"c69"|"c99"|"c23"|"c35"|"b34"|"c47"|"b89"|"c85"|"c5"|"b13"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
7,00:00:00.052,0,172,["c26"|"c69"|"c86"|"c77"|"b27"|"b12"|"b11"|"c91"|"b32"|"b42"|"b96"|"c7"|"c36"|"b22"|"b34"|"b25"|"b51"|"c87"|"c46"|"c49"|"c76"|"c81"|"b82"|"c61"|"c70"|"b50"|"b48"|"b8"|"c98"|"b57"|"c31"|"b71"|"c85"|"b78"|"b77"|"b6"|"b14"|"c54"|"b47"|"c38"|"c63"|"b35"|"b81"|"b31"|"b88"|"b62"|"b40"|"c73"|"b89"|"b9"|"b63"|"b28"|"c40"|"b21"|"c16"|"c95"|"b37"|"c57"|"c4"|"b36"|"c15"|"c10"|"a"|"c6"|"b43"|"b56"|"b67"|"c74"|"c66"|"b72"|"c65"|"b86"|"c82"|"c11"|"b61"|"c19"|"c94"|"b73"|"c90"|"b52"|"c89"|"b76"|"c72"|"b46"|"c99"|"c78"|"c43"|"c50"|"b84"|"b94"|"b97"|"b55"|"b30"|"c47"|"b33"|"c0"|"b68"|"c97"|"b85"|"b87"|"c58"|"c5"|"b2"|"c1"|"b13"|"c45"|"c67"|"b26"|"c79"|"c23"|"c64"|"c29"|"b44"|"c3"|"b45"|"c8"|"b60"|"b54"|"c28"|"b41"|"c53"|"c84"|"c14"|"c25"|"c80"|"b65"|"c2"|"b59"|"c93"|"c59"|"c55"|"b99"|"c13"|"c22"|"c44"|"c30"|"b66"|"b64"|"b18"|"c9"|"c83"|"b79"|"b3"|"b98"|"c41"|"c27"|"b38"|"b53"|"b16"|"b23"|"c92"|"c12"|"b74"|"b90"|"c71"|"b20"|"c42"|"b15"|"c18"|"c24"|"c37"|"c48"|"b70"|"b24"|"c52"|"b0"|"c32"|"b58"|"b5"|"b93"|"b29"|"c21"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
8,00:00:00.054,0,63,["c6"|"b95"|"c85"|"b76"|"c8"|"c2"|"c1"|"c15"|"c55"|"b65"|"c24"|"b78"|"b25"|"c74"|"b56"|"b66"|"b51"|"c9"|"c45"|"c96"|"b23"|"b61"|"b96"|"c78"|"b21"|"c63"|"c25"|"c22"|"b74"|"c56"|"b69"|"c11"|"c37"|"c50"|"c18"|"b62"|"c33"|"b60"|"c48"|"b75"|"b19"|"c16"|"b20"|"c88"|"b40"|"b45"|"c43"|"c17"|"c90"|"b85"|"c0"|"b91"|"c20"|"c82"|"b53"|"c54"|"c93"|"b79"|"b34"|"c83"|"c10"|"c53"|"b3"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
9,00:00:00.049,2,35,["c84"|"b42"|"b47"|"b71"|"b0"|"c73"|"c40"|"b49"|"b5"|"b82"|"b12"|"c37"|"c52"|"b97"|"c95"|"b93"|"c22"|"b9"|"c49"|"b78"|"c3"|"c92"|"b53"|"c36"|"b79"|"c34"|"b55"|"b35"|"c63"|"c14"|"c58"|"b92"|"b73"|"b98"|"c59"],PF-Ladder-201-args-Audience-10-Members-PAF-size-152-args.xmi
