run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.171,0,29,["c16"|"b22"|"b0"|"c24"|"c4"|"c23"|"b7"|"b8"|"c2"|"c6"|"c17"|"b24"|"c18"|"b15"|"c5"|"c19"|"b2"|"c11"|"b20"|"b3"|"c1"|"b4"|"b13"|"c14"|"b9"|"c12"|"b17"|"c7"|"b21"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
1,00:00:00.114,0,4,["c0"|"b1"|"c9"|"c4"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
2,00:00:00.116,0,42,["b6"|"c2"|"c9"|"b16"|"b11"|"c7"|"c16"|"c24"|"a"|"c5"|"b21"|"b3"|"b12"|"b5"|"c8"|"b17"|"b15"|"b24"|"c17"|"b1"|"c1"|"c14"|"c6"|"c20"|"c0"|"b13"|"b8"|"c21"|"b4"|"b7"|"b18"|"b14"|"c19"|"c12"|"b2"|"b19"|"b0"|"c15"|"b22"|"b20"|"b23"|"c11"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
3,00:00:00.092,0,2,["b3"|"c21"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
4,00:00:00.113,0,26,["c18"|"c4"|"c15"|"b9"|"b23"|"c11"|"a"|"b18"|"b12"|"c19"|"c10"|"b3"|"c24"|"b4"|"c7"|"c16"|"b8"|"c13"|"b19"|"b16"|"c14"|"b6"|"c6"|"b24"|"b14"|"b21"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
5,00:00:00.102,0,38,["b20"|"c4"|"b3"|"c3"|"c22"|"b23"|"c9"|"b15"|"c8"|"b1"|"c23"|"c15"|"b4"|"c19"|"b18"|"b12"|"b21"|"c17"|"c12"|"a"|"b6"|"c1"|"b8"|"b13"|"b14"|"c14"|"b16"|"c2"|"b0"|"c7"|"c6"|"c20"|"c18"|"b2"|"b19"|"b10"|"c11"|"b24"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
6,00:00:00.100,0,11,["b18"|"b24"|"b4"|"b6"|"b12"|"b21"|"c17"|"c11"|"a"|"c7"|"c20"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
7,00:00:00.098,0,24,["c14"|"c16"|"b6"|"c8"|"c21"|"b20"|"b5"|"b0"|"c5"|"b16"|"b11"|"b22"|"b21"|"c13"|"b12"|"b7"|"c4"|"c3"|"c17"|"a"|"c6"|"c15"|"c10"|"b23"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
8,00:00:00.076,0,20,["c23"|"b3"|"c8"|"c20"|"c15"|"b1"|"b20"|"b15"|"c18"|"c14"|"b2"|"c12"|"b8"|"c7"|"a"|"c2"|"c21"|"c3"|"b10"|"b16"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
9,00:00:00.098,0,3,["b0"|"c24"|"c20"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
10,00:00:00.126,0,44,["c8"|"b3"|"b2"|"b15"|"b21"|"c6"|"b9"|"c5"|"b23"|"a"|"b18"|"c0"|"c17"|"b12"|"c18"|"c20"|"b1"|"c15"|"b14"|"b16"|"b7"|"c16"|"c13"|"b20"|"c7"|"b22"|"c3"|"c12"|"b10"|"b19"|"c21"|"c22"|"b8"|"c2"|"c9"|"b11"|"c10"|"c11"|"c24"|"c4"|"b0"|"b13"|"c23"|"b24"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
11,00:00:00.080,0,34,["c21"|"b9"|"c19"|"b5"|"b12"|"b14"|"c18"|"b23"|"c12"|"a"|"b11"|"b8"|"c10"|"c3"|"c8"|"c23"|"c0"|"b1"|"b10"|"b22"|"c20"|"b3"|"b2"|"c24"|"b0"|"c11"|"b18"|"b4"|"b24"|"c4"|"c15"|"b7"|"c14"|"c2"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
12,00:00:00.121,0,48,["c23"|"b14"|"c4"|"b13"|"c5"|"b18"|"b19"|"c0"|"b7"|"a"|"b4"|"b24"|"b8"|"c22"|"c13"|"c15"|"b0"|"b23"|"c24"|"c8"|"b15"|"c18"|"b10"|"b22"|"c20"|"b3"|"c9"|"b5"|"b11"|"b20"|"b16"|"c16"|"c3"|"c19"|"c1"|"c2"|"c21"|"b6"|"c6"|"b9"|"b2"|"b1"|"c7"|"c10"|"c11"|"b17"|"b12"|"c17"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
13,00:00:00.112,0,43,["b18"|"c12"|"c13"|"c0"|"b23"|"b12"|"c23"|"b6"|"b5"|"b17"|"b19"|"b24"|"c9"|"c11"|"b2"|"c18"|"c21"|"c4"|"b15"|"c3"|"c5"|"b11"|"c6"|"b16"|"c14"|"b4"|"b0"|"b1"|"c20"|"c2"|"c1"|"c7"|"c16"|"c19"|"b20"|"b8"|"b14"|"b21"|"b7"|"b22"|"c15"|"b3"|"c8"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
14,00:00:00.176,0,50,["b18"|"b6"|"c17"|"b10"|"b7"|"b16"|"b21"|"b24"|"c9"|"c20"|"a"|"b13"|"b5"|"c16"|"b1"|"b14"|"c23"|"c4"|"c24"|"b19"|"c2"|"b17"|"b20"|"c7"|"b3"|"c6"|"c19"|"c10"|"c1"|"b22"|"c11"|"b2"|"c21"|"b23"|"b4"|"b9"|"c18"|"c22"|"c13"|"c5"|"c15"|"b11"|"b12"|"c12"|"c3"|"b8"|"c8"|"b15"|"c0"|"c14"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
15,00:00:02.608,0,3,["c16"|"b10"|"c4"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
16,00:00:00.101,0,26,["c0"|"c6"|"c9"|"c8"|"c14"|"b16"|"c10"|"b1"|"c12"|"c3"|"c1"|"c11"|"c2"|"b3"|"b24"|"b10"|"b17"|"b21"|"b6"|"b14"|"b0"|"b8"|"b9"|"b12"|"c21"|"c20"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
17,00:00:00.107,0,30,["a"|"b10"|"c22"|"c21"|"b22"|"b0"|"c12"|"c4"|"b11"|"c8"|"c19"|"c15"|"c20"|"b17"|"b16"|"b9"|"c14"|"b18"|"b8"|"b12"|"c16"|"b21"|"c17"|"b19"|"b15"|"c10"|"b7"|"c6"|"b6"|"b4"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
18,00:00:00.105,0,35,["c18"|"c0"|"c3"|"b7"|"c16"|"b3"|"c15"|"a"|"b20"|"c20"|"b19"|"b8"|"c17"|"c10"|"c19"|"b9"|"b1"|"b15"|"b6"|"c14"|"c6"|"c5"|"c7"|"c12"|"c13"|"b11"|"b13"|"c4"|"b23"|"c11"|"b4"|"b16"|"c1"|"c21"|"b17"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
19,00:00:00.085,0,29,["c21"|"b10"|"a"|"b9"|"b2"|"b23"|"c0"|"c5"|"b12"|"c15"|"b24"|"b21"|"c12"|"b11"|"c13"|"b8"|"c20"|"b6"|"b7"|"c17"|"c16"|"b19"|"c22"|"c3"|"b14"|"b3"|"b13"|"c24"|"c18"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
20,00:00:00.078,0,22,["c20"|"c2"|"b1"|"c11"|"c8"|"c16"|"c10"|"b23"|"b24"|"b11"|"b12"|"c12"|"b17"|"b10"|"b15"|"c24"|"b18"|"c5"|"b0"|"c19"|"c22"|"b22"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
21,00:00:00.078,0,10,["a"|"c5"|"c1"|"b24"|"c6"|"b11"|"b14"|"c10"|"c22"|"c8"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
22,00:00:00.104,0,33,["b19"|"b5"|"b12"|"c24"|"b10"|"c8"|"c14"|"c11"|"c16"|"b24"|"b16"|"c22"|"b9"|"c6"|"c0"|"c18"|"c23"|"c15"|"a"|"b20"|"c9"|"c2"|"b14"|"b11"|"b1"|"b15"|"b22"|"b0"|"c21"|"c7"|"b13"|"b2"|"c4"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
23,00:00:00.084,0,11,["b6"|"c10"|"b21"|"c24"|"b15"|"c20"|"b7"|"b3"|"b0"|"c18"|"b20"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
24,00:00:00.097,0,17,["b17"|"c0"|"b4"|"c20"|"b11"|"c13"|"b16"|"c5"|"b23"|"b3"|"b7"|"c23"|"c17"|"b0"|"b18"|"b9"|"b13"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
25,00:00:00.089,0,45,["c7"|"c22"|"b23"|"c0"|"c11"|"c13"|"b9"|"b1"|"b18"|"b24"|"b16"|"c14"|"b3"|"c10"|"c2"|"b12"|"b4"|"c20"|"b11"|"c6"|"c8"|"c17"|"b13"|"b19"|"c5"|"b2"|"c9"|"b10"|"b6"|"b8"|"b21"|"c12"|"c24"|"a"|"c16"|"c18"|"b22"|"b20"|"b15"|"c1"|"c15"|"c19"|"b5"|"b0"|"c3"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
26,00:00:00.087,0,6,["c9"|"c4"|"b24"|"c14"|"b13"|"b16"],PF-Cycle-51-args-Audience-50-Members-PAF-size-14-args.xmi
