run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.337,10,16,["a39"|"a36"|"a1"|"a14"|"a16"|"a9"|"a22"|"a51"|"a41"|"a26"|"a6"|"a48"|"a4"|"a27"|"a29"|"a17"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
1,00:00:00.220,16,2,["a47"|"a17"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
2,00:00:00.234,0,24,["a23"|"a11"|"a15"|"a19"|"a20"|"a32"|"a6"|"a18"|"a"|"a16"|"a24"|"a33"|"a31"|"a35"|"a37"|"a41"|"a30"|"a48"|"a7"|"a28"|"a40"|"a26"|"a4"|"a3"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
3,00:00:00.218,0,44,["a40"|"a21"|"a9"|"a51"|"a49"|"a6"|"a19"|"a3"|"a4"|"a50"|"a24"|"a33"|"a32"|"a26"|"a47"|"a39"|"a7"|"a42"|"a12"|"a16"|"a31"|"a46"|"a13"|"a36"|"a25"|"a41"|"a27"|"a17"|"a5"|"a14"|"a8"|"a11"|"a22"|"a28"|"a37"|"a18"|"a35"|"a23"|"a44"|"a10"|"a"|"a15"|"a34"|"a2"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
4,00:00:00.188,33,26,["a38"|"a11"|"a41"|"a18"|"a36"|"a8"|"a45"|"a17"|"a12"|"a16"|"a4"|"a13"|"a24"|"a22"|"a34"|"a42"|"a6"|"a2"|"a40"|"a25"|"a43"|"a21"|"a37"|"a32"|"a33"|"a15"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
5,00:00:02.071,0,51,["a29"|"a47"|"a25"|"a33"|"a16"|"a32"|"a44"|"a45"|"a50"|"a9"|"a23"|"a46"|"a24"|"a11"|"a10"|"a31"|"a7"|"a"|"a49"|"a18"|"a2"|"a28"|"a21"|"a41"|"a37"|"a19"|"a17"|"a8"|"a30"|"a35"|"a22"|"a5"|"a13"|"a40"|"a38"|"a36"|"a48"|"a4"|"a3"|"a6"|"a43"|"a42"|"a34"|"a12"|"a26"|"a1"|"a20"|"a27"|"a14"|"a51"|"a39"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
6,00:00:00.238,16,13,["a49"|"a42"|"a13"|"a36"|"a34"|"a26"|"a16"|"a41"|"a50"|"a1"|"a12"|"a39"|"a29"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
7,00:00:00.226,0,48,["a17"|"a29"|"a28"|"a13"|"a42"|"a19"|"a12"|"a15"|"a6"|"a9"|"a27"|"a5"|"a49"|"a51"|"a35"|"a48"|"a47"|"a36"|"a45"|"a11"|"a34"|"a21"|"a16"|"a30"|"a50"|"a1"|"a2"|"a18"|"a"|"a32"|"a7"|"a33"|"a10"|"a39"|"a26"|"a37"|"a23"|"a46"|"a8"|"a22"|"a41"|"a14"|"a3"|"a43"|"a38"|"a44"|"a25"|"a20"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
8,00:00:00.209,27,4,["a14"|"a45"|"a46"|"a34"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
9,00:00:00.216,44,43,["a51"|"a14"|"a24"|"a3"|"a28"|"a9"|"a8"|"a32"|"a27"|"a39"|"a26"|"a48"|"a40"|"a2"|"a19"|"a10"|"a15"|"a47"|"a21"|"a7"|"a"|"a45"|"a44"|"a18"|"a20"|"a29"|"a46"|"a5"|"a12"|"a17"|"a50"|"a1"|"a43"|"a25"|"a6"|"a41"|"a23"|"a16"|"a22"|"a34"|"a13"|"a30"|"a36"],PF-Tree-52-args-Audience-100-Members-PAF-size-27-args.xmi
