batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:01:10.557,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-0/289FDB08.xmi
1,00:01:03.300,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-1/4FFD7ABA.xmi
2,00:01:03.991,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-2/57E8F644.xmi
3,00:01:04.859,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-3/496BD59E.xmi
4,00:01:03.353,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-4/31B45A81.xmi
5,00:01:02.419,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-5/5AA193E1.xmi
6,00:01:01.953,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-6/0EC3800A.xmi
7,00:01:01.958,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-7/2EBCBE59.xmi
8,00:01:02.185,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-8/6AD65AF8.xmi
9,00:01:02.023,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183631-c2-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.mopt-matching-henshin/batch-9/23A2E71F.xmi
