batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:03:02.460,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-0/7495699F.xmi
1,00:02:54.248,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-1/337808EC.xmi
2,00:02:52.793,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-2/12E7F3A5.xmi
3,00:02:52.388,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-3/11A75F6D.xmi
4,00:02:52.490,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-4/6542A6CB.xmi
5,00:02:52.912,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-5/1347E442.xmi
6,00:02:52.199,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-6/637EDE25.xmi
7,00:02:52.341,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-7/3832295D.xmi
8,00:02:52.336,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-8/46C8B67B.xmi
9,00:02:53.043,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111448-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-77-args.mopt-matching-henshin/batch-9/34541C8D.xmi
