batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:08:53.716,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-0/6CB2B947.xmi
1,00:08:48.142,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-1/72886B48.xmi
2,00:09:04.468,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-2/67268D68.xmi
3,00:08:51.447,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-3/3DC13211.xmi
4,00:08:58.711,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-4/4D27237F.xmi
5,00:09:01.518,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-5/57BBDEE1.xmi
6,00:08:52.951,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-6/684F091A.xmi
7,00:09:04.677,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-7/04AC6385.xmi
8,00:08:53.050,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-8/73A10587.xmi
9,00:08:54.942,-41.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-161453-c1-argumentation-framework-argmatsat-PF-Ladder-51-args-Audience-50-Members-PAF-size-14-args.mopt-matching-henshin/batch-9/31CDD8A0.xmi
