run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.429,4,82,["c42"|"c16"|"c3"|"c45"|"c27"|"c43"|"c24"|"b39"|"b44"|"c23"|"c22"|"c13"|"b48"|"c7"|"b9"|"b8"|"b34"|"b36"|"b3"|"b1"|"c25"|"c35"|"b47"|"b5"|"b26"|"c34"|"b15"|"c4"|"b45"|"b31"|"c48"|"c28"|"c2"|"c37"|"c18"|"b14"|"c12"|"b21"|"b6"|"b7"|"b20"|"c11"|"c47"|"b10"|"b17"|"b19"|"b41"|"c19"|"c38"|"c20"|"b11"|"c26"|"b43"|"b42"|"b38"|"c9"|"b16"|"c39"|"b18"|"c33"|"c10"|"b4"|"c14"|"c32"|"c41"|"c0"|"b40"|"c15"|"b33"|"a"|"b49"|"b30"|"c44"|"c21"|"c5"|"c8"|"b25"|"c1"|"b13"|"b24"|"c46"|"b23"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
1,00:00:00.354,0,70,["b35"|"b8"|"c3"|"c18"|"c45"|"b9"|"b26"|"b38"|"b21"|"b36"|"b22"|"c48"|"c46"|"b42"|"c16"|"c17"|"b17"|"b49"|"c23"|"b41"|"b2"|"c13"|"b29"|"c35"|"b19"|"c38"|"b32"|"b39"|"b25"|"b27"|"b30"|"b3"|"c22"|"c28"|"b4"|"c24"|"b6"|"b44"|"c29"|"c12"|"b48"|"c9"|"b15"|"c43"|"c40"|"b14"|"b0"|"c2"|"b10"|"b34"|"c37"|"b18"|"c0"|"c8"|"b12"|"a"|"c27"|"c42"|"c1"|"c49"|"b11"|"c41"|"c44"|"b24"|"c14"|"c26"|"b7"|"c5"|"b20"|"b45"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
2,00:00:00.252,0,92,["c21"|"b12"|"b29"|"b25"|"c30"|"b28"|"b18"|"c47"|"b37"|"a"|"c3"|"b6"|"b3"|"c18"|"b5"|"b4"|"c10"|"b45"|"b35"|"c8"|"b24"|"b49"|"c4"|"c49"|"c48"|"b40"|"b44"|"b14"|"b48"|"b13"|"c40"|"c19"|"b8"|"b32"|"c29"|"c25"|"b43"|"c26"|"b42"|"b47"|"c20"|"c45"|"c17"|"c5"|"c32"|"c9"|"c42"|"c22"|"b31"|"b20"|"c7"|"b21"|"c36"|"c41"|"c0"|"c2"|"c38"|"c14"|"c12"|"b22"|"b15"|"c16"|"b0"|"b10"|"b26"|"c1"|"b46"|"b11"|"c33"|"b9"|"c6"|"c46"|"b33"|"c35"|"b38"|"c11"|"b17"|"c34"|"b1"|"b16"|"c44"|"b41"|"c39"|"c13"|"c23"|"b2"|"c28"|"b27"|"b19"|"c15"|"c24"|"b23"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
3,00:00:02.488,0,89,["c36"|"b48"|"b32"|"b1"|"b27"|"c7"|"c21"|"c48"|"c31"|"c38"|"c30"|"b6"|"b46"|"b33"|"c20"|"b42"|"c1"|"b24"|"c26"|"c17"|"c43"|"c8"|"c33"|"c10"|"c19"|"b41"|"b47"|"c5"|"c39"|"b35"|"c35"|"c37"|"b4"|"c42"|"b22"|"b14"|"b45"|"c14"|"b49"|"b44"|"c24"|"c11"|"c41"|"b17"|"b2"|"c45"|"b7"|"b5"|"b18"|"c22"|"c4"|"b19"|"b9"|"b11"|"c25"|"c0"|"c47"|"b0"|"c13"|"c27"|"b8"|"b30"|"c18"|"c15"|"c16"|"b21"|"b20"|"c46"|"c6"|"b38"|"b43"|"b3"|"b36"|"b25"|"c32"|"b10"|"c34"|"b16"|"b31"|"b15"|"c3"|"c12"|"c9"|"c28"|"c49"|"b37"|"b12"|"c23"|"b23"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
4,00:00:00.313,21,83,["b18"|"c40"|"b11"|"c4"|"b21"|"b2"|"b22"|"c33"|"c17"|"b1"|"b20"|"c2"|"b17"|"b47"|"c38"|"c12"|"b7"|"b49"|"c32"|"b28"|"c22"|"b29"|"b41"|"a"|"c26"|"b27"|"c29"|"b8"|"c5"|"c28"|"c46"|"b44"|"c49"|"c8"|"b39"|"b43"|"c36"|"c6"|"b13"|"b19"|"c24"|"b25"|"c35"|"c30"|"b30"|"b24"|"b32"|"c20"|"c43"|"b15"|"b6"|"c44"|"b34"|"b9"|"c48"|"b37"|"b5"|"b16"|"c39"|"b42"|"c9"|"c21"|"b45"|"b12"|"c11"|"b48"|"c19"|"b35"|"c13"|"b14"|"b3"|"c23"|"c47"|"c15"|"b10"|"b33"|"b23"|"b46"|"c27"|"c42"|"c37"|"c1"|"c7"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
5,00:00:00.279,3,35,["c16"|"c36"|"b43"|"b2"|"c4"|"c43"|"b26"|"b16"|"c22"|"b7"|"b28"|"c35"|"c2"|"b35"|"a"|"b11"|"c26"|"b42"|"b9"|"b8"|"c21"|"c9"|"c41"|"c14"|"c12"|"c13"|"c23"|"b29"|"c3"|"c10"|"c24"|"c0"|"b47"|"b23"|"c32"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
6,00:00:00.228,0,99,["b32"|"c31"|"c49"|"b38"|"b36"|"b0"|"b48"|"c42"|"b4"|"b23"|"b40"|"b27"|"b21"|"b41"|"c1"|"c34"|"c30"|"b3"|"c43"|"c32"|"b47"|"c22"|"c7"|"b34"|"c18"|"c13"|"b1"|"c19"|"b15"|"b14"|"c38"|"c21"|"b8"|"c40"|"c16"|"c10"|"b9"|"c45"|"b2"|"b39"|"c24"|"c37"|"b30"|"c2"|"c29"|"a"|"b29"|"c15"|"c0"|"b43"|"c36"|"b19"|"c39"|"c6"|"b31"|"c17"|"c46"|"c41"|"b11"|"b10"|"c11"|"c14"|"c3"|"b37"|"b28"|"c26"|"b6"|"b45"|"c28"|"b12"|"b24"|"c12"|"c27"|"b20"|"c44"|"b17"|"b42"|"c4"|"b7"|"c8"|"c25"|"c33"|"c23"|"b46"|"b26"|"c5"|"b18"|"c48"|"b44"|"c20"|"c47"|"b33"|"b25"|"b16"|"b5"|"b35"|"b49"|"c9"|"b22"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
7,00:00:00.217,0,93,["b41"|"b19"|"b36"|"b11"|"c9"|"c43"|"b23"|"c4"|"c34"|"c12"|"c35"|"b8"|"c24"|"c17"|"c45"|"b39"|"b1"|"c37"|"c44"|"b14"|"c47"|"b47"|"b25"|"c46"|"b4"|"b10"|"c10"|"c26"|"b13"|"b20"|"b34"|"b16"|"c41"|"b42"|"c7"|"c28"|"a"|"c23"|"b29"|"c31"|"c32"|"c22"|"c1"|"c27"|"b6"|"c18"|"c36"|"b0"|"c0"|"b45"|"b33"|"b17"|"b18"|"b40"|"c16"|"b44"|"c20"|"c11"|"c30"|"c29"|"b5"|"c42"|"b30"|"c38"|"c14"|"b7"|"c48"|"b15"|"b48"|"c3"|"b32"|"c15"|"c6"|"c5"|"b31"|"c33"|"b12"|"c8"|"b24"|"b38"|"c25"|"b49"|"c40"|"b43"|"b46"|"b35"|"b27"|"c13"|"c2"|"b28"|"b37"|"c39"|"b21"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
8,00:00:00.196,8,36,["c48"|"c5"|"a"|"b25"|"c26"|"c22"|"b17"|"c24"|"b30"|"b18"|"c45"|"c38"|"b13"|"b44"|"b28"|"b40"|"b33"|"c1"|"c25"|"b48"|"c29"|"c21"|"c37"|"c18"|"b0"|"b39"|"b41"|"b8"|"c10"|"c43"|"b43"|"b37"|"b29"|"c36"|"c35"|"b34"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
9,00:00:00.213,19,24,["b27"|"c37"|"c36"|"b3"|"c39"|"b28"|"b15"|"b13"|"c17"|"c40"|"c15"|"c28"|"b19"|"b29"|"b12"|"c35"|"b41"|"b17"|"c5"|"b40"|"c23"|"c6"|"c20"|"c21"],PF-Ladder-101-args-Audience-100-Members-PAF-size-77-args.xmi
