run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.194,12,20,["a80"|"a29"|"a49"|"a28"|"a65"|"a17"|"a79"|"a37"|"a40"|"a99"|"a46"|"a62"|"a15"|"a56"|"a14"|"a51"|"a34"|"a72"|"a25"|"a77"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
1,00:00:00.134,0,62,["a77"|"a17"|"a72"|"a61"|"a54"|"a66"|"a53"|"a27"|"a38"|"a28"|"a63"|"a25"|"a32"|"a31"|"a73"|"a52"|"a"|"a58"|"a50"|"a71"|"a3"|"a92"|"a62"|"a93"|"a34"|"a7"|"a10"|"a29"|"a24"|"a21"|"a85"|"a80"|"a86"|"a1"|"a75"|"a98"|"a90"|"a82"|"a19"|"a22"|"a76"|"a78"|"a74"|"a2"|"a59"|"a36"|"a11"|"a100"|"a18"|"a60"|"a46"|"a91"|"a13"|"a14"|"a81"|"a69"|"a5"|"a49"|"a8"|"a79"|"a55"|"a48"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
2,00:00:00.159,11,35,["a81"|"a57"|"a3"|"a95"|"a7"|"a29"|"a46"|"a2"|"a43"|"a39"|"a40"|"a82"|"a32"|"a93"|"a49"|"a71"|"a85"|"a53"|"a24"|"a56"|"a"|"a28"|"a64"|"a15"|"a42"|"a63"|"a31"|"a79"|"a10"|"a62"|"a17"|"a77"|"a5"|"a87"|"a72"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
3,00:00:00.181,12,72,["a4"|"a8"|"a81"|"a63"|"a62"|"a66"|"a42"|"a9"|"a98"|"a17"|"a96"|"a32"|"a1"|"a90"|"a58"|"a43"|"a3"|"a77"|"a95"|"a59"|"a34"|"a49"|"a67"|"a24"|"a76"|"a86"|"a97"|"a45"|"a13"|"a39"|"a64"|"a87"|"a88"|"a14"|"a85"|"a100"|"a29"|"a74"|"a73"|"a26"|"a54"|"a15"|"a78"|"a55"|"a51"|"a92"|"a7"|"a36"|"a101"|"a31"|"a12"|"a93"|"a89"|"a57"|"a16"|"a69"|"a50"|"a37"|"a56"|"a41"|"a21"|"a65"|"a68"|"a25"|"a35"|"a2"|"a22"|"a33"|"a60"|"a47"|"a72"|"a18"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
4,00:00:00.105,12,6,["a60"|"a44"|"a21"|"a2"|"a76"|"a79"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
5,00:00:00.098,12,82,["a25"|"a10"|"a21"|"a79"|"a88"|"a33"|"a84"|"a53"|"a75"|"a8"|"a64"|"a1"|"a30"|"a54"|"a27"|"a22"|"a35"|"a12"|"a50"|"a18"|"a73"|"a4"|"a13"|"a98"|"a70"|"a17"|"a44"|"a80"|"a23"|"a49"|"a59"|"a67"|"a29"|"a93"|"a15"|"a95"|"a9"|"a36"|"a52"|"a65"|"a39"|"a34"|"a28"|"a43"|"a45"|"a32"|"a20"|"a47"|"a57"|"a92"|"a99"|"a14"|"a51"|"a42"|"a94"|"a38"|"a71"|"a16"|"a100"|"a81"|"a91"|"a90"|"a24"|"a76"|"a69"|"a66"|"a96"|"a5"|"a86"|"a97"|"a87"|"a3"|"a40"|"a83"|"a41"|"a77"|"a72"|"a89"|"a60"|"a68"|"a63"|"a78"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
6,00:00:00.107,0,56,["a67"|"a56"|"a50"|"a57"|"a38"|"a68"|"a10"|"a15"|"a60"|"a51"|"a70"|"a92"|"a99"|"a8"|"a24"|"a18"|"a26"|"a"|"a9"|"a27"|"a40"|"a11"|"a19"|"a76"|"a28"|"a59"|"a44"|"a88"|"a71"|"a30"|"a55"|"a1"|"a16"|"a4"|"a63"|"a91"|"a96"|"a46"|"a73"|"a22"|"a39"|"a47"|"a58"|"a6"|"a81"|"a49"|"a42"|"a72"|"a77"|"a23"|"a48"|"a66"|"a5"|"a61"|"a35"|"a45"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
7,00:00:00.117,2,63,["a98"|"a92"|"a88"|"a24"|"a1"|"a16"|"a77"|"a51"|"a80"|"a17"|"a21"|"a86"|"a13"|"a20"|"a5"|"a26"|"a65"|"a84"|"a66"|"a6"|"a46"|"a83"|"a39"|"a48"|"a54"|"a99"|"a74"|"a27"|"a11"|"a19"|"a95"|"a33"|"a8"|"a25"|"a57"|"a96"|"a12"|"a15"|"a90"|"a59"|"a2"|"a30"|"a43"|"a9"|"a67"|"a14"|"a"|"a69"|"a61"|"a42"|"a18"|"a94"|"a89"|"a101"|"a87"|"a36"|"a93"|"a10"|"a64"|"a34"|"a28"|"a37"|"a47"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
8,00:00:00.132,1,52,["a98"|"a52"|"a11"|"a15"|"a5"|"a37"|"a14"|"a86"|"a38"|"a31"|"a59"|"a101"|"a32"|"a66"|"a24"|"a56"|"a41"|"a50"|"a96"|"a2"|"a74"|"a94"|"a17"|"a84"|"a54"|"a75"|"a97"|"a45"|"a29"|"a8"|"a36"|"a40"|"a22"|"a72"|"a23"|"a85"|"a48"|"a99"|"a26"|"a89"|"a77"|"a91"|"a69"|"a78"|"a80"|"a16"|"a100"|"a93"|"a25"|"a10"|"a3"|"a20"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
9,00:00:00.120,11,12,["a35"|"a79"|"a2"|"a73"|"a70"|"a81"|"a50"|"a49"|"a10"|"a93"|"a24"|"a97"],PF-Tree-102-args-Audience-50-Members-PAF-size-78-args.xmi
