run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.218,20,7,["b47"|"c23"|"b24"|"c44"|"c41"|"c43"|"b31"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
1,00:00:00.124,7,6,["c40"|"c13"|"c0"|"b18"|"c34"|"b12"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
2,00:00:00.152,0,49,["c3"|"c7"|"c4"|"b38"|"c10"|"a"|"c27"|"c12"|"c32"|"c35"|"b49"|"b9"|"c0"|"b22"|"b0"|"b17"|"c22"|"c6"|"b26"|"b16"|"b48"|"b46"|"c45"|"b25"|"b4"|"b35"|"b15"|"b31"|"b37"|"c37"|"c40"|"b1"|"b30"|"b12"|"b7"|"c11"|"c47"|"c21"|"c38"|"b5"|"b42"|"b6"|"b40"|"b19"|"c42"|"c19"|"c18"|"c36"|"b8"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
3,00:00:00.139,23,17,["b32"|"c17"|"b28"|"c20"|"b2"|"b43"|"c22"|"b38"|"b41"|"b1"|"c45"|"b22"|"c8"|"c9"|"b27"|"b25"|"c29"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
4,00:00:00.155,29,49,["c30"|"b28"|"c31"|"b31"|"c4"|"b17"|"c9"|"c39"|"b46"|"c27"|"b38"|"b22"|"c24"|"b33"|"b48"|"c18"|"b49"|"b2"|"c44"|"b8"|"b15"|"c1"|"b20"|"b12"|"b27"|"c45"|"c2"|"b25"|"c20"|"c6"|"c11"|"b39"|"b29"|"b47"|"b14"|"b23"|"b40"|"c25"|"b42"|"b18"|"c35"|"b34"|"c19"|"b4"|"b45"|"b24"|"c42"|"c43"|"c10"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
5,00:00:00.111,10,54,["b5"|"c23"|"b48"|"b0"|"b7"|"c32"|"b45"|"c16"|"b6"|"c30"|"b17"|"b47"|"b29"|"b9"|"c36"|"b10"|"c34"|"c33"|"c17"|"c37"|"b20"|"b41"|"c43"|"b11"|"b3"|"b46"|"c13"|"c3"|"c44"|"c39"|"b38"|"b4"|"c35"|"b42"|"b14"|"b26"|"c46"|"c14"|"c38"|"b32"|"b19"|"b34"|"b15"|"c40"|"c21"|"c18"|"b31"|"b13"|"b12"|"c42"|"b40"|"c7"|"b23"|"b28"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
6,00:00:00.101,7,39,["b33"|"b0"|"c41"|"b8"|"b23"|"b12"|"b26"|"c12"|"b11"|"b22"|"b5"|"c49"|"c11"|"c15"|"b27"|"b36"|"b44"|"c1"|"c31"|"b6"|"c24"|"c38"|"b42"|"c23"|"b29"|"c18"|"b14"|"c29"|"c8"|"b38"|"b15"|"c5"|"b13"|"c32"|"c2"|"c13"|"c33"|"c46"|"c22"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
7,00:00:00.155,0,75,["b3"|"b46"|"b23"|"b38"|"c11"|"b36"|"b41"|"b15"|"b2"|"b43"|"c9"|"b24"|"c36"|"b26"|"c48"|"b28"|"b32"|"b25"|"c29"|"b0"|"a"|"b5"|"c31"|"b47"|"b35"|"c34"|"c27"|"c3"|"c12"|"c45"|"b1"|"c7"|"c40"|"b14"|"c15"|"c25"|"b49"|"b44"|"c30"|"b11"|"c0"|"c24"|"c23"|"c20"|"b17"|"b19"|"c18"|"b33"|"b31"|"b42"|"c1"|"b13"|"b37"|"b20"|"c37"|"b7"|"b48"|"c8"|"b27"|"c5"|"c43"|"c13"|"b9"|"c22"|"b8"|"c26"|"b29"|"c39"|"c35"|"c2"|"c32"|"b45"|"c44"|"c4"|"b34"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
8,00:00:00.130,20,14,["b25"|"c36"|"b22"|"c46"|"b32"|"b21"|"c10"|"b49"|"b46"|"b1"|"b20"|"b16"|"c25"|"c34"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
9,00:00:00.129,22,54,["c22"|"c37"|"c1"|"b4"|"b17"|"b6"|"c29"|"b26"|"b29"|"b3"|"b41"|"c2"|"b8"|"c48"|"b18"|"b45"|"b46"|"b16"|"b34"|"b21"|"c18"|"c13"|"c10"|"c5"|"b9"|"b39"|"c34"|"c36"|"c32"|"c42"|"c3"|"b44"|"c41"|"c35"|"b24"|"b32"|"b36"|"b25"|"c21"|"c23"|"b1"|"b28"|"c12"|"b49"|"b47"|"c6"|"b15"|"c31"|"b37"|"c40"|"c15"|"b5"|"b14"|"b38"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
10,00:00:00.127,17,16,["c40"|"b16"|"b35"|"b28"|"c13"|"c38"|"b43"|"c28"|"b26"|"b12"|"b41"|"c17"|"b17"|"c20"|"b34"|"b3"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
11,00:00:00.122,21,30,["c4"|"c41"|"b33"|"b9"|"c27"|"c2"|"c9"|"b19"|"c44"|"c45"|"c6"|"c39"|"b16"|"c32"|"b31"|"c29"|"c47"|"b20"|"b26"|"c34"|"c16"|"b38"|"b43"|"b8"|"b47"|"c5"|"c37"|"c30"|"c3"|"b42"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
12,00:00:00.158,0,81,["c43"|"b29"|"c7"|"b15"|"b40"|"c45"|"c3"|"b46"|"c48"|"b35"|"c9"|"b36"|"b24"|"b44"|"c24"|"b22"|"b8"|"b21"|"c18"|"c40"|"c33"|"b47"|"b39"|"c32"|"c28"|"c8"|"b42"|"c0"|"b34"|"c14"|"a"|"b41"|"c15"|"b16"|"c44"|"b6"|"c31"|"b14"|"b9"|"b0"|"c17"|"c10"|"c11"|"b45"|"b5"|"b32"|"b13"|"c21"|"c6"|"b7"|"c39"|"c46"|"c47"|"b48"|"c16"|"c2"|"c13"|"b38"|"b1"|"b3"|"c4"|"b2"|"b11"|"c26"|"b31"|"b18"|"b27"|"c29"|"c34"|"c23"|"c19"|"b49"|"b23"|"b10"|"b30"|"b20"|"c30"|"c35"|"c1"|"c5"|"b28"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
13,00:00:00.153,0,96,["c34"|"c10"|"b40"|"a"|"b30"|"c2"|"c42"|"c30"|"c7"|"c46"|"c15"|"b21"|"b31"|"c17"|"c48"|"c28"|"c19"|"c12"|"c36"|"c13"|"b8"|"b13"|"b12"|"b43"|"b49"|"b39"|"c35"|"c11"|"b44"|"c14"|"b17"|"c43"|"c32"|"b26"|"b22"|"b15"|"b10"|"c40"|"c1"|"b20"|"c6"|"c18"|"c4"|"c38"|"c5"|"c3"|"c41"|"c39"|"b36"|"c49"|"b19"|"b42"|"c47"|"b4"|"b32"|"b33"|"b29"|"b18"|"b46"|"b47"|"b5"|"b25"|"b41"|"b3"|"b37"|"b48"|"c29"|"b27"|"c26"|"b28"|"b45"|"c21"|"b2"|"b14"|"b7"|"c25"|"b35"|"b9"|"c9"|"b0"|"c16"|"b34"|"c24"|"b23"|"c0"|"c27"|"b1"|"c8"|"b38"|"b6"|"b11"|"c31"|"c20"|"b16"|"c37"|"b24"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
14,00:00:00.133,19,30,["c15"|"c43"|"c35"|"c40"|"b48"|"b9"|"b44"|"b47"|"c4"|"b30"|"b19"|"b34"|"c26"|"c46"|"c28"|"c25"|"c49"|"c31"|"c12"|"b1"|"b7"|"c3"|"b27"|"c39"|"b11"|"c5"|"c20"|"c32"|"b20"|"b10"],PF-Ladder-101-args-Audience-50-Members-PAF-size-52-args.xmi
