run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.080,10,85,["a11"|"a25"|"a73"|"a41"|"a51"|"a34"|"a15"|"a35"|"a6"|"a93"|"a68"|"a81"|"a66"|"a95"|"a38"|"a80"|"a21"|"a101"|"a36"|"a55"|"a26"|"a77"|"a49"|"a82"|"a90"|"a32"|"a30"|"a27"|"a18"|"a37"|"a53"|"a75"|"a29"|"a9"|"a63"|"a58"|"a45"|"a69"|"a92"|"a1"|"a76"|"a79"|"a98"|"a5"|"a12"|"a86"|"a65"|"a64"|"a47"|"a59"|"a42"|"a14"|"a17"|"a16"|"a62"|"a19"|"a56"|"a72"|"a97"|"a7"|"a94"|"a44"|"a13"|"a2"|"a39"|"a40"|"a88"|"a74"|"a23"|"a52"|"a100"|"a96"|"a60"|"a33"|"a10"|"a89"|"a31"|"a28"|"a99"|"a22"|"a54"|"a"|"a48"|"a57"|"a61"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
1,00:00:00.031,9,29,["a100"|"a92"|"a72"|"a46"|"a95"|"a67"|"a7"|"a31"|"a66"|"a39"|"a101"|"a57"|"a59"|"a45"|"a73"|"a27"|"a43"|"a71"|"a51"|"a82"|"a84"|"a19"|"a63"|"a35"|"a41"|"a91"|"a58"|"a4"|"a93"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
2,00:00:00.030,7,29,["a6"|"a90"|"a4"|"a48"|"a33"|"a12"|"a66"|"a13"|"a11"|"a40"|"a84"|"a28"|"a76"|"a24"|"a"|"a35"|"a87"|"a88"|"a83"|"a74"|"a89"|"a57"|"a45"|"a73"|"a96"|"a98"|"a19"|"a7"|"a46"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
3,00:00:00.046,10,89,["a33"|"a47"|"a40"|"a101"|"a75"|"a56"|"a86"|"a57"|"a16"|"a91"|"a83"|"a73"|"a8"|"a58"|"a26"|"a19"|"a21"|"a18"|"a1"|"a82"|"a17"|"a95"|"a30"|"a98"|"a4"|"a89"|"a81"|"a88"|"a28"|"a7"|"a39"|"a11"|"a61"|"a34"|"a37"|"a74"|"a100"|"a80"|"a71"|"a23"|"a87"|"a60"|"a68"|"a63"|"a"|"a9"|"a53"|"a41"|"a49"|"a96"|"a69"|"a25"|"a78"|"a44"|"a84"|"a76"|"a13"|"a35"|"a36"|"a66"|"a27"|"a52"|"a85"|"a5"|"a31"|"a55"|"a15"|"a97"|"a43"|"a10"|"a62"|"a42"|"a12"|"a64"|"a29"|"a77"|"a59"|"a48"|"a51"|"a38"|"a22"|"a3"|"a70"|"a92"|"a45"|"a72"|"a46"|"a65"|"a93"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
4,00:00:00.022,6,10,["a17"|"a48"|"a47"|"a37"|"a79"|"a69"|"a9"|"a14"|"a12"|"a80"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
5,00:00:00.033,10,90,["a101"|"a26"|"a48"|"a94"|"a6"|"a72"|"a98"|"a25"|"a53"|"a1"|"a30"|"a27"|"a17"|"a84"|"a10"|"a67"|"a41"|"a23"|"a59"|"a21"|"a93"|"a39"|"a80"|"a49"|"a18"|"a28"|"a33"|"a20"|"a88"|"a14"|"a82"|"a34"|"a56"|"a7"|"a75"|"a36"|"a61"|"a92"|"a13"|"a46"|"a44"|"a5"|"a99"|"a15"|"a62"|"a74"|"a11"|"a42"|"a81"|"a55"|"a16"|"a83"|"a68"|"a100"|"a9"|"a96"|"a60"|"a32"|"a31"|"a64"|"a78"|"a90"|"a91"|"a3"|"a38"|"a"|"a54"|"a50"|"a86"|"a87"|"a63"|"a77"|"a19"|"a89"|"a51"|"a45"|"a24"|"a95"|"a85"|"a79"|"a4"|"a43"|"a35"|"a57"|"a65"|"a58"|"a47"|"a69"|"a97"|"a2"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
6,00:00:00.029,8,75,["a79"|"a94"|"a39"|"a25"|"a23"|"a98"|"a54"|"a90"|"a75"|"a13"|"a30"|"a41"|"a70"|"a33"|"a15"|"a34"|"a45"|"a71"|"a24"|"a18"|"a29"|"a44"|"a76"|"a11"|"a53"|"a100"|"a28"|"a64"|"a21"|"a7"|"a91"|"a37"|"a52"|"a73"|"a6"|"a74"|"a62"|"a84"|"a14"|"a43"|"a22"|"a63"|"a99"|"a16"|"a60"|"a72"|"a50"|"a95"|"a10"|"a2"|"a36"|"a27"|"a5"|"a59"|"a57"|"a20"|"a89"|"a49"|"a61"|"a101"|"a69"|"a26"|"a31"|"a47"|"a67"|"a80"|"a88"|"a38"|"a55"|"a"|"a65"|"a46"|"a68"|"a3"|"a1"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
7,00:00:00.034,10,77,["a19"|"a9"|"a82"|"a2"|"a80"|"a72"|"a5"|"a11"|"a17"|"a97"|"a23"|"a91"|"a27"|"a10"|"a1"|"a63"|"a12"|"a24"|"a60"|"a14"|"a20"|"a3"|"a13"|"a93"|"a47"|"a76"|"a86"|"a42"|"a70"|"a15"|"a64"|"a7"|"a88"|"a40"|"a38"|"a65"|"a58"|"a52"|"a98"|"a34"|"a53"|"a51"|"a69"|"a35"|"a29"|"a44"|"a90"|"a61"|"a18"|"a94"|"a57"|"a"|"a71"|"a8"|"a48"|"a33"|"a25"|"a4"|"a28"|"a77"|"a50"|"a75"|"a62"|"a100"|"a21"|"a22"|"a30"|"a41"|"a6"|"a95"|"a101"|"a39"|"a84"|"a45"|"a92"|"a81"|"a85"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
8,00:00:00.022,8,49,["a56"|"a9"|"a49"|"a32"|"a34"|"a47"|"a39"|"a28"|"a23"|"a1"|"a101"|"a18"|"a45"|"a57"|"a3"|"a4"|"a37"|"a58"|"a61"|"a33"|"a79"|"a54"|"a98"|"a25"|"a44"|"a30"|"a70"|"a43"|"a97"|"a86"|"a5"|"a68"|"a85"|"a24"|"a87"|"a73"|"a10"|"a69"|"a78"|"a99"|"a22"|"a92"|"a100"|"a14"|"a16"|"a94"|"a15"|"a6"|"a2"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
9,00:00:00.028,7,101,["a69"|"a59"|"a39"|"a23"|"a77"|"a92"|"a43"|"a19"|"a72"|"a95"|"a26"|"a12"|"a44"|"a100"|"a98"|"a76"|"a61"|"a8"|"a96"|"a83"|"a7"|"a9"|"a13"|"a36"|"a11"|"a86"|"a20"|"a89"|"a90"|"a74"|"a24"|"a65"|"a88"|"a48"|"a14"|"a21"|"a99"|"a29"|"a51"|"a40"|"a46"|"a45"|"a85"|"a37"|"a50"|"a35"|"a94"|"a10"|"a47"|"a4"|"a31"|"a87"|"a60"|"a82"|"a17"|"a58"|"a33"|"a52"|"a1"|"a81"|"a41"|"a57"|"a38"|"a84"|"a97"|"a30"|"a54"|"a15"|"a62"|"a78"|"a34"|"a55"|"a67"|"a3"|"a"|"a73"|"a2"|"a71"|"a42"|"a6"|"a66"|"a80"|"a53"|"a32"|"a63"|"a93"|"a68"|"a49"|"a56"|"a70"|"a16"|"a64"|"a5"|"a27"|"a28"|"a18"|"a79"|"a91"|"a25"|"a22"|"a75"],PF-Tree-102-args-Audience-10-Members-PAF-size-78-args.xmi
