run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.226,11,31,["b15"|"b17"|"b16"|"b20"|"c16"|"c9"|"c13"|"c4"|"c7"|"c2"|"c5"|"c18"|"c24"|"c3"|"b23"|"b19"|"b4"|"c20"|"b7"|"c11"|"b6"|"c17"|"c6"|"a"|"b8"|"b14"|"c1"|"b3"|"c12"|"c21"|"b9"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
1,00:00:00.146,0,50,["c4"|"b24"|"b3"|"c0"|"b4"|"c3"|"c9"|"b22"|"c10"|"c13"|"b12"|"a"|"c20"|"c6"|"c21"|"b14"|"b10"|"b23"|"c5"|"b17"|"c14"|"b2"|"c15"|"c17"|"b6"|"b1"|"b19"|"b15"|"b0"|"b9"|"c2"|"c24"|"c19"|"b16"|"c23"|"c8"|"c1"|"b11"|"c18"|"c11"|"b21"|"c7"|"b7"|"b5"|"b8"|"b20"|"b18"|"c12"|"c22"|"b13"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
2,00:00:00.148,11,20,["c3"|"c20"|"b19"|"c18"|"c9"|"b8"|"b12"|"b2"|"b17"|"c1"|"b4"|"c17"|"c15"|"b9"|"c2"|"c11"|"b16"|"b14"|"b24"|"b11"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
3,00:00:00.146,2,30,["c8"|"b15"|"b7"|"c13"|"c0"|"c16"|"b14"|"c10"|"b5"|"c5"|"b17"|"c18"|"b9"|"b2"|"b13"|"c24"|"c9"|"b18"|"c21"|"c17"|"c15"|"b19"|"c20"|"b16"|"b21"|"c19"|"c7"|"b24"|"c14"|"b6"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
4,00:00:00.128,1,19,["c20"|"c19"|"c15"|"c2"|"c4"|"b0"|"c23"|"b4"|"b1"|"b10"|"c21"|"b8"|"b12"|"b6"|"c3"|"c24"|"a"|"b21"|"b16"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
5,00:00:02.438,0,40,["c20"|"b2"|"b9"|"c18"|"c19"|"b8"|"c22"|"b24"|"c5"|"b4"|"c4"|"c9"|"c3"|"c7"|"c8"|"b15"|"c23"|"c1"|"b10"|"b11"|"b22"|"a"|"c13"|"b21"|"b3"|"c10"|"c24"|"c15"|"b16"|"b17"|"b6"|"b0"|"b7"|"c14"|"c16"|"c21"|"c12"|"b19"|"b18"|"c0"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
6,00:00:00.091,10,17,["b23"|"b10"|"c5"|"c15"|"b7"|"c6"|"b17"|"b5"|"c21"|"b13"|"c16"|"b14"|"b11"|"c22"|"a"|"b16"|"c14"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
7,00:00:00.095,11,30,["b1"|"b10"|"b17"|"b7"|"c1"|"b4"|"b11"|"c21"|"c18"|"c24"|"c20"|"c19"|"b14"|"b12"|"c16"|"b24"|"c4"|"b21"|"b13"|"b8"|"c5"|"b15"|"b3"|"b22"|"b6"|"c6"|"c10"|"c8"|"c9"|"b5"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
8,00:00:00.095,6,35,["c17"|"b11"|"c11"|"c2"|"c24"|"c13"|"b24"|"b6"|"c5"|"b18"|"c22"|"c8"|"b9"|"c12"|"b12"|"b7"|"b20"|"b19"|"b3"|"b14"|"b4"|"c18"|"c6"|"c3"|"b17"|"c20"|"c10"|"b23"|"c0"|"c1"|"c15"|"c14"|"c7"|"c9"|"b15"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
9,00:00:00.117,2,32,["b2"|"b0"|"b11"|"b19"|"c20"|"c17"|"b4"|"b8"|"b1"|"b12"|"c15"|"c6"|"c16"|"c13"|"c8"|"c21"|"c23"|"b15"|"c11"|"c3"|"c10"|"b7"|"b17"|"c24"|"b10"|"b22"|"c12"|"b18"|"b3"|"c2"|"c1"|"b20"],PF-Ladder-51-args-Audience-50-Members-PAF-size-40-args.xmi
