run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.541,0,150,["b41"|"c49"|"b3"|"b77"|"b83"|"c16"|"b80"|"c9"|"b47"|"b9"|"c42"|"b11"|"b55"|"c21"|"c87"|"c76"|"b7"|"b52"|"b35"|"c71"|"b68"|"c7"|"c61"|"b66"|"c44"|"c53"|"c33"|"b24"|"c12"|"b65"|"b92"|"b40"|"b70"|"b33"|"b8"|"c88"|"c86"|"b4"|"b44"|"c56"|"c14"|"b43"|"b86"|"c17"|"b17"|"b60"|"b13"|"c39"|"c95"|"b79"|"b91"|"b69"|"b10"|"c30"|"c55"|"c38"|"c20"|"c26"|"b98"|"b23"|"b89"|"c85"|"c72"|"b59"|"b29"|"c31"|"b51"|"c8"|"b25"|"b48"|"b26"|"b54"|"b30"|"c47"|"c90"|"b36"|"b50"|"c18"|"b32"|"c0"|"c63"|"b61"|"b20"|"c23"|"b37"|"c24"|"c97"|"c19"|"c2"|"b38"|"c43"|"a"|"c92"|"c34"|"c50"|"c67"|"b84"|"b99"|"c83"|"b45"|"c93"|"c96"|"b12"|"c69"|"b18"|"b22"|"b34"|"c89"|"b90"|"c28"|"b74"|"b78"|"b16"|"c3"|"c77"|"c35"|"c73"|"c70"|"c27"|"b2"|"c51"|"b71"|"b95"|"b5"|"c65"|"c54"|"c99"|"c29"|"b14"|"c79"|"c52"|"c98"|"b93"|"b15"|"c1"|"c5"|"c78"|"b31"|"b87"|"c59"|"c66"|"b64"|"c68"|"b75"|"b96"|"c41"|"b82"|"c6"|"b63"|"c74"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
1,00:00:02.227,0,130,["c46"|"b54"|"b17"|"c36"|"c82"|"b34"|"b37"|"c50"|"b10"|"b20"|"c42"|"c11"|"c21"|"c73"|"c13"|"b49"|"b73"|"c66"|"c3"|"c96"|"c12"|"c72"|"c35"|"c16"|"b87"|"c5"|"b26"|"c32"|"b0"|"b30"|"c59"|"b53"|"c4"|"b99"|"c67"|"b27"|"b68"|"b70"|"b7"|"b94"|"c2"|"b22"|"c22"|"c51"|"c89"|"c61"|"c40"|"c47"|"b44"|"c56"|"b65"|"c60"|"b63"|"b39"|"b74"|"b75"|"b18"|"c78"|"b19"|"b6"|"b96"|"c34"|"c83"|"c9"|"c80"|"c81"|"b80"|"c18"|"c79"|"b2"|"c94"|"b89"|"b36"|"b48"|"b83"|"b8"|"c86"|"b60"|"c84"|"c48"|"c95"|"c70"|"c44"|"b14"|"b95"|"b98"|"c15"|"c43"|"b85"|"c49"|"b38"|"c30"|"b57"|"c29"|"c17"|"b9"|"b81"|"b76"|"c91"|"b24"|"b16"|"b88"|"c25"|"c64"|"c38"|"c76"|"b29"|"b86"|"c88"|"b11"|"c74"|"b42"|"c10"|"c7"|"b55"|"b72"|"c75"|"c71"|"b35"|"c65"|"c69"|"c37"|"b58"|"b71"|"b32"|"b25"|"c85"|"b50"|"c20"|"c14"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
2,00:00:00.394,0,104,["b48"|"b50"|"b53"|"c42"|"b94"|"b52"|"c19"|"c34"|"b39"|"c4"|"c64"|"b64"|"c23"|"c28"|"b27"|"c39"|"c8"|"b37"|"b30"|"c17"|"c93"|"b35"|"c67"|"c3"|"b17"|"b87"|"c63"|"c90"|"c12"|"b6"|"c92"|"c85"|"b20"|"b58"|"c36"|"b56"|"c48"|"b71"|"b3"|"b26"|"c78"|"c47"|"b28"|"b90"|"b8"|"a"|"b61"|"b68"|"c40"|"c0"|"c58"|"b1"|"c66"|"b43"|"c59"|"b24"|"b99"|"c81"|"b46"|"b88"|"b80"|"c54"|"b69"|"b32"|"b25"|"c10"|"c32"|"b42"|"b9"|"b65"|"b59"|"b10"|"b77"|"b13"|"c89"|"b36"|"b95"|"c24"|"c16"|"b83"|"c15"|"c2"|"b54"|"b75"|"c37"|"b18"|"c70"|"c51"|"c91"|"b47"|"c26"|"c69"|"c68"|"c52"|"c38"|"b23"|"b7"|"b5"|"c31"|"c18"|"b34"|"c80"|"b15"|"b89"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
3,00:00:00.332,0,71,["c78"|"b40"|"c89"|"b84"|"c12"|"c36"|"b56"|"c31"|"b63"|"b66"|"b80"|"c40"|"a"|"b43"|"c90"|"c82"|"b93"|"c19"|"c91"|"c64"|"c55"|"b25"|"c88"|"b65"|"c10"|"c50"|"b59"|"b9"|"b26"|"b71"|"b64"|"b33"|"c81"|"c65"|"c38"|"b32"|"b37"|"c46"|"b95"|"b17"|"b79"|"b7"|"c37"|"b23"|"c60"|"c8"|"c83"|"b1"|"c42"|"c5"|"b75"|"c71"|"c67"|"b19"|"b8"|"b47"|"c34"|"c74"|"b18"|"b92"|"b61"|"b45"|"b72"|"c53"|"c1"|"b82"|"b67"|"c51"|"c79"|"b27"|"c4"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
4,00:00:00.284,0,55,["c41"|"c62"|"b51"|"c52"|"b84"|"c19"|"b50"|"b77"|"b65"|"b28"|"b5"|"c83"|"b83"|"c78"|"c46"|"b52"|"c36"|"b27"|"b8"|"c93"|"c23"|"b87"|"c30"|"b41"|"c17"|"b70"|"b48"|"c59"|"c21"|"c42"|"c82"|"b80"|"c39"|"b81"|"c25"|"c18"|"b35"|"c38"|"b1"|"b13"|"c91"|"c72"|"b75"|"b11"|"c9"|"b55"|"c98"|"b44"|"a"|"c29"|"c58"|"c31"|"b72"|"c57"|"c94"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
5,00:00:00.248,0,104,["b99"|"c12"|"b45"|"c17"|"b22"|"c0"|"c30"|"b60"|"b97"|"c86"|"b5"|"c78"|"c3"|"b54"|"b50"|"c65"|"b58"|"c20"|"c92"|"c7"|"b57"|"b12"|"c56"|"b30"|"b21"|"b65"|"b77"|"c83"|"c53"|"b70"|"b63"|"c33"|"b0"|"c2"|"c67"|"b46"|"b90"|"b19"|"b85"|"b83"|"b41"|"b95"|"c29"|"b29"|"b16"|"b2"|"b89"|"b67"|"b40"|"b75"|"b23"|"c42"|"b42"|"c31"|"c93"|"c9"|"b80"|"c28"|"c45"|"c8"|"c24"|"b26"|"b4"|"b55"|"c47"|"b91"|"b11"|"c14"|"b49"|"b68"|"c91"|"c13"|"c4"|"c44"|"c87"|"b87"|"b1"|"b74"|"b76"|"b15"|"b35"|"b88"|"c99"|"b28"|"c38"|"b73"|"c54"|"b25"|"b44"|"c70"|"c72"|"c11"|"b47"|"c50"|"c77"|"c21"|"c62"|"a"|"b48"|"c63"|"c73"|"b61"|"c57"|"b72"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
6,00:00:00.281,0,141,["b7"|"c48"|"b87"|"c93"|"b33"|"c66"|"b26"|"c35"|"c92"|"c15"|"c33"|"c90"|"b64"|"b39"|"c23"|"b46"|"c28"|"c75"|"c50"|"c63"|"c0"|"b9"|"c26"|"b23"|"c18"|"c16"|"b1"|"c97"|"c19"|"c41"|"c4"|"c22"|"c89"|"b13"|"b96"|"b2"|"c20"|"b85"|"b72"|"b34"|"c94"|"b74"|"c68"|"b31"|"c99"|"b99"|"c95"|"b52"|"c9"|"c79"|"b70"|"b59"|"b32"|"c34"|"b76"|"c45"|"a"|"c53"|"c30"|"c6"|"c43"|"b27"|"b21"|"b6"|"c40"|"c67"|"c14"|"c32"|"c80"|"c85"|"b15"|"c88"|"b78"|"c54"|"c1"|"c73"|"b91"|"c65"|"c12"|"b51"|"c72"|"b67"|"c62"|"c55"|"b93"|"b49"|"b66"|"b41"|"b44"|"b18"|"b43"|"b11"|"b89"|"b63"|"c76"|"b95"|"b30"|"b38"|"c59"|"c83"|"c3"|"c57"|"c77"|"b83"|"b12"|"b65"|"b45"|"b36"|"c25"|"c69"|"c70"|"c5"|"c49"|"b69"|"c51"|"c36"|"c61"|"b97"|"b94"|"b98"|"b62"|"b84"|"b3"|"b29"|"b77"|"c11"|"c17"|"c21"|"c37"|"b73"|"b10"|"b42"|"b54"|"b90"|"c38"|"b20"|"b35"|"b86"|"b24"|"b50"|"b81"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
7,00:00:00.232,0,100,["b74"|"b27"|"c76"|"c51"|"c16"|"b42"|"b66"|"c63"|"b40"|"b33"|"b41"|"b48"|"b96"|"c7"|"b98"|"c22"|"c55"|"c23"|"c49"|"c70"|"c54"|"b58"|"b65"|"b38"|"b35"|"c56"|"b20"|"b23"|"b88"|"b68"|"b31"|"c18"|"b44"|"c53"|"b36"|"c25"|"c92"|"b16"|"b59"|"c89"|"b73"|"c48"|"c39"|"b6"|"c15"|"b43"|"b75"|"b81"|"c99"|"c35"|"b7"|"b51"|"b14"|"c94"|"b57"|"b83"|"b53"|"b15"|"b61"|"c5"|"c47"|"c2"|"b21"|"b87"|"b90"|"c78"|"c57"|"b25"|"b9"|"b0"|"b95"|"b3"|"b8"|"c97"|"c67"|"c50"|"c12"|"b94"|"c27"|"b39"|"c90"|"c28"|"b22"|"c21"|"c40"|"b97"|"c86"|"b93"|"c1"|"b37"|"c8"|"c81"|"c38"|"b63"|"c74"|"b71"|"c65"|"c73"|"a"|"c60"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
8,00:00:00.315,0,159,["c49"|"b19"|"c47"|"c6"|"b80"|"c35"|"b16"|"b24"|"b27"|"b58"|"b7"|"b86"|"b56"|"b37"|"c31"|"b70"|"c25"|"b21"|"b9"|"b96"|"c65"|"c8"|"b17"|"c96"|"b8"|"c54"|"b99"|"c18"|"b94"|"b61"|"b64"|"c74"|"c81"|"b95"|"c27"|"b14"|"c89"|"b85"|"c94"|"b92"|"b79"|"b44"|"b18"|"b47"|"c90"|"b23"|"b67"|"c0"|"b34"|"c75"|"c57"|"b42"|"b59"|"c30"|"b74"|"c32"|"b50"|"b90"|"b6"|"b10"|"b26"|"c92"|"b54"|"c98"|"b77"|"b82"|"c79"|"b20"|"b53"|"b87"|"c20"|"c67"|"b22"|"c19"|"c4"|"b57"|"c97"|"b46"|"c86"|"c46"|"c91"|"b60"|"b75"|"b30"|"c37"|"c87"|"b4"|"b98"|"b49"|"b55"|"c17"|"b65"|"c24"|"b25"|"b2"|"c88"|"c13"|"c16"|"c21"|"c85"|"b88"|"c38"|"c42"|"b39"|"c78"|"c40"|"c59"|"c93"|"c12"|"c95"|"b78"|"b73"|"c66"|"b69"|"c7"|"c52"|"b71"|"b48"|"b29"|"c34"|"c48"|"b11"|"c15"|"b51"|"b93"|"b43"|"b38"|"b63"|"c43"|"c56"|"b5"|"b62"|"c99"|"b33"|"c69"|"c29"|"b84"|"b83"|"b15"|"b40"|"b45"|"b68"|"c63"|"c83"|"c60"|"c36"|"b41"|"b12"|"c64"|"c23"|"c10"|"c58"|"c26"|"c82"|"c80"|"c14"|"b28"|"c1"|"b97"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
9,00:00:00.585,0,199,["c80"|"c24"|"c37"|"c53"|"c45"|"c57"|"b11"|"c86"|"b40"|"c46"|"b64"|"c36"|"c15"|"c82"|"c74"|"b13"|"b46"|"b29"|"c90"|"b99"|"b96"|"b37"|"b65"|"c18"|"c91"|"c54"|"c32"|"b3"|"c52"|"c63"|"b68"|"c41"|"b42"|"c29"|"c30"|"c70"|"b95"|"b54"|"c6"|"b16"|"b41"|"c64"|"c58"|"b53"|"b89"|"c33"|"b28"|"c67"|"b91"|"b18"|"c50"|"b79"|"c21"|"c68"|"c3"|"c81"|"c25"|"c61"|"b44"|"c11"|"c4"|"b22"|"b67"|"b43"|"b60"|"b57"|"c23"|"b33"|"c92"|"b6"|"b97"|"b76"|"b39"|"b38"|"b15"|"b20"|"b21"|"c93"|"b34"|"c85"|"b85"|"b24"|"c43"|"c42"|"b78"|"b80"|"c12"|"c95"|"b31"|"b66"|"b90"|"c16"|"c38"|"c71"|"c49"|"b81"|"c88"|"b23"|"b14"|"c0"|"c56"|"b88"|"c66"|"b84"|"c40"|"c26"|"c44"|"b45"|"c13"|"b35"|"c87"|"c8"|"c59"|"b8"|"c47"|"b82"|"c89"|"c27"|"c83"|"c55"|"b98"|"c60"|"a"|"b63"|"c76"|"c9"|"c96"|"c99"|"c78"|"b10"|"b69"|"b55"|"b30"|"b0"|"b92"|"c75"|"c94"|"c20"|"c14"|"c2"|"b83"|"b61"|"b32"|"c34"|"b2"|"b71"|"c17"|"b5"|"c1"|"c5"|"b52"|"c31"|"c73"|"c65"|"b70"|"c39"|"b26"|"c19"|"c98"|"b19"|"b62"|"c69"|"b86"|"b73"|"b17"|"c22"|"c72"|"b56"|"c62"|"b12"|"b7"|"b75"|"b49"|"c7"|"b74"|"b50"|"b48"|"b94"|"b4"|"b93"|"c35"|"c77"|"c10"|"b36"|"c48"|"b47"|"b72"|"c84"|"b58"|"c28"|"b27"|"c79"|"b51"|"b25"|"b87"|"b59"|"b1"|"c97"|"c51"],PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.xmi
