batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:19:37.557,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-0/7187BAC9.xmi
1,00:19:31.311,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-1/278A6CC0.xmi
2,00:19:29.586,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-2/51A1B8FF.xmi
3,00:19:38.698,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-3/69A37430.xmi
4,00:19:40.472,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-4/403B2883.xmi
5,00:19:45.730,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-5/2D3AAE84.xmi
6,00:19:48.899,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-6/0266E17C.xmi
7,00:19:47.564,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-7/56FB4CD2.xmi
8,02:04:32.805,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-8/5B116FC2.xmi
9,02:05:15.378,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111835-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-100-Members-PAF-size-27-args.mopt-matching-henshin/batch-9/5207A064.xmi
