run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.394,4,60,["b71"|"b90"|"b96"|"c68"|"b65"|"c45"|"b64"|"b32"|"b29"|"b9"|"c90"|"c85"|"c79"|"b74"|"b34"|"b26"|"c47"|"b27"|"b84"|"c18"|"c61"|"c49"|"b7"|"b38"|"c4"|"c14"|"b40"|"c11"|"c16"|"c20"|"b76"|"c88"|"b72"|"b23"|"c66"|"c56"|"c69"|"b0"|"b17"|"b60"|"c72"|"b51"|"b4"|"c29"|"b53"|"b92"|"b10"|"c86"|"c96"|"c52"|"b86"|"b22"|"b91"|"b36"|"b66"|"b31"|"c87"|"b5"|"b2"|"c94"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
1,00:00:00.335,61,68,["c86"|"b70"|"b4"|"b21"|"c23"|"c64"|"b5"|"b96"|"b95"|"b86"|"b30"|"b74"|"b43"|"b76"|"c29"|"c21"|"b84"|"c34"|"b20"|"b49"|"c15"|"b27"|"b38"|"c18"|"b60"|"b68"|"c65"|"c59"|"c32"|"c11"|"b80"|"b16"|"c69"|"c16"|"b82"|"c94"|"b69"|"c78"|"c63"|"b93"|"c38"|"b57"|"c75"|"b58"|"c92"|"b62"|"b17"|"c74"|"b23"|"c31"|"b1"|"c85"|"b31"|"b52"|"b9"|"b3"|"c47"|"b45"|"b0"|"b39"|"b50"|"c1"|"b66"|"c72"|"b22"|"b94"|"c91"|"c49"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
2,00:00:00.261,54,40,["b56"|"b72"|"c2"|"b71"|"c91"|"b34"|"c70"|"b11"|"c57"|"c21"|"b95"|"b42"|"c52"|"c23"|"c42"|"c20"|"b61"|"c69"|"c55"|"c62"|"c47"|"b30"|"b51"|"b13"|"c3"|"c44"|"c41"|"b46"|"b85"|"c50"|"b59"|"c4"|"b93"|"b82"|"b40"|"c27"|"c40"|"b31"|"c96"|"c36"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
3,00:00:02.275,0,193,["c98"|"b43"|"c62"|"c91"|"c92"|"c11"|"c9"|"c35"|"b46"|"c16"|"c38"|"b47"|"c81"|"c43"|"c18"|"c12"|"b33"|"b42"|"b53"|"b69"|"b11"|"c1"|"c89"|"c47"|"c10"|"c29"|"c86"|"b79"|"b35"|"c73"|"b26"|"b56"|"c84"|"b9"|"b65"|"c76"|"c49"|"c97"|"b30"|"c70"|"b66"|"c77"|"b13"|"b32"|"b3"|"b10"|"b75"|"b78"|"c87"|"c34"|"b50"|"b4"|"c83"|"c94"|"b72"|"b44"|"b36"|"c58"|"b55"|"c68"|"b38"|"c51"|"c19"|"c28"|"c4"|"b27"|"b73"|"b99"|"c99"|"b68"|"c74"|"c79"|"b39"|"c37"|"c30"|"b64"|"c75"|"b94"|"c90"|"b71"|"c66"|"b25"|"c52"|"b62"|"c63"|"c65"|"b52"|"b88"|"b7"|"b16"|"b89"|"b14"|"c39"|"c57"|"b19"|"c55"|"b92"|"b18"|"c48"|"c7"|"b81"|"b37"|"b58"|"b87"|"b77"|"c95"|"b70"|"c54"|"c20"|"b57"|"b90"|"b67"|"c15"|"c31"|"c0"|"b8"|"c67"|"b82"|"b49"|"c45"|"c40"|"b48"|"b22"|"b29"|"b84"|"b95"|"c41"|"c14"|"c88"|"c32"|"b96"|"b17"|"b28"|"c22"|"c17"|"b85"|"c93"|"c26"|"c71"|"b59"|"b5"|"c27"|"c33"|"b60"|"c6"|"c61"|"b83"|"b23"|"b12"|"b80"|"b21"|"b0"|"b98"|"c56"|"c78"|"b15"|"c25"|"b97"|"b2"|"c3"|"b93"|"c46"|"b74"|"b63"|"b40"|"c23"|"c82"|"c50"|"c5"|"c85"|"a"|"b91"|"c36"|"b54"|"c64"|"c44"|"c13"|"b86"|"b1"|"c21"|"c24"|"b45"|"b41"|"b61"|"c72"|"c80"|"b20"|"b76"|"b31"|"c96"|"c60"|"c8"|"b6"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
4,00:00:00.307,0,190,["b31"|"c54"|"c69"|"c67"|"b48"|"c24"|"c77"|"c21"|"b26"|"c98"|"b15"|"c91"|"b74"|"c74"|"c93"|"b73"|"c60"|"c70"|"c11"|"b60"|"c99"|"c9"|"c23"|"b67"|"c1"|"b95"|"b79"|"c51"|"b29"|"b16"|"b55"|"b63"|"c13"|"a"|"b11"|"b43"|"c3"|"b69"|"b97"|"b35"|"c72"|"b89"|"c97"|"b51"|"c57"|"c61"|"b25"|"c30"|"b22"|"c34"|"c88"|"b4"|"b66"|"b7"|"b54"|"b12"|"b71"|"c80"|"c40"|"b45"|"c29"|"b1"|"b27"|"b46"|"c46"|"c64"|"b47"|"c56"|"c27"|"b59"|"b83"|"c90"|"c2"|"b80"|"b24"|"c81"|"b20"|"b30"|"c84"|"b6"|"b77"|"b50"|"b56"|"c37"|"c58"|"c7"|"c62"|"b33"|"b98"|"b99"|"b84"|"c0"|"c73"|"b75"|"b57"|"c19"|"b62"|"c41"|"b19"|"c71"|"b64"|"b61"|"c31"|"b32"|"c65"|"c43"|"c15"|"b37"|"c47"|"b49"|"b8"|"c78"|"c44"|"b94"|"b0"|"b81"|"c94"|"c38"|"c85"|"c68"|"c12"|"c17"|"b91"|"b53"|"c83"|"b96"|"c26"|"b68"|"b87"|"b23"|"b78"|"c8"|"c86"|"c39"|"c95"|"c20"|"c32"|"c89"|"c79"|"c22"|"c25"|"b65"|"b76"|"c50"|"c33"|"c49"|"b3"|"c36"|"c16"|"c53"|"b92"|"b82"|"c4"|"c55"|"c18"|"c42"|"b86"|"c92"|"b13"|"b17"|"c28"|"c59"|"c96"|"c10"|"b14"|"c5"|"b42"|"c14"|"b39"|"b36"|"b44"|"b58"|"b38"|"c66"|"b41"|"c76"|"b5"|"c87"|"b52"|"c6"|"c35"|"c82"|"b70"|"b18"|"b2"|"c48"|"c63"|"b9"|"b40"|"b28"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
5,00:00:00.236,59,33,["c46"|"c58"|"b31"|"b65"|"c36"|"b23"|"b10"|"c89"|"c12"|"b25"|"b55"|"b6"|"c42"|"c95"|"c81"|"b60"|"c72"|"b74"|"c4"|"b89"|"c26"|"b46"|"c90"|"b73"|"c39"|"b29"|"b43"|"b16"|"b35"|"c52"|"b47"|"b20"|"b97"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
6,00:00:00.219,51,108,["b41"|"b47"|"c44"|"c72"|"c96"|"b68"|"a"|"b8"|"c57"|"c4"|"b80"|"b30"|"c46"|"c9"|"c8"|"c86"|"b58"|"c65"|"b32"|"c1"|"b11"|"c91"|"c69"|"b21"|"c24"|"c20"|"b63"|"b42"|"c68"|"b29"|"b50"|"c67"|"b73"|"b71"|"b0"|"c58"|"b69"|"c38"|"b83"|"c71"|"b93"|"b84"|"c75"|"c84"|"b23"|"c80"|"c81"|"b49"|"c60"|"c92"|"c18"|"c93"|"b79"|"c97"|"b56"|"c32"|"c35"|"b46"|"b6"|"c15"|"b24"|"c42"|"b15"|"b25"|"c21"|"c5"|"b12"|"b10"|"b39"|"c82"|"b61"|"c50"|"c48"|"b43"|"c90"|"c41"|"c27"|"b75"|"b34"|"b51"|"b4"|"c34"|"c30"|"b14"|"b98"|"c83"|"b28"|"c33"|"b66"|"b18"|"b86"|"c2"|"c79"|"b16"|"c78"|"b85"|"c36"|"c76"|"c13"|"c77"|"b1"|"c10"|"b77"|"c22"|"c70"|"b13"|"c59"|"c62"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
7,00:00:00.187,76,32,["b88"|"b96"|"b86"|"c12"|"c84"|"b13"|"b34"|"b7"|"c11"|"b68"|"c9"|"c78"|"c79"|"b70"|"c33"|"c90"|"c42"|"b73"|"b12"|"b4"|"c70"|"c6"|"b75"|"c3"|"b25"|"c95"|"c71"|"b84"|"c62"|"b2"|"c1"|"b83"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
8,00:00:00.234,16,108,["c87"|"b71"|"c20"|"b55"|"c4"|"b4"|"b67"|"b47"|"b46"|"b12"|"b33"|"a"|"b40"|"c45"|"c82"|"c88"|"b96"|"b29"|"b66"|"b58"|"c93"|"c48"|"c58"|"c96"|"c5"|"b94"|"c24"|"c39"|"c19"|"c15"|"c60"|"c55"|"b60"|"b18"|"b2"|"b26"|"c31"|"b22"|"b74"|"c53"|"b32"|"c8"|"c27"|"c30"|"c62"|"c32"|"c28"|"c84"|"b41"|"b97"|"b7"|"b70"|"c29"|"b89"|"b10"|"b80"|"b63"|"b99"|"b77"|"b69"|"c94"|"c2"|"b78"|"b25"|"c41"|"b83"|"c92"|"b43"|"b24"|"b52"|"c95"|"c34"|"c74"|"c89"|"c86"|"c13"|"c56"|"b50"|"b5"|"b84"|"b81"|"c85"|"b76"|"b6"|"b39"|"b87"|"b3"|"b51"|"c38"|"c47"|"c72"|"c23"|"b34"|"c46"|"b0"|"c22"|"b44"|"c79"|"c70"|"c37"|"c21"|"c63"|"b14"|"c83"|"b57"|"b75"|"b82"|"c3"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
9,00:00:00.225,62,64,["b80"|"c91"|"b49"|"c20"|"b70"|"b61"|"b94"|"c10"|"b48"|"b95"|"b0"|"b3"|"c69"|"c36"|"c1"|"c56"|"c40"|"b59"|"c44"|"b1"|"c41"|"b46"|"b92"|"b99"|"c39"|"b11"|"c90"|"b72"|"b90"|"b50"|"c54"|"c86"|"c5"|"c88"|"c51"|"a"|"c13"|"b56"|"b37"|"b9"|"b16"|"c67"|"c8"|"c29"|"c93"|"b47"|"c42"|"b28"|"c12"|"b15"|"c75"|"b73"|"c99"|"c21"|"b67"|"b62"|"c66"|"b89"|"b65"|"b71"|"b93"|"c33"|"c83"|"c63"],PF-Ladder-201-args-Audience-100-Members-PAF-size-52-args.xmi
