batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:00:36.493,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-0/408B87AA.xmi
1,00:00:27.322,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-1/2D2667BC.xmi
2,00:00:27.487,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-2/779EB730.xmi
3,00:00:27.030,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-3/39ABA2E3.xmi
4,00:00:27.589,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-4/63809FCD.xmi
5,00:00:27.069,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-5/453F7AA9.xmi
6,00:00:27.136,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-6/03E15805.xmi
7,00:00:27.159,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-7/6293C5C9.xmi
8,00:00:27.166,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-8/05590ADE.xmi
9,00:00:27.459,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-181355-c2-argumentation-framework-argmatsat-PF-Cycle-51-args-Audience-2-Members-PAF-size-40-args.mopt-matching-henshin/batch-9/0BD595D8.xmi
