run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.116,0,27,["c85"|"b90"|"c40"|"c60"|"c9"|"c12"|"b88"|"c43"|"b58"|"b8"|"c83"|"c36"|"c93"|"b48"|"b70"|"c59"|"c5"|"b36"|"b73"|"c98"|"b81"|"b42"|"b4"|"b31"|"c15"|"b41"|"c14"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
1,00:00:00.051,0,52,["c95"|"b70"|"c58"|"b2"|"b92"|"b23"|"c54"|"b53"|"c63"|"c18"|"b50"|"b43"|"c19"|"c71"|"c86"|"b4"|"c25"|"c36"|"b65"|"b10"|"b21"|"b22"|"c14"|"c35"|"b88"|"b93"|"c84"|"b51"|"c51"|"b89"|"b27"|"b24"|"b72"|"c92"|"b63"|"c82"|"b85"|"b66"|"b12"|"c93"|"c42"|"b18"|"c30"|"c72"|"c68"|"b86"|"b52"|"b1"|"c1"|"b39"|"c21"|"b83"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
2,00:00:00.048,0,75,["b62"|"b10"|"b26"|"c15"|"b86"|"c43"|"c53"|"c55"|"b56"|"c57"|"c78"|"c71"|"c36"|"b73"|"c50"|"b6"|"c96"|"b57"|"c73"|"b15"|"c65"|"b11"|"b77"|"b99"|"b58"|"b24"|"c54"|"b90"|"c30"|"c11"|"b33"|"c32"|"b63"|"c92"|"c89"|"c8"|"c20"|"b18"|"b16"|"c52"|"c12"|"b2"|"b44"|"b91"|"c7"|"c88"|"b42"|"c97"|"c39"|"c21"|"b66"|"c80"|"c84"|"b43"|"b22"|"b54"|"c83"|"b46"|"b7"|"b80"|"c37"|"b74"|"b68"|"c76"|"b31"|"c44"|"b85"|"b88"|"b59"|"c5"|"b75"|"c70"|"c49"|"c77"|"c63"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
3,00:00:00.058,0,153,["b8"|"c11"|"c10"|"b70"|"b96"|"c12"|"c17"|"c72"|"c59"|"b0"|"b47"|"c42"|"c5"|"c24"|"b80"|"c77"|"c69"|"b94"|"c14"|"b93"|"a"|"c32"|"b3"|"b52"|"b95"|"c35"|"b85"|"c50"|"c67"|"b91"|"c28"|"c99"|"c34"|"c13"|"b34"|"b4"|"c36"|"c90"|"c62"|"c56"|"b13"|"c43"|"b98"|"c16"|"b22"|"b67"|"c46"|"b6"|"b31"|"c33"|"b84"|"b68"|"b64"|"c64"|"c27"|"c95"|"b21"|"c1"|"b83"|"c83"|"c85"|"b14"|"b37"|"c18"|"b53"|"b66"|"b2"|"b50"|"b86"|"b90"|"b44"|"c66"|"c38"|"b97"|"b49"|"b71"|"b32"|"b28"|"b26"|"b43"|"c97"|"b75"|"b51"|"b16"|"b15"|"c89"|"b54"|"b77"|"c80"|"b88"|"b36"|"b89"|"c31"|"c60"|"c86"|"b12"|"b7"|"b87"|"b40"|"b11"|"b18"|"c93"|"c23"|"c41"|"c53"|"b78"|"b56"|"b45"|"c22"|"b30"|"c47"|"b33"|"b27"|"b59"|"b99"|"b24"|"c2"|"b81"|"c63"|"b61"|"c70"|"b92"|"c9"|"b72"|"c48"|"b39"|"c76"|"c44"|"b82"|"b69"|"c98"|"b42"|"c87"|"c91"|"c15"|"c49"|"c73"|"b65"|"b63"|"c79"|"b19"|"b74"|"b20"|"b41"|"c29"|"c58"|"c3"|"c20"|"c82"|"b48"|"c26"|"c25"|"c57"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
4,00:00:00.055,0,43,["b31"|"c77"|"c29"|"c54"|"b66"|"b94"|"b26"|"b0"|"b91"|"b82"|"b12"|"c74"|"b80"|"c44"|"b49"|"c37"|"c40"|"c26"|"c56"|"b18"|"c67"|"c38"|"c10"|"c34"|"b43"|"c7"|"c83"|"b73"|"b28"|"c41"|"c73"|"b24"|"b85"|"b74"|"c6"|"c1"|"c93"|"b93"|"b6"|"b19"|"b8"|"c24"|"b90"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
5,00:00:00.044,0,150,["b97"|"b33"|"c14"|"c39"|"b12"|"b9"|"c81"|"c48"|"c96"|"c37"|"c88"|"b69"|"b5"|"c29"|"c57"|"b17"|"b29"|"c95"|"b58"|"b86"|"c0"|"c97"|"b7"|"c4"|"b45"|"c45"|"b1"|"b68"|"b64"|"b22"|"b47"|"c26"|"b74"|"c49"|"b6"|"b8"|"b46"|"b39"|"b75"|"c7"|"b27"|"b19"|"b43"|"c90"|"c11"|"b96"|"c35"|"c61"|"b41"|"c21"|"b26"|"b66"|"b28"|"b81"|"c84"|"c94"|"b76"|"c40"|"c3"|"c22"|"b72"|"b59"|"b21"|"b89"|"b94"|"c54"|"c93"|"b54"|"b85"|"c89"|"c47"|"b99"|"b24"|"c24"|"c80"|"c8"|"b82"|"c86"|"c77"|"b38"|"c6"|"b90"|"c30"|"c38"|"b51"|"c78"|"b20"|"b93"|"c13"|"b56"|"c68"|"c15"|"c46"|"c2"|"b91"|"c34"|"c53"|"c5"|"b98"|"c64"|"c76"|"b61"|"c19"|"c75"|"b25"|"c27"|"c98"|"c44"|"c67"|"c20"|"c74"|"b4"|"b15"|"c16"|"b48"|"b49"|"b95"|"b57"|"b92"|"b3"|"b88"|"c85"|"b23"|"b87"|"c1"|"c87"|"a"|"c60"|"c51"|"c66"|"b67"|"c63"|"c62"|"c32"|"c73"|"c43"|"b16"|"c79"|"c99"|"c55"|"c17"|"b10"|"b62"|"c83"|"c65"|"b80"|"b60"|"c28"|"b53"|"c33"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
6,00:00:00.042,0,147,["c4"|"c1"|"c65"|"c78"|"c25"|"b59"|"c64"|"b36"|"b50"|"b6"|"b60"|"c31"|"c58"|"b13"|"b86"|"c32"|"b14"|"c94"|"c13"|"b10"|"c68"|"b42"|"c10"|"c48"|"c9"|"b7"|"b22"|"c22"|"b8"|"c38"|"c84"|"b71"|"b15"|"b2"|"c56"|"c88"|"c79"|"c86"|"c11"|"c97"|"b46"|"b17"|"b90"|"c6"|"b92"|"c90"|"b54"|"b61"|"c46"|"b39"|"b12"|"b64"|"b20"|"b21"|"c24"|"c75"|"b25"|"b70"|"b95"|"b5"|"c36"|"c14"|"b88"|"b97"|"c47"|"b40"|"b4"|"c34"|"b47"|"b57"|"b91"|"c40"|"c26"|"b65"|"b80"|"b96"|"c19"|"b67"|"b31"|"c83"|"c51"|"c44"|"c28"|"c39"|"b35"|"c71"|"b72"|"c89"|"b62"|"c43"|"c60"|"b75"|"b43"|"c66"|"c2"|"b0"|"c35"|"c5"|"c18"|"c27"|"c73"|"b3"|"b29"|"c85"|"c16"|"c74"|"c37"|"c59"|"c99"|"b45"|"c12"|"b16"|"c80"|"b38"|"c15"|"c96"|"b99"|"b18"|"b68"|"c93"|"c62"|"c42"|"b30"|"b53"|"b26"|"b44"|"c63"|"b94"|"b87"|"b58"|"a"|"b33"|"b49"|"c67"|"c52"|"b98"|"b1"|"c95"|"b19"|"b78"|"b48"|"c54"|"b77"|"b9"|"c49"|"c23"|"c92"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
7,00:00:00.036,0,39,["b1"|"b16"|"b31"|"c81"|"c22"|"b54"|"b29"|"b46"|"b23"|"b83"|"b6"|"c35"|"b85"|"b72"|"c58"|"c68"|"c80"|"b12"|"b98"|"b60"|"c2"|"b51"|"c46"|"b45"|"c96"|"c73"|"b90"|"c76"|"c23"|"c5"|"c15"|"b89"|"b4"|"b79"|"c39"|"c20"|"b81"|"c60"|"b67"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
8,00:00:00.034,0,53,["b18"|"c33"|"b47"|"c12"|"b89"|"c60"|"b77"|"c70"|"b55"|"b2"|"b88"|"b87"|"b13"|"c13"|"c72"|"c4"|"c86"|"b85"|"c71"|"b91"|"b37"|"c96"|"c91"|"c77"|"c66"|"c32"|"b21"|"b11"|"c6"|"c9"|"c90"|"c11"|"c80"|"c22"|"b1"|"c0"|"b68"|"c82"|"c3"|"b86"|"c57"|"b3"|"c23"|"c35"|"b73"|"c14"|"c16"|"a"|"c85"|"b64"|"c20"|"b70"|"c64"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
9,00:00:00.037,0,67,["c40"|"b8"|"a"|"c21"|"c22"|"c64"|"b27"|"b39"|"b36"|"b70"|"c42"|"c69"|"c39"|"c20"|"c55"|"b25"|"c97"|"c6"|"b69"|"c43"|"b66"|"c58"|"c37"|"c9"|"b99"|"c90"|"b0"|"b90"|"c63"|"b51"|"c77"|"c66"|"c23"|"c70"|"c0"|"b31"|"b28"|"b94"|"c98"|"c38"|"b83"|"b20"|"c10"|"b4"|"c61"|"b2"|"b58"|"c81"|"b59"|"b41"|"b54"|"c78"|"c73"|"b11"|"b96"|"b12"|"c57"|"b77"|"c26"|"c53"|"b67"|"b53"|"c99"|"c27"|"c45"|"c8"|"c44"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
10,00:00:00.049,0,127,["b4"|"c38"|"c10"|"c27"|"c56"|"b22"|"b68"|"b25"|"b72"|"c20"|"c71"|"c53"|"b0"|"b65"|"b43"|"c76"|"c11"|"c89"|"c67"|"c16"|"b87"|"c99"|"b16"|"b50"|"b9"|"c58"|"b96"|"b21"|"c13"|"c64"|"c62"|"c80"|"c79"|"c5"|"c87"|"c40"|"c52"|"c66"|"b32"|"c92"|"c60"|"c3"|"c46"|"b5"|"b38"|"c15"|"c1"|"b1"|"b99"|"b61"|"c48"|"c6"|"b27"|"c30"|"b45"|"c75"|"c78"|"b37"|"c19"|"c24"|"b29"|"b20"|"c21"|"b93"|"b51"|"c82"|"c86"|"c45"|"c55"|"c96"|"b97"|"b8"|"b80"|"b92"|"c50"|"c39"|"c23"|"b24"|"b28"|"b41"|"b48"|"c94"|"c73"|"b13"|"b47"|"b17"|"c98"|"c95"|"c91"|"b57"|"b15"|"b82"|"c74"|"b81"|"b74"|"b23"|"c35"|"c68"|"b77"|"c34"|"c9"|"b94"|"b39"|"c61"|"c59"|"b55"|"b19"|"c54"|"b71"|"b49"|"b46"|"b76"|"b90"|"b60"|"b34"|"b89"|"c97"|"c65"|"b26"|"c42"|"c63"|"b58"|"c28"|"b84"|"b31"|"b66"|"b95"],PF-Cycle-201-args-Audience-10-Members-PAF-size-102-args.xmi
