batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:00:18.611,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-0/528F8F8B.xmi
1,00:00:11.843,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-1/4CE7BB84.xmi
2,00:00:11.099,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-2/17C539D2.xmi
3,00:00:10.999,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-3/3EC31E1E.xmi
4,00:00:10.954,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-4/06630EDB.xmi
5,00:00:11.000,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-5/63210996.xmi
6,00:00:11.044,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-6/00E2F57C.xmi
7,00:00:10.965,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-7/24DBD6EA.xmi
8,00:00:11.003,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-8/1A28079D.xmi
9,00:00:11.088,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111244-c1-argumentation-framework-argmatsat-PF-Tree-12-args-Audience-1-Members-PAF-size-10-args.mopt-matching-henshin/batch-9/36896D65.xmi
