run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.033,0,29,["c4"|"b19"|"c2"|"c1"|"b15"|"b21"|"b24"|"c10"|"b7"|"c8"|"c23"|"b20"|"b12"|"c16"|"c19"|"c22"|"c13"|"b2"|"b0"|"b6"|"c15"|"b5"|"c7"|"b23"|"c0"|"c21"|"b22"|"c6"|"c11"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
1,00:00:00.004,0,42,["b14"|"c0"|"c15"|"c24"|"b3"|"c3"|"b9"|"c23"|"c18"|"b7"|"a"|"b15"|"c9"|"c4"|"c16"|"c20"|"c21"|"b24"|"c8"|"b20"|"c13"|"c7"|"b22"|"b2"|"c5"|"c6"|"c11"|"b16"|"c2"|"b19"|"b6"|"b0"|"b17"|"b11"|"b12"|"c22"|"c12"|"c19"|"b8"|"c1"|"b10"|"b5"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
2,00:00:00.003,1,32,["c18"|"b12"|"b2"|"b20"|"b18"|"b23"|"c23"|"c10"|"b3"|"b24"|"c20"|"b4"|"b9"|"b21"|"c12"|"b10"|"b15"|"b1"|"c14"|"c9"|"c2"|"c6"|"c15"|"c1"|"c4"|"c13"|"c24"|"c22"|"c7"|"c16"|"b14"|"c3"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
3,00:00:00.002,1,0,[],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
4,00:00:00.003,0,48,["c22"|"c8"|"b13"|"b21"|"c5"|"c19"|"c15"|"b18"|"c0"|"b5"|"c12"|"c7"|"c24"|"b2"|"c1"|"c2"|"b6"|"c4"|"b10"|"b3"|"c21"|"a"|"c6"|"c11"|"c20"|"c17"|"b4"|"b22"|"c14"|"b17"|"b8"|"b12"|"b20"|"b16"|"c23"|"c9"|"c3"|"b24"|"c13"|"b19"|"b15"|"b9"|"c10"|"b14"|"b23"|"c18"|"b11"|"b0"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
5,00:00:00.003,0,43,["b1"|"c8"|"c2"|"b24"|"c17"|"c9"|"b10"|"b11"|"c5"|"b6"|"c18"|"b19"|"a"|"b8"|"c0"|"c24"|"b16"|"c21"|"b22"|"b23"|"c15"|"c13"|"b0"|"c3"|"b7"|"b14"|"b18"|"b3"|"c16"|"b17"|"b12"|"b2"|"b15"|"b5"|"c11"|"b9"|"c20"|"b21"|"c23"|"c7"|"c14"|"c22"|"c6"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
6,00:00:00.003,0,30,["c8"|"c12"|"c3"|"b3"|"c6"|"c13"|"b6"|"c11"|"c9"|"c19"|"c10"|"c0"|"c23"|"c15"|"b17"|"c22"|"b1"|"b20"|"c7"|"b4"|"c2"|"b11"|"b10"|"b7"|"c20"|"b9"|"c1"|"b0"|"c5"|"a"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
7,00:00:00.003,1,6,["b1"|"b16"|"c10"|"b19"|"b4"|"c21"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
8,00:00:00.003,0,31,["b14"|"c21"|"b13"|"b8"|"b19"|"c22"|"c23"|"c11"|"b20"|"b15"|"c13"|"c20"|"b11"|"b17"|"c7"|"b10"|"c12"|"b12"|"b23"|"c6"|"c2"|"b21"|"c17"|"b9"|"c9"|"b2"|"c18"|"b3"|"b4"|"b0"|"c5"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
9,00:00:00.002,1,15,["c5"|"c24"|"b12"|"c16"|"b2"|"c22"|"b1"|"c15"|"b4"|"b7"|"b8"|"b16"|"b15"|"b6"|"b14"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
10,00:00:00.003,0,21,["c2"|"b0"|"b19"|"c22"|"c0"|"c17"|"b2"|"b10"|"c23"|"b11"|"c13"|"b7"|"c6"|"a"|"b18"|"c1"|"c5"|"b14"|"b15"|"b24"|"c18"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
11,00:00:00.002,0,14,["b5"|"b10"|"b22"|"c21"|"c1"|"c9"|"c15"|"c0"|"b8"|"b2"|"c11"|"c4"|"c8"|"b0"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
12,00:00:00.004,0,42,["c13"|"b7"|"c3"|"b16"|"c4"|"b24"|"c18"|"a"|"c20"|"b21"|"c8"|"c11"|"c7"|"b0"|"b14"|"c14"|"c12"|"b11"|"c1"|"c2"|"c24"|"c15"|"c19"|"b12"|"c16"|"c22"|"b15"|"b8"|"c23"|"b17"|"b1"|"c17"|"c10"|"b10"|"c9"|"c5"|"b20"|"b18"|"c0"|"b9"|"c21"|"c6"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
13,00:00:00.003,0,47,["c17"|"b23"|"b14"|"b15"|"c24"|"b11"|"c22"|"c21"|"b18"|"b19"|"b22"|"b3"|"c5"|"c19"|"b2"|"c10"|"c9"|"b21"|"c8"|"b4"|"c20"|"b7"|"a"|"c11"|"b8"|"c23"|"c0"|"b16"|"c1"|"b13"|"c14"|"c6"|"b0"|"c15"|"b10"|"c4"|"c12"|"b6"|"c2"|"b20"|"b24"|"c18"|"c13"|"b9"|"b17"|"c16"|"c3"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
14,00:00:00.003,1,14,["c15"|"b22"|"c8"|"c19"|"b14"|"b11"|"b1"|"c10"|"c22"|"b17"|"b16"|"b18"|"c11"|"b19"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
15,00:00:00.003,0,45,["c8"|"b22"|"b13"|"c2"|"c23"|"b8"|"b6"|"b0"|"b18"|"c5"|"c13"|"c24"|"c21"|"c6"|"b3"|"c3"|"b9"|"b23"|"c11"|"b4"|"b7"|"c17"|"b24"|"b20"|"c18"|"c15"|"c16"|"b21"|"c4"|"c9"|"c10"|"b2"|"b15"|"a"|"b12"|"c0"|"c7"|"c14"|"b1"|"b5"|"b14"|"c19"|"c22"|"c12"|"c1"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
16,00:00:00.003,0,42,["c17"|"c4"|"b10"|"b0"|"c21"|"c10"|"b2"|"b22"|"b23"|"b18"|"c11"|"b24"|"c16"|"c9"|"c5"|"c13"|"b7"|"b20"|"b12"|"c20"|"b1"|"b6"|"c18"|"c23"|"b21"|"b11"|"b16"|"c8"|"b19"|"c14"|"a"|"c6"|"b8"|"c2"|"b13"|"c7"|"b5"|"b14"|"c15"|"c1"|"c22"|"b9"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
17,00:00:00.003,0,41,["c4"|"b24"|"c21"|"c15"|"b22"|"b7"|"b23"|"c7"|"c22"|"c13"|"c11"|"b20"|"b12"|"b15"|"a"|"b8"|"b2"|"b14"|"b10"|"b16"|"c8"|"c17"|"c0"|"b13"|"c16"|"c6"|"b18"|"c12"|"b9"|"c1"|"b17"|"b4"|"c19"|"b5"|"b0"|"b1"|"c3"|"c14"|"b11"|"c5"|"b6"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
18,00:00:00.003,1,40,["c8"|"c11"|"c21"|"b14"|"c5"|"b9"|"c6"|"c20"|"b6"|"b3"|"c14"|"c13"|"c12"|"b20"|"b10"|"b23"|"c23"|"b1"|"c15"|"c24"|"b19"|"c2"|"b7"|"c3"|"c10"|"b22"|"c4"|"b17"|"c16"|"c19"|"b15"|"c22"|"c1"|"b18"|"b4"|"b12"|"a"|"c18"|"b2"|"b8"],PF-Ladder-51-args-Audience-1-Members-PAF-size-14-args.xmi
