run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.298,49,2,["a77"|"a88"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
1,00:00:00.288,0,95,["a95"|"a93"|"a22"|"a89"|"a99"|"a28"|"a82"|"a3"|"a36"|"a17"|"a57"|"a12"|"a84"|"a39"|"a1"|"a68"|"a86"|"a18"|"a78"|"a77"|"a2"|"a100"|"a58"|"a88"|"a34"|"a49"|"a55"|"a37"|"a51"|"a66"|"a32"|"a31"|"a43"|"a79"|"a70"|"a52"|"a73"|"a24"|"a26"|"a81"|"a5"|"a50"|"a29"|"a83"|"a67"|"a41"|"a48"|"a75"|"a35"|"a45"|"a27"|"a98"|"a97"|"a19"|"a71"|"a85"|"a92"|"a74"|"a80"|"a60"|"a76"|"a10"|"a7"|"a64"|"a87"|"a15"|"a13"|"a16"|"a63"|"a53"|"a21"|"a8"|"a94"|"a23"|"a65"|"a4"|"a20"|"a"|"a101"|"a14"|"a47"|"a42"|"a44"|"a11"|"a91"|"a6"|"a59"|"a96"|"a46"|"a56"|"a62"|"a9"|"a25"|"a54"|"a90"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
2,00:00:00.216,0,99,["a11"|"a101"|"a29"|"a93"|"a71"|"a79"|"a56"|"a97"|"a10"|"a39"|"a23"|"a3"|"a5"|"a2"|"a34"|"a78"|"a50"|"a51"|"a63"|"a85"|"a66"|"a49"|"a67"|"a8"|"a68"|"a84"|"a45"|"a37"|"a75"|"a32"|"a33"|"a65"|"a98"|"a82"|"a53"|"a89"|"a4"|"a16"|"a81"|"a31"|"a24"|"a94"|"a46"|"a6"|"a92"|"a36"|"a43"|"a15"|"a17"|"a41"|"a42"|"a61"|"a87"|"a70"|"a7"|"a54"|"a19"|"a21"|"a28"|"a35"|"a47"|"a69"|"a12"|"a80"|"a22"|"a48"|"a77"|"a59"|"a14"|"a26"|"a62"|"a73"|"a9"|"a44"|"a30"|"a40"|"a18"|"a27"|"a"|"a99"|"a64"|"a55"|"a72"|"a90"|"a76"|"a13"|"a95"|"a74"|"a52"|"a57"|"a83"|"a58"|"a91"|"a100"|"a38"|"a88"|"a1"|"a20"|"a25"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
3,00:00:02.698,0,76,["a67"|"a29"|"a79"|"a15"|"a94"|"a82"|"a95"|"a26"|"a35"|"a10"|"a76"|"a84"|"a66"|"a6"|"a2"|"a23"|"a42"|"a17"|"a49"|"a101"|"a34"|"a20"|"a64"|"a50"|"a9"|"a91"|"a73"|"a69"|"a36"|"a16"|"a4"|"a28"|"a3"|"a97"|"a52"|"a72"|"a99"|"a22"|"a98"|"a1"|"a63"|"a51"|"a37"|"a56"|"a47"|"a18"|"a54"|"a25"|"a89"|"a24"|"a86"|"a80"|"a88"|"a31"|"a65"|"a13"|"a41"|"a8"|"a61"|"a59"|"a43"|"a83"|"a40"|"a96"|"a75"|"a39"|"a33"|"a53"|"a44"|"a60"|"a57"|"a32"|"a7"|"a"|"a78"|"a74"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
4,00:00:00.225,54,8,["a50"|"a40"|"a20"|"a79"|"a28"|"a87"|"a57"|"a52"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
5,00:00:00.215,49,28,["a"|"a65"|"a21"|"a41"|"a101"|"a98"|"a53"|"a30"|"a66"|"a20"|"a97"|"a71"|"a25"|"a19"|"a94"|"a23"|"a15"|"a81"|"a96"|"a9"|"a56"|"a59"|"a95"|"a91"|"a80"|"a77"|"a46"|"a11"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
6,00:00:00.242,0,85,["a38"|"a18"|"a52"|"a45"|"a66"|"a3"|"a58"|"a16"|"a77"|"a89"|"a2"|"a27"|"a76"|"a"|"a86"|"a23"|"a64"|"a67"|"a101"|"a36"|"a53"|"a95"|"a82"|"a85"|"a8"|"a100"|"a92"|"a25"|"a60"|"a83"|"a9"|"a17"|"a19"|"a49"|"a88"|"a13"|"a48"|"a42"|"a81"|"a1"|"a61"|"a10"|"a24"|"a41"|"a33"|"a30"|"a6"|"a39"|"a35"|"a21"|"a28"|"a56"|"a55"|"a93"|"a5"|"a74"|"a80"|"a87"|"a63"|"a51"|"a84"|"a34"|"a57"|"a44"|"a29"|"a68"|"a11"|"a43"|"a97"|"a14"|"a26"|"a15"|"a78"|"a20"|"a91"|"a90"|"a47"|"a32"|"a12"|"a71"|"a94"|"a72"|"a31"|"a65"|"a96"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
7,00:00:00.249,0,96,["a85"|"a42"|"a77"|"a47"|"a70"|"a8"|"a60"|"a56"|"a87"|"a20"|"a28"|"a52"|"a73"|"a43"|"a50"|"a96"|"a2"|"a95"|"a57"|"a21"|"a55"|"a48"|"a53"|"a14"|"a91"|"a1"|"a12"|"a45"|"a25"|"a76"|"a11"|"a94"|"a"|"a33"|"a5"|"a62"|"a97"|"a31"|"a16"|"a39"|"a79"|"a64"|"a99"|"a75"|"a51"|"a88"|"a69"|"a78"|"a37"|"a40"|"a6"|"a7"|"a4"|"a13"|"a58"|"a27"|"a3"|"a83"|"a34"|"a59"|"a35"|"a101"|"a9"|"a44"|"a23"|"a46"|"a54"|"a89"|"a80"|"a29"|"a10"|"a61"|"a30"|"a93"|"a90"|"a100"|"a72"|"a18"|"a63"|"a71"|"a65"|"a26"|"a17"|"a66"|"a86"|"a68"|"a22"|"a67"|"a32"|"a19"|"a15"|"a49"|"a74"|"a41"|"a98"|"a81"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
8,00:00:00.164,47,8,["a52"|"a49"|"a57"|"a66"|"a96"|"a2"|"a42"|"a3"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
9,00:00:00.198,0,98,["a95"|"a80"|"a39"|"a43"|"a75"|"a32"|"a101"|"a60"|"a97"|"a90"|"a92"|"a52"|"a76"|"a34"|"a59"|"a65"|"a50"|"a54"|"a16"|"a66"|"a1"|"a56"|"a45"|"a91"|"a4"|"a25"|"a98"|"a58"|"a86"|"a79"|"a88"|"a42"|"a99"|"a71"|"a31"|"a17"|"a12"|"a5"|"a37"|"a81"|"a18"|"a46"|"a19"|"a78"|"a2"|"a27"|"a62"|"a64"|"a48"|"a"|"a63"|"a26"|"a89"|"a85"|"a6"|"a9"|"a93"|"a61"|"a21"|"a38"|"a49"|"a100"|"a30"|"a41"|"a87"|"a70"|"a15"|"a68"|"a74"|"a13"|"a96"|"a20"|"a53"|"a77"|"a35"|"a8"|"a69"|"a23"|"a28"|"a11"|"a29"|"a84"|"a47"|"a40"|"a55"|"a3"|"a72"|"a82"|"a44"|"a94"|"a10"|"a67"|"a73"|"a7"|"a83"|"a14"|"a33"|"a36"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
10,00:00:00.177,53,6,["a66"|"a18"|"a2"|"a56"|"a19"|"a87"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
11,00:00:00.181,52,7,["a46"|"a92"|"a81"|"a69"|"a77"|"a1"|"a25"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
12,00:00:00.195,59,29,["a52"|"a26"|"a20"|"a45"|"a69"|"a88"|"a63"|"a91"|"a56"|"a27"|"a86"|"a48"|"a18"|"a84"|"a96"|"a79"|"a80"|"a"|"a65"|"a25"|"a10"|"a54"|"a75"|"a77"|"a42"|"a24"|"a2"|"a73"|"a55"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
13,00:00:00.181,0,101,["a38"|"a44"|"a42"|"a90"|"a36"|"a39"|"a86"|"a100"|"a37"|"a84"|"a31"|"a6"|"a77"|"a15"|"a66"|"a63"|"a98"|"a41"|"a23"|"a82"|"a65"|"a12"|"a19"|"a52"|"a87"|"a3"|"a11"|"a94"|"a62"|"a"|"a40"|"a5"|"a28"|"a88"|"a71"|"a34"|"a27"|"a78"|"a60"|"a29"|"a72"|"a4"|"a75"|"a80"|"a74"|"a7"|"a67"|"a69"|"a35"|"a43"|"a81"|"a99"|"a10"|"a55"|"a22"|"a46"|"a47"|"a26"|"a85"|"a83"|"a59"|"a25"|"a33"|"a48"|"a32"|"a92"|"a58"|"a61"|"a54"|"a57"|"a64"|"a97"|"a56"|"a45"|"a49"|"a17"|"a21"|"a8"|"a70"|"a91"|"a95"|"a9"|"a89"|"a16"|"a101"|"a93"|"a20"|"a24"|"a96"|"a50"|"a51"|"a1"|"a79"|"a18"|"a68"|"a53"|"a2"|"a30"|"a76"|"a13"|"a73"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
14,00:00:00.182,53,2,["a35"|"a53"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
15,00:00:00.172,46,16,["a84"|"a49"|"a59"|"a74"|"a57"|"a2"|"a65"|"a94"|"a39"|"a51"|"a36"|"a89"|"a18"|"a52"|"a47"|"a38"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
16,00:00:00.169,57,5,["a98"|"a67"|"a12"|"a89"|"a20"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
17,00:00:00.206,45,46,["a5"|"a12"|"a47"|"a24"|"a65"|"a97"|"a78"|"a53"|"a1"|"a49"|"a70"|"a68"|"a73"|"a96"|"a52"|"a66"|"a101"|"a17"|"a39"|"a60"|"a77"|"a"|"a32"|"a4"|"a67"|"a81"|"a82"|"a86"|"a35"|"a98"|"a28"|"a100"|"a30"|"a18"|"a40"|"a50"|"a99"|"a57"|"a93"|"a44"|"a71"|"a23"|"a15"|"a87"|"a2"|"a56"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
18,00:00:00.183,0,93,["a90"|"a85"|"a50"|"a87"|"a93"|"a84"|"a28"|"a34"|"a39"|"a25"|"a58"|"a19"|"a62"|"a60"|"a37"|"a10"|"a27"|"a43"|"a53"|"a96"|"a29"|"a79"|"a8"|"a77"|"a14"|"a94"|"a71"|"a67"|"a97"|"a74"|"a32"|"a36"|"a75"|"a6"|"a"|"a26"|"a17"|"a55"|"a88"|"a68"|"a69"|"a45"|"a9"|"a5"|"a20"|"a48"|"a46"|"a80"|"a101"|"a11"|"a83"|"a65"|"a100"|"a81"|"a51"|"a95"|"a40"|"a86"|"a66"|"a72"|"a18"|"a16"|"a59"|"a42"|"a47"|"a57"|"a30"|"a22"|"a99"|"a49"|"a82"|"a64"|"a78"|"a4"|"a1"|"a7"|"a41"|"a12"|"a98"|"a23"|"a44"|"a63"|"a24"|"a73"|"a21"|"a33"|"a76"|"a15"|"a38"|"a70"|"a31"|"a13"|"a3"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
19,00:00:00.185,36,68,["a43"|"a8"|"a19"|"a52"|"a6"|"a56"|"a1"|"a14"|"a101"|"a62"|"a27"|"a66"|"a97"|"a9"|"a40"|"a53"|"a61"|"a28"|"a7"|"a59"|"a92"|"a94"|"a38"|"a93"|"a95"|"a41"|"a3"|"a33"|"a46"|"a70"|"a96"|"a23"|"a24"|"a4"|"a20"|"a58"|"a69"|"a51"|"a89"|"a39"|"a81"|"a79"|"a2"|"a45"|"a75"|"a55"|"a83"|"a91"|"a86"|"a5"|"a11"|"a16"|"a67"|"a48"|"a76"|"a13"|"a47"|"a44"|"a25"|"a82"|"a54"|"a37"|"a49"|"a31"|"a64"|"a71"|"a87"|"a15"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
20,00:00:00.167,36,24,["a14"|"a75"|"a30"|"a51"|"a32"|"a62"|"a18"|"a13"|"a95"|"a5"|"a29"|"a1"|"a60"|"a27"|"a82"|"a50"|"a35"|"a6"|"a73"|"a34"|"a36"|"a25"|"a26"|"a"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
21,00:00:00.188,8,23,["a98"|"a12"|"a52"|"a79"|"a49"|"a99"|"a97"|"a53"|"a5"|"a8"|"a15"|"a30"|"a81"|"a35"|"a33"|"a25"|"a9"|"a19"|"a40"|"a34"|"a74"|"a55"|"a21"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
22,00:00:00.183,55,64,["a49"|"a50"|"a58"|"a63"|"a70"|"a21"|"a77"|"a10"|"a72"|"a95"|"a19"|"a74"|"a41"|"a64"|"a40"|"a16"|"a53"|"a7"|"a32"|"a20"|"a86"|"a82"|"a8"|"a84"|"a75"|"a28"|"a35"|"a89"|"a18"|"a66"|"a23"|"a39"|"a11"|"a17"|"a68"|"a61"|"a3"|"a54"|"a25"|"a46"|"a98"|"a55"|"a94"|"a88"|"a34"|"a81"|"a96"|"a33"|"a57"|"a85"|"a26"|"a99"|"a14"|"a101"|"a87"|"a83"|"a90"|"a36"|"a100"|"a47"|"a52"|"a65"|"a97"|"a"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
23,00:00:00.159,54,34,["a93"|"a101"|"a97"|"a46"|"a65"|"a96"|"a77"|"a36"|"a24"|"a20"|"a48"|"a86"|"a70"|"a57"|"a72"|"a80"|"a26"|"a91"|"a51"|"a39"|"a17"|"a10"|"a29"|"a56"|"a95"|"a27"|"a1"|"a82"|"a73"|"a18"|"a33"|"a2"|"a69"|"a64"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
24,00:00:00.175,20,62,["a87"|"a77"|"a50"|"a39"|"a83"|"a76"|"a27"|"a33"|"a81"|"a58"|"a99"|"a46"|"a"|"a18"|"a67"|"a97"|"a8"|"a84"|"a16"|"a13"|"a55"|"a42"|"a4"|"a5"|"a6"|"a35"|"a22"|"a63"|"a61"|"a79"|"a11"|"a54"|"a101"|"a38"|"a31"|"a21"|"a19"|"a91"|"a36"|"a40"|"a94"|"a57"|"a53"|"a9"|"a24"|"a49"|"a66"|"a17"|"a10"|"a14"|"a60"|"a15"|"a37"|"a71"|"a7"|"a68"|"a47"|"a96"|"a32"|"a20"|"a56"|"a72"],PF-Tree-102-args-Audience-100-Members-PAF-size-52-args.xmi
