batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:38:29.894,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-0/4D654825.xmi
1,00:38:17.613,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-1/24BC6768.xmi
2,00:38:32.509,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-2/6EE5F79F.xmi
3,00:38:49.656,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-3/0AA8BB13.xmi
4,00:38:41.997,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-4/5F17D947.xmi
5,00:38:51.188,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-5/5EA1B5B0.xmi
6,00:38:57.386,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-6/13C7DD5E.xmi
7,00:38:57.611,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-7/49FEC8E9.xmi
8,00:39:00.046,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-8/4295BE42.xmi
9,00:38:27.433,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160135-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-100-Members-PAF-size-102-args.mopt-matching-henshin/batch-9/5C10988E.xmi
