run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:02.918,9,113,["a155"|"a174"|"a163"|"a8"|"a32"|"a80"|"a187"|"a140"|"a13"|"a47"|"a30"|"a29"|"a42"|"a157"|"a171"|"a164"|"a156"|"a11"|"a1"|"a53"|"a79"|"a111"|"a28"|"a38"|"a107"|"a198"|"a33"|"a123"|"a192"|"a46"|"a188"|"a55"|"a14"|"a62"|"a59"|"a139"|"a105"|"a36"|"a195"|"a25"|"a44"|"a92"|"a34"|"a94"|"a144"|"a137"|"a160"|"a167"|"a27"|"a45"|"a148"|"a31"|"a56"|"a72"|"a176"|"a48"|"a136"|"a10"|"a201"|"a170"|"a"|"a134"|"a106"|"a159"|"a196"|"a172"|"a43"|"a87"|"a71"|"a151"|"a183"|"a99"|"a138"|"a199"|"a54"|"a190"|"a127"|"a162"|"a98"|"a119"|"a35"|"a58"|"a200"|"a83"|"a149"|"a175"|"a122"|"a146"|"a116"|"a142"|"a49"|"a100"|"a191"|"a154"|"a180"|"a143"|"a193"|"a9"|"a57"|"a114"|"a16"|"a108"|"a166"|"a15"|"a104"|"a39"|"a73"|"a186"|"a126"|"a21"|"a184"|"a120"|"a117"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
1,00:00:00.276,0,187,["a79"|"a141"|"a68"|"a153"|"a16"|"a171"|"a100"|"a154"|"a46"|"a123"|"a2"|"a97"|"a21"|"a26"|"a94"|"a108"|"a3"|"a163"|"a36"|"a86"|"a120"|"a76"|"a197"|"a91"|"a143"|"a45"|"a42"|"a135"|"a57"|"a158"|"a161"|"a33"|"a191"|"a18"|"a25"|"a85"|"a65"|"a27"|"a183"|"a31"|"a99"|"a49"|"a13"|"a188"|"a7"|"a126"|"a127"|"a"|"a29"|"a109"|"a162"|"a198"|"a19"|"a115"|"a89"|"a181"|"a52"|"a107"|"a140"|"a77"|"a81"|"a73"|"a22"|"a117"|"a12"|"a95"|"a53"|"a47"|"a172"|"a145"|"a83"|"a82"|"a62"|"a48"|"a10"|"a136"|"a23"|"a15"|"a113"|"a43"|"a177"|"a166"|"a144"|"a54"|"a133"|"a125"|"a139"|"a174"|"a189"|"a69"|"a111"|"a71"|"a164"|"a44"|"a59"|"a118"|"a129"|"a74"|"a122"|"a190"|"a51"|"a32"|"a9"|"a75"|"a110"|"a35"|"a103"|"a186"|"a175"|"a17"|"a101"|"a112"|"a4"|"a151"|"a30"|"a170"|"a92"|"a39"|"a78"|"a60"|"a104"|"a149"|"a40"|"a146"|"a200"|"a184"|"a128"|"a55"|"a157"|"a28"|"a116"|"a173"|"a167"|"a106"|"a132"|"a6"|"a134"|"a142"|"a169"|"a121"|"a102"|"a58"|"a98"|"a155"|"a119"|"a87"|"a64"|"a152"|"a138"|"a178"|"a147"|"a14"|"a201"|"a194"|"a66"|"a137"|"a20"|"a196"|"a56"|"a50"|"a176"|"a168"|"a150"|"a93"|"a165"|"a8"|"a88"|"a84"|"a34"|"a5"|"a199"|"a11"|"a193"|"a195"|"a130"|"a192"|"a67"|"a80"|"a70"|"a159"|"a61"|"a37"|"a156"|"a96"|"a131"|"a105"|"a148"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
2,00:00:00.278,7,35,["a137"|"a91"|"a86"|"a184"|"a30"|"a116"|"a108"|"a36"|"a39"|"a20"|"a159"|"a198"|"a93"|"a189"|"a51"|"a124"|"a79"|"a168"|"a4"|"a126"|"a94"|"a182"|"a171"|"a35"|"a2"|"a173"|"a46"|"a29"|"a195"|"a166"|"a152"|"a186"|"a26"|"a141"|"a70"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
3,00:00:00.295,0,122,["a7"|"a189"|"a183"|"a72"|"a53"|"a49"|"a167"|"a193"|"a76"|"a68"|"a157"|"a91"|"a20"|"a85"|"a9"|"a99"|"a8"|"a31"|"a195"|"a64"|"a128"|"a120"|"a146"|"a28"|"a75"|"a180"|"a143"|"a103"|"a110"|"a130"|"a114"|"a50"|"a61"|"a135"|"a40"|"a98"|"a134"|"a185"|"a78"|"a"|"a11"|"a70"|"a47"|"a100"|"a5"|"a201"|"a54"|"a82"|"a174"|"a121"|"a170"|"a104"|"a25"|"a126"|"a81"|"a194"|"a17"|"a80"|"a132"|"a87"|"a57"|"a158"|"a186"|"a122"|"a190"|"a148"|"a26"|"a2"|"a16"|"a131"|"a59"|"a38"|"a23"|"a117"|"a37"|"a71"|"a199"|"a140"|"a156"|"a127"|"a198"|"a15"|"a176"|"a60"|"a153"|"a172"|"a48"|"a90"|"a30"|"a116"|"a196"|"a73"|"a138"|"a168"|"a77"|"a155"|"a6"|"a32"|"a83"|"a45"|"a108"|"a147"|"a184"|"a137"|"a58"|"a165"|"a164"|"a159"|"a136"|"a34"|"a166"|"a101"|"a177"|"a12"|"a63"|"a113"|"a44"|"a178"|"a123"|"a52"|"a51"|"a22"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
4,00:00:00.273,6,81,["a163"|"a52"|"a15"|"a42"|"a197"|"a192"|"a14"|"a49"|"a75"|"a186"|"a187"|"a181"|"a19"|"a20"|"a29"|"a93"|"a112"|"a12"|"a86"|"a99"|"a157"|"a87"|"a153"|"a147"|"a191"|"a126"|"a139"|"a119"|"a43"|"a158"|"a22"|"a48"|"a96"|"a160"|"a7"|"a47"|"a122"|"a162"|"a136"|"a68"|"a101"|"a185"|"a53"|"a33"|"a116"|"a106"|"a2"|"a72"|"a164"|"a92"|"a198"|"a26"|"a36"|"a129"|"a44"|"a51"|"a63"|"a91"|"a104"|"a201"|"a155"|"a194"|"a133"|"a152"|"a54"|"a66"|"a39"|"a59"|"a144"|"a154"|"a57"|"a121"|"a46"|"a132"|"a195"|"a85"|"a128"|"a84"|"a184"|"a165"|"a25"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
5,00:00:00.276,0,179,["a174"|"a126"|"a11"|"a114"|"a1"|"a172"|"a88"|"a145"|"a193"|"a27"|"a2"|"a40"|"a103"|"a159"|"a93"|"a14"|"a157"|"a28"|"a25"|"a7"|"a47"|"a125"|"a92"|"a132"|"a76"|"a179"|"a61"|"a151"|"a89"|"a165"|"a104"|"a55"|"a85"|"a110"|"a4"|"a52"|"a105"|"a148"|"a168"|"a195"|"a164"|"a128"|"a199"|"a169"|"a123"|"a141"|"a171"|"a116"|"a13"|"a190"|"a83"|"a32"|"a6"|"a162"|"a51"|"a43"|"a181"|"a183"|"a98"|"a121"|"a106"|"a112"|"a79"|"a124"|"a54"|"a86"|"a158"|"a90"|"a161"|"a115"|"a182"|"a163"|"a64"|"a97"|"a192"|"a46"|"a186"|"a176"|"a5"|"a60"|"a53"|"a108"|"a80"|"a49"|"a166"|"a68"|"a29"|"a44"|"a74"|"a37"|"a134"|"a91"|"a45"|"a102"|"a150"|"a12"|"a167"|"a201"|"a99"|"a77"|"a196"|"a15"|"a107"|"a94"|"a81"|"a35"|"a78"|"a140"|"a118"|"a31"|"a120"|"a180"|"a200"|"a72"|"a160"|"a147"|"a67"|"a149"|"a111"|"a138"|"a59"|"a146"|"a117"|"a38"|"a17"|"a109"|"a142"|"a33"|"a42"|"a66"|"a154"|"a8"|"a96"|"a50"|"a26"|"a175"|"a197"|"a36"|"a65"|"a133"|"a84"|"a198"|"a23"|"a41"|"a3"|"a58"|"a113"|"a155"|"a185"|"a135"|"a101"|"a70"|"a119"|"a187"|"a69"|"a144"|"a177"|"a22"|"a63"|"a131"|"a75"|"a73"|"a153"|"a188"|"a122"|"a34"|"a19"|"a87"|"a137"|"a143"|"a156"|"a18"|"a10"|"a194"|"a30"|"a24"|"a191"|"a139"|"a16"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
6,00:00:00.238,7,69,["a12"|"a158"|"a137"|"a185"|"a180"|"a198"|"a46"|"a77"|"a112"|"a164"|"a87"|"a41"|"a8"|"a170"|"a85"|"a1"|"a2"|"a184"|"a200"|"a35"|"a109"|"a34"|"a117"|"a93"|"a13"|"a60"|"a127"|"a29"|"a7"|"a152"|"a82"|"a133"|"a118"|"a199"|"a95"|"a166"|"a107"|"a116"|"a165"|"a59"|"a131"|"a62"|"a156"|"a84"|"a56"|"a88"|"a141"|"a76"|"a25"|"a14"|"a64"|"a186"|"a17"|"a119"|"a195"|"a197"|"a5"|"a19"|"a97"|"a194"|"a10"|"a23"|"a32"|"a92"|"a155"|"a139"|"a182"|"a178"|"a154"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
7,00:00:00.240,0,172,["a83"|"a28"|"a22"|"a129"|"a120"|"a9"|"a193"|"a135"|"a98"|"a63"|"a39"|"a180"|"a12"|"a81"|"a46"|"a34"|"a79"|"a134"|"a3"|"a181"|"a70"|"a64"|"a55"|"a36"|"a13"|"a11"|"a50"|"a116"|"a118"|"a188"|"a127"|"a122"|"a158"|"a119"|"a110"|"a65"|"a176"|"a26"|"a201"|"a191"|"a59"|"a4"|"a48"|"a144"|"a41"|"a47"|"a90"|"a126"|"a31"|"a25"|"a109"|"a117"|"a85"|"a133"|"a16"|"a27"|"a173"|"a194"|"a1"|"a156"|"a146"|"a92"|"a111"|"a86"|"a58"|"a2"|"a143"|"a197"|"a20"|"a199"|"a184"|"a103"|"a138"|"a78"|"a5"|"a124"|"a183"|"a74"|"a102"|"a189"|"a100"|"a149"|"a172"|"a8"|"a33"|"a177"|"a53"|"a112"|"a186"|"a140"|"a35"|"a99"|"a62"|"a165"|"a131"|"a195"|"a171"|"a147"|"a29"|"a32"|"a170"|"a24"|"a145"|"a185"|"a7"|"a159"|"a151"|"a80"|"a68"|"a121"|"a160"|"a150"|"a94"|"a161"|"a178"|"a61"|"a113"|"a82"|"a60"|"a88"|"a89"|"a40"|"a155"|"a142"|"a49"|"a17"|"a162"|"a106"|"a192"|"a54"|"a15"|"a77"|"a101"|"a157"|"a104"|"a"|"a187"|"a152"|"a169"|"a105"|"a67"|"a141"|"a45"|"a174"|"a166"|"a137"|"a43"|"a153"|"a14"|"a148"|"a72"|"a10"|"a21"|"a93"|"a57"|"a167"|"a107"|"a132"|"a196"|"a168"|"a30"|"a66"|"a190"|"a19"|"a87"|"a198"|"a91"|"a115"|"a73"|"a175"|"a71"|"a179"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
8,00:00:00.206,7,136,["a58"|"a121"|"a63"|"a115"|"a114"|"a136"|"a161"|"a131"|"a21"|"a81"|"a24"|"a50"|"a82"|"a64"|"a108"|"a112"|"a61"|"a201"|"a193"|"a150"|"a10"|"a110"|"a77"|"a72"|"a189"|"a166"|"a32"|"a107"|"a163"|"a149"|"a134"|"a140"|"a195"|"a167"|"a19"|"a3"|"a122"|"a39"|"a71"|"a83"|"a15"|"a179"|"a43"|"a14"|"a62"|"a123"|"a152"|"a54"|"a176"|"a53"|"a168"|"a98"|"a117"|"a130"|"a69"|"a2"|"a57"|"a33"|"a67"|"a170"|"a178"|"a18"|"a36"|"a190"|"a158"|"a154"|"a34"|"a75"|"a68"|"a11"|"a100"|"a55"|"a88"|"a156"|"a196"|"a194"|"a186"|"a49"|"a129"|"a200"|"a76"|"a160"|"a135"|"a113"|"a126"|"a171"|"a127"|"a5"|"a90"|"a44"|"a4"|"a169"|"a59"|"a8"|"a35"|"a165"|"a6"|"a192"|"a51"|"a87"|"a22"|"a198"|"a120"|"a101"|"a38"|"a94"|"a26"|"a188"|"a132"|"a159"|"a183"|"a46"|"a175"|"a86"|"a45"|"a"|"a143"|"a184"|"a9"|"a137"|"a197"|"a66"|"a144"|"a125"|"a23"|"a7"|"a99"|"a20"|"a139"|"a95"|"a25"|"a93"|"a1"|"a56"|"a177"|"a96"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
9,00:00:00.225,0,152,["a114"|"a65"|"a180"|"a85"|"a70"|"a8"|"a108"|"a167"|"a19"|"a102"|"a164"|"a55"|"a16"|"a94"|"a41"|"a76"|"a123"|"a44"|"a9"|"a115"|"a69"|"a155"|"a116"|"a97"|"a80"|"a71"|"a140"|"a20"|"a163"|"a28"|"a150"|"a195"|"a90"|"a39"|"a64"|"a168"|"a52"|"a124"|"a66"|"a142"|"a96"|"a154"|"a63"|"a13"|"a100"|"a54"|"a170"|"a56"|"a101"|"a178"|"a68"|"a117"|"a182"|"a5"|"a17"|"a136"|"a152"|"a135"|"a177"|"a192"|"a175"|"a187"|"a31"|"a103"|"a77"|"a188"|"a193"|"a99"|"a122"|"a189"|"a47"|"a162"|"a58"|"a75"|"a83"|"a105"|"a197"|"a104"|"a3"|"a151"|"a146"|"a84"|"a139"|"a126"|"a98"|"a157"|"a2"|"a179"|"a144"|"a14"|"a11"|"a149"|"a93"|"a112"|"a59"|"a67"|"a143"|"a62"|"a137"|"a198"|"a184"|"a72"|"a95"|"a194"|"a22"|"a35"|"a129"|"a201"|"a6"|"a200"|"a166"|"a91"|"a118"|"a186"|"a73"|"a89"|"a147"|"a23"|"a81"|"a106"|"a4"|"a26"|"a49"|"a82"|"a181"|"a37"|"a18"|"a21"|"a171"|"a27"|"a42"|"a141"|"a190"|"a53"|"a74"|"a12"|"a148"|"a30"|"a92"|"a50"|"a128"|"a173"|"a107"|"a109"|"a127"|"a48"|"a172"|"a138"|"a34"|"a185"|"a38"|"a110"],PF-Tree-202-args-Audience-100-Members-PAF-size-153-args.xmi
