batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:10:27.995,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-0/23F72D88.xmi
1,00:10:04.764,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-1/53926E52.xmi
2,00:10:04.134,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-2/16F6048E.xmi
3,00:10:04.843,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-3/2D2597C1.xmi
4,00:10:05.323,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-4/0FC3A3B2.xmi
5,00:10:08.010,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-5/5E88F3A9.xmi
6,00:10:08.107,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-6/6DE65E10.xmi
7,00:10:08.012,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-7/2E700D9F.xmi
8,00:10:09.144,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-8/7DDAF5C5.xmi
9,00:10:11.308,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160134-c1-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-50-Members-PAF-size-27-args.mopt-matching-henshin/batch-9/6477C60D.xmi
