batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:02:10.621,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-0/1E0A864D.xmi
1,00:02:04.869,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-1/0F1F7DA2.xmi
2,00:02:03.737,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-2/4E321BBC.xmi
3,00:02:03.588,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-3/6617FA3A.xmi
4,00:02:03.140,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-4/28BB6F0E.xmi
5,00:02:03.070,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-5/1FB4E55A.xmi
6,00:02:03.952,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-6/0353E9ED.xmi
7,00:02:03.187,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-7/355814B7.xmi
8,00:02:03.522,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-8/1ABC7551.xmi
9,00:02:03.688,-2.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-172151-c1-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-9/03B92682.xmi
