run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.060,0,9,["b16"|"c10"|"b8"|"c3"|"c12"|"c18"|"c5"|"c6"|"b0"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
1,00:00:00.015,0,50,["c12"|"c24"|"b16"|"c9"|"c21"|"a"|"c8"|"c5"|"b24"|"b21"|"b11"|"c19"|"c17"|"c23"|"c1"|"c14"|"b23"|"b18"|"c16"|"b17"|"b7"|"b3"|"b20"|"b15"|"c11"|"b1"|"b19"|"b13"|"c10"|"c20"|"c3"|"b2"|"b22"|"c7"|"c13"|"b12"|"c6"|"b6"|"b8"|"b14"|"c0"|"c18"|"c4"|"b0"|"c15"|"b9"|"b5"|"b4"|"b10"|"c2"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
2,00:00:00.015,0,19,["b10"|"c4"|"c17"|"c9"|"b6"|"c2"|"b11"|"b12"|"b22"|"c14"|"c5"|"c12"|"b18"|"b19"|"b24"|"b9"|"c16"|"b8"|"b20"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
3,00:00:00.018,0,0,[],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
4,00:00:00.017,0,39,["c4"|"b21"|"b3"|"c5"|"c10"|"c8"|"b22"|"c6"|"b17"|"c14"|"c16"|"c23"|"c2"|"b20"|"b8"|"c21"|"c18"|"b13"|"b4"|"b15"|"c11"|"b1"|"c19"|"b14"|"b6"|"c7"|"b7"|"b24"|"b12"|"c15"|"c17"|"c9"|"c1"|"b10"|"b5"|"c24"|"c20"|"b23"|"a"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
5,00:00:00.012,0,7,["c4"|"c15"|"b22"|"c14"|"b5"|"b3"|"c8"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
6,00:00:00.013,0,17,["a"|"b13"|"b0"|"c5"|"c8"|"b3"|"c16"|"c22"|"c9"|"b14"|"c6"|"b9"|"b7"|"c12"|"b1"|"c23"|"c20"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
7,00:00:00.013,0,27,["c9"|"c3"|"b15"|"c0"|"b9"|"b7"|"b18"|"c5"|"b11"|"c17"|"b0"|"b14"|"b2"|"c12"|"c11"|"b20"|"b3"|"c22"|"b24"|"c1"|"c14"|"c16"|"c7"|"c10"|"c19"|"c15"|"c8"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
8,00:00:00.013,0,26,["c5"|"b4"|"b3"|"b21"|"c6"|"c22"|"b15"|"b22"|"c23"|"b10"|"b12"|"c12"|"c3"|"c18"|"b20"|"b9"|"b19"|"c0"|"a"|"b1"|"c20"|"c21"|"b16"|"b2"|"c11"|"b5"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
9,00:00:00.013,0,47,["c20"|"c1"|"b20"|"b8"|"c19"|"c4"|"c8"|"b0"|"b23"|"c17"|"c13"|"b7"|"b22"|"c21"|"c15"|"c16"|"b17"|"b16"|"b11"|"c11"|"a"|"c24"|"b6"|"b21"|"b4"|"c12"|"b19"|"c7"|"b14"|"b12"|"b1"|"c18"|"b10"|"b2"|"c22"|"c10"|"b15"|"c5"|"c0"|"b5"|"b24"|"c9"|"b18"|"b3"|"c14"|"c2"|"c23"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
10,00:00:00.024,0,43,["b23"|"b0"|"c1"|"c21"|"b21"|"b9"|"c6"|"b2"|"b3"|"c24"|"c7"|"c18"|"c13"|"c16"|"c15"|"b1"|"a"|"c4"|"b17"|"b10"|"c17"|"b5"|"b8"|"c23"|"c0"|"b19"|"b6"|"b15"|"c19"|"c20"|"b16"|"c3"|"c9"|"b14"|"c10"|"b4"|"c12"|"b24"|"c14"|"b18"|"c22"|"b13"|"c11"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
11,00:00:00.013,0,7,["c1"|"b2"|"b3"|"b24"|"c22"|"b21"|"b18"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
12,00:00:00.012,0,20,["b5"|"c12"|"c9"|"b24"|"b10"|"c15"|"c1"|"b4"|"b3"|"c6"|"b8"|"b1"|"a"|"c19"|"c17"|"c14"|"c13"|"b2"|"c2"|"b22"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
13,00:00:00.010,0,19,["b13"|"b11"|"c19"|"c5"|"c4"|"b12"|"b17"|"b15"|"b19"|"b6"|"c22"|"b18"|"c7"|"b14"|"b2"|"b22"|"c11"|"c8"|"c15"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
14,00:00:00.009,0,24,["b5"|"a"|"c0"|"c19"|"c11"|"b22"|"c15"|"b24"|"b13"|"b1"|"c24"|"b7"|"b8"|"b12"|"b21"|"b19"|"c5"|"b3"|"c21"|"b10"|"b11"|"c20"|"c16"|"c13"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
15,00:00:00.009,0,40,["b8"|"c16"|"c12"|"b7"|"b17"|"c6"|"c4"|"a"|"c0"|"c17"|"c11"|"b15"|"c10"|"c18"|"c24"|"b18"|"b24"|"c2"|"b20"|"b19"|"b9"|"b1"|"c9"|"b6"|"b13"|"b3"|"c21"|"b2"|"b22"|"b12"|"b0"|"c3"|"b4"|"b23"|"c22"|"c23"|"b5"|"c19"|"c15"|"c7"],PF-Ladder-51-args-Audience-5-Members-PAF-size-40-args.xmi
