run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.094,0,41,["b33"|"b43"|"b26"|"b20"|"b10"|"c49"|"c39"|"c44"|"b47"|"c27"|"b44"|"c15"|"c32"|"c0"|"c40"|"b38"|"b17"|"b18"|"c7"|"b41"|"b23"|"b1"|"b8"|"b37"|"c43"|"b14"|"b16"|"c13"|"b9"|"c46"|"b21"|"b34"|"c29"|"b19"|"c12"|"b25"|"b13"|"b45"|"c42"|"c9"|"b11"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
1,00:00:00.041,0,24,["b41"|"c29"|"b5"|"c38"|"c0"|"c33"|"b24"|"c10"|"c35"|"c49"|"b49"|"c41"|"c2"|"b14"|"c5"|"b46"|"b33"|"c39"|"b26"|"b30"|"b40"|"b28"|"b39"|"c37"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
2,00:00:00.034,0,78,["c41"|"c47"|"b31"|"b22"|"b17"|"b29"|"c21"|"c29"|"b34"|"c20"|"b43"|"b35"|"b7"|"b45"|"c14"|"b42"|"a"|"c25"|"c15"|"c42"|"c37"|"b11"|"c22"|"b6"|"c43"|"b47"|"c33"|"c3"|"b9"|"b48"|"b46"|"c35"|"c11"|"c17"|"b41"|"c2"|"c28"|"c4"|"b37"|"b0"|"c7"|"b19"|"b15"|"b49"|"b25"|"b38"|"b10"|"c27"|"b1"|"c23"|"c40"|"b33"|"c45"|"b16"|"b18"|"b13"|"b21"|"c1"|"c39"|"c44"|"c16"|"b32"|"b20"|"c48"|"c0"|"c26"|"c30"|"b3"|"b44"|"c24"|"b26"|"c38"|"c10"|"b39"|"c49"|"b2"|"b24"|"c32"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
3,00:00:00.051,0,99,["c11"|"c38"|"c34"|"b8"|"b24"|"b44"|"b33"|"b2"|"c41"|"b15"|"b4"|"b21"|"c37"|"c33"|"c16"|"b43"|"c0"|"b37"|"c14"|"b20"|"b16"|"c20"|"c24"|"c42"|"c2"|"b12"|"c4"|"c46"|"c27"|"b1"|"c23"|"c21"|"b0"|"c8"|"b26"|"b25"|"c40"|"c39"|"c45"|"b7"|"b17"|"c19"|"b38"|"c15"|"b10"|"b39"|"c7"|"c47"|"b6"|"b19"|"b22"|"c6"|"b42"|"b9"|"c29"|"b11"|"c5"|"c48"|"c9"|"a"|"c26"|"b35"|"c36"|"c49"|"c17"|"c25"|"b27"|"b30"|"b40"|"c1"|"c10"|"c32"|"b13"|"b14"|"b32"|"b45"|"c3"|"c35"|"b29"|"b46"|"c13"|"b5"|"c12"|"c43"|"c31"|"b34"|"b36"|"b47"|"b31"|"c30"|"b28"|"c22"|"b48"|"c28"|"b23"|"b41"|"c44"|"b3"|"b18"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
4,00:00:00.026,0,82,["b20"|"b27"|"b34"|"c30"|"b41"|"b32"|"b26"|"b8"|"c47"|"b14"|"b48"|"c40"|"b37"|"b4"|"b25"|"c21"|"c9"|"c43"|"b45"|"c41"|"b49"|"b30"|"c34"|"b15"|"c13"|"c28"|"c3"|"b11"|"c26"|"c14"|"c27"|"c35"|"b24"|"c29"|"b13"|"c7"|"b2"|"c19"|"b38"|"b46"|"c12"|"c4"|"c1"|"b19"|"b0"|"b44"|"b12"|"b18"|"c17"|"b3"|"c44"|"b29"|"c39"|"b9"|"c0"|"c46"|"b40"|"c11"|"b10"|"b22"|"c32"|"b43"|"b17"|"b47"|"c45"|"c25"|"c22"|"c18"|"b21"|"b1"|"b31"|"c16"|"b33"|"c38"|"c2"|"b36"|"c23"|"b42"|"c8"|"b5"|"c20"|"b35"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
5,00:00:00.033,0,92,["c7"|"b20"|"b18"|"b22"|"b31"|"c26"|"c43"|"b19"|"b41"|"c1"|"c17"|"c49"|"c6"|"c29"|"c11"|"c2"|"c15"|"c40"|"b43"|"b37"|"c34"|"b36"|"b11"|"c35"|"b30"|"b34"|"c12"|"b49"|"b7"|"c19"|"b46"|"b8"|"c14"|"b47"|"b3"|"a"|"b13"|"b23"|"c18"|"c22"|"b42"|"b39"|"c24"|"b10"|"b33"|"c46"|"c30"|"b24"|"c20"|"c47"|"b9"|"b40"|"c28"|"c48"|"b28"|"c25"|"c16"|"c0"|"b14"|"b21"|"b17"|"b6"|"c41"|"b5"|"b32"|"b45"|"b26"|"b25"|"c9"|"b48"|"b12"|"c39"|"b29"|"c33"|"b2"|"b16"|"c38"|"b44"|"b35"|"c31"|"b0"|"b38"|"c37"|"c13"|"b15"|"b4"|"c4"|"c42"|"c32"|"c10"|"c27"|"c3"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
6,00:00:00.031,0,83,["b16"|"b45"|"c43"|"c22"|"c46"|"c11"|"b26"|"c45"|"b49"|"b31"|"b0"|"b20"|"b34"|"b32"|"c7"|"b46"|"b33"|"c14"|"b25"|"c48"|"c25"|"c26"|"c23"|"b40"|"b19"|"b41"|"b2"|"b30"|"b18"|"b39"|"b37"|"b4"|"c4"|"b15"|"c18"|"b36"|"a"|"c8"|"c21"|"c0"|"b5"|"b3"|"b42"|"c13"|"b35"|"c31"|"b47"|"c39"|"c24"|"c49"|"c10"|"c27"|"c28"|"b17"|"c1"|"c6"|"b11"|"c47"|"b24"|"b13"|"c9"|"b44"|"c17"|"b14"|"c32"|"b6"|"b22"|"b29"|"b43"|"b12"|"c36"|"b28"|"c2"|"b1"|"b27"|"b10"|"c35"|"b38"|"c34"|"b48"|"c12"|"c44"|"b23"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
7,00:00:00.027,0,32,["b6"|"b43"|"b28"|"b24"|"b8"|"b17"|"c0"|"c40"|"b23"|"b9"|"c36"|"b47"|"c44"|"b39"|"b49"|"b10"|"b0"|"b34"|"b25"|"b41"|"c6"|"c47"|"c13"|"c31"|"b32"|"c37"|"b7"|"b16"|"c26"|"b44"|"c30"|"c7"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
8,00:00:00.029,0,72,["c20"|"c13"|"b26"|"c38"|"c6"|"b27"|"c37"|"b45"|"b9"|"c23"|"c40"|"c19"|"b44"|"b7"|"b35"|"b47"|"c22"|"b41"|"b3"|"c39"|"c31"|"b29"|"c36"|"c17"|"c41"|"c35"|"b42"|"b14"|"c26"|"b11"|"b6"|"c3"|"c21"|"b22"|"a"|"c33"|"b4"|"b0"|"c11"|"c32"|"c47"|"c2"|"b30"|"c48"|"c49"|"c28"|"c46"|"b36"|"b1"|"b40"|"b13"|"c43"|"c4"|"c34"|"c0"|"b8"|"b46"|"c45"|"c18"|"c14"|"c7"|"b38"|"b39"|"c16"|"c10"|"b16"|"c42"|"b31"|"b24"|"b12"|"c1"|"b20"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
9,00:00:00.023,0,6,["c19"|"b41"|"b6"|"c6"|"c38"|"b40"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
10,00:00:00.031,0,96,["c5"|"b13"|"c26"|"b10"|"b12"|"b25"|"b14"|"b33"|"b38"|"c23"|"b8"|"c35"|"b11"|"b31"|"c28"|"c30"|"b17"|"c12"|"c32"|"b6"|"b43"|"b35"|"b34"|"b7"|"b40"|"a"|"b16"|"c25"|"b26"|"c18"|"c8"|"b29"|"b23"|"c14"|"c17"|"c16"|"c21"|"c29"|"b49"|"c45"|"b22"|"c34"|"c39"|"c9"|"c36"|"c11"|"b24"|"c15"|"c47"|"c6"|"b37"|"b21"|"b18"|"b47"|"b20"|"c20"|"b19"|"c42"|"c37"|"c13"|"b3"|"b45"|"c19"|"c3"|"c41"|"c33"|"c31"|"c7"|"b32"|"c27"|"c43"|"c44"|"b1"|"b0"|"c10"|"c0"|"b5"|"b15"|"c40"|"b9"|"b36"|"b44"|"b48"|"b41"|"c38"|"c46"|"c22"|"b30"|"b46"|"b28"|"c48"|"c4"|"c1"|"c49"|"b27"|"b2"],PF-Cycle-101-args-Audience-10-Members-PAF-size-27-args.xmi
