run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.033,1,7,["c2"|"a"|"c4"|"b3"|"b2"|"c3"|"b4"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
1,00:00:00.005,0,2,["b3"|"c2"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
2,00:00:00.002,0,9,["b2"|"a"|"b1"|"c1"|"b0"|"c0"|"b3"|"c2"|"c3"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
3,00:00:00.002,1,3,["c3"|"c4"|"b4"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
4,00:00:00.001,0,7,["b0"|"b2"|"c0"|"b4"|"c1"|"c2"|"a"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
5,00:00:00.001,0,10,["c2"|"b2"|"c4"|"b1"|"c1"|"b0"|"b4"|"a"|"c3"|"c0"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
6,00:00:00.002,0,10,["c0"|"b2"|"b3"|"c4"|"c2"|"c1"|"b0"|"b4"|"b1"|"c3"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
7,00:00:00.002,0,9,["c3"|"b4"|"c2"|"c0"|"b3"|"c4"|"a"|"b0"|"b2"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
8,00:00:00.001,0,0,[],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
9,00:00:00.002,0,5,["b3"|"b1"|"c1"|"a"|"c2"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
10,00:00:00.001,0,10,["c0"|"c3"|"b4"|"a"|"b2"|"b1"|"c4"|"c2"|"b0"|"c1"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
11,00:00:00.002,0,4,["c3"|"b1"|"b0"|"a"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
12,00:00:00.002,0,0,[],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
13,00:00:00.002,0,5,["b3"|"b0"|"c3"|"a"|"b4"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
14,00:00:00.002,0,6,["c0"|"c4"|"c2"|"b0"|"c1"|"b3"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
15,00:00:00.003,0,6,["a"|"b4"|"c2"|"b0"|"c4"|"b2"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
16,00:00:00.001,1,7,["b1"|"b3"|"c3"|"c4"|"b2"|"c0"|"b4"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
17,00:00:00.001,0,3,["c2"|"c1"|"b4"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
18,00:00:00.001,0,2,["b3"|"a"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
19,00:00:00.001,0,7,["c1"|"b0"|"b3"|"c4"|"a"|"c2"|"c0"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
20,00:00:00.002,0,7,["b1"|"b4"|"c4"|"b3"|"c1"|"a"|"c3"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
21,00:00:00.001,0,4,["b0"|"c4"|"b1"|"c3"],PF-Ladder-11-args-Audience-1-Members-PAF-size-4-args.xmi
