run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.030,0,41,["c11"|"b16"|"b4"|"b0"|"c1"|"b19"|"b18"|"b17"|"b11"|"c4"|"b15"|"b9"|"b6"|"c9"|"b3"|"b13"|"c7"|"c2"|"b1"|"c3"|"c10"|"c5"|"b12"|"c23"|"c8"|"c13"|"c15"|"b20"|"b23"|"b14"|"c12"|"c19"|"b10"|"b24"|"c24"|"c18"|"c14"|"c17"|"c0"|"c22"|"c16"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
1,00:00:00.004,0,33,["c21"|"b20"|"c1"|"b13"|"c11"|"b3"|"c23"|"c9"|"b9"|"c14"|"c20"|"c4"|"b15"|"c0"|"b11"|"c17"|"b17"|"b23"|"c12"|"c13"|"c5"|"b1"|"a"|"c2"|"c16"|"b5"|"b4"|"c7"|"b7"|"c19"|"c24"|"b8"|"c15"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
2,00:00:00.003,0,20,["b17"|"b5"|"c6"|"b4"|"b18"|"b21"|"c10"|"b6"|"c7"|"c8"|"b8"|"c5"|"c3"|"b10"|"c4"|"b2"|"c1"|"b24"|"c17"|"b23"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
3,00:00:00.003,1,0,[],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
4,00:00:00.003,1,19,["c11"|"c2"|"c5"|"b17"|"b4"|"b3"|"b12"|"b5"|"c9"|"c19"|"c22"|"b7"|"b22"|"b13"|"c18"|"b6"|"c8"|"c10"|"b19"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
5,00:00:00.003,1,30,["b24"|"b18"|"b15"|"b7"|"c22"|"b2"|"b23"|"c10"|"b11"|"c16"|"c21"|"c20"|"b19"|"c12"|"b22"|"b3"|"b10"|"c2"|"c5"|"c7"|"b8"|"c15"|"c1"|"b17"|"c3"|"c17"|"b6"|"c24"|"b9"|"b0"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
6,00:00:00.003,0,18,["b19"|"b6"|"b20"|"c22"|"c17"|"c18"|"b7"|"b0"|"c12"|"c15"|"b4"|"c14"|"b22"|"c23"|"c0"|"c10"|"c24"|"b3"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
7,00:00:00.003,0,42,["c2"|"c8"|"b16"|"b24"|"b9"|"c4"|"b19"|"b10"|"b15"|"c18"|"c20"|"c9"|"b21"|"c22"|"b12"|"c14"|"c21"|"b6"|"c7"|"c11"|"c1"|"b2"|"c23"|"b0"|"c5"|"b1"|"b23"|"b14"|"c6"|"b8"|"c19"|"b4"|"c0"|"c12"|"b22"|"b7"|"c24"|"b18"|"c10"|"b13"|"c13"|"a"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
8,00:00:00.003,1,8,["c5"|"b15"|"b17"|"c23"|"c4"|"c21"|"b12"|"c7"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
9,00:00:00.003,0,37,["b4"|"b11"|"b24"|"c23"|"c9"|"c4"|"b18"|"c13"|"b15"|"c3"|"b10"|"c12"|"b9"|"b0"|"c20"|"b13"|"c14"|"b8"|"b20"|"c17"|"c22"|"c2"|"b19"|"b5"|"b16"|"a"|"b2"|"c16"|"c10"|"b12"|"b22"|"c1"|"b1"|"b3"|"c11"|"c5"|"c7"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
10,00:00:00.003,0,16,["c20"|"c17"|"c0"|"c2"|"b9"|"c21"|"c13"|"b24"|"b5"|"b19"|"c10"|"b4"|"b8"|"c6"|"b6"|"c5"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
11,00:00:00.003,0,22,["b18"|"c8"|"b8"|"b9"|"c20"|"c6"|"b17"|"c15"|"c19"|"c9"|"b3"|"b23"|"a"|"b5"|"b7"|"c0"|"b2"|"b15"|"b12"|"c22"|"c12"|"b22"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
12,00:00:00.003,0,39,["b3"|"c21"|"b5"|"b12"|"b23"|"c13"|"c7"|"b9"|"b6"|"c23"|"b24"|"b18"|"b22"|"c9"|"b19"|"c17"|"b21"|"b15"|"c11"|"b4"|"c15"|"c6"|"b13"|"b20"|"c3"|"b10"|"c4"|"b14"|"c19"|"c14"|"c18"|"a"|"c0"|"b2"|"c16"|"b11"|"c10"|"b1"|"c8"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
13,00:00:00.003,0,29,["c16"|"c18"|"c4"|"c1"|"b23"|"c19"|"b16"|"b9"|"c13"|"c22"|"b15"|"c20"|"b4"|"c5"|"c2"|"c14"|"c9"|"c24"|"c15"|"b8"|"b6"|"c11"|"b14"|"c17"|"b2"|"b21"|"c7"|"c8"|"b24"],PF-Ladder-51-args-Audience-1-Members-PAF-size-27-args.xmi
