run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:02.196,7,47,["b88"|"b62"|"b31"|"c22"|"c95"|"b92"|"c50"|"b78"|"c70"|"c64"|"b95"|"b16"|"c99"|"c42"|"b70"|"b43"|"c83"|"c0"|"b51"|"b68"|"c4"|"c92"|"b55"|"c20"|"a"|"b48"|"b14"|"b13"|"c27"|"b26"|"b64"|"c35"|"c40"|"c89"|"b53"|"b23"|"c8"|"b49"|"c17"|"b18"|"b76"|"b39"|"c1"|"b57"|"c81"|"b87"|"c53"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
1,00:00:00.141,19,2,["c75"|"c13"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
2,00:00:00.180,19,76,["b47"|"c59"|"b8"|"c1"|"b84"|"c46"|"b7"|"c12"|"c77"|"c43"|"c6"|"b13"|"c38"|"b80"|"b54"|"b92"|"b96"|"c63"|"b82"|"c25"|"b44"|"c36"|"b14"|"b71"|"b91"|"c83"|"b89"|"b70"|"c17"|"b87"|"b76"|"c8"|"c73"|"b93"|"b12"|"b86"|"c79"|"c39"|"b81"|"b60"|"b66"|"b28"|"b36"|"b9"|"c15"|"c50"|"b39"|"b3"|"c31"|"c99"|"c91"|"c48"|"a"|"c41"|"b83"|"c47"|"c68"|"b72"|"c64"|"c82"|"c72"|"c71"|"b57"|"b19"|"b45"|"c76"|"b35"|"c13"|"c16"|"c45"|"c90"|"c89"|"c52"|"c28"|"c42"|"b48"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
3,00:00:00.128,2,91,["b32"|"c52"|"c79"|"b93"|"c60"|"b34"|"b77"|"c42"|"c82"|"b6"|"b36"|"c69"|"b94"|"b87"|"c72"|"b57"|"c53"|"b54"|"a"|"c15"|"c20"|"c14"|"c75"|"c10"|"c36"|"c77"|"b69"|"b72"|"b89"|"c25"|"b13"|"c46"|"c73"|"c65"|"c32"|"c99"|"b11"|"c96"|"b5"|"c41"|"c6"|"b56"|"c34"|"c0"|"b18"|"b14"|"c55"|"c66"|"b49"|"b96"|"b59"|"b92"|"c13"|"c54"|"b35"|"c31"|"c91"|"b71"|"b17"|"c97"|"b37"|"b47"|"b38"|"c80"|"c71"|"b64"|"c48"|"b53"|"c85"|"b42"|"b21"|"b70"|"c2"|"c49"|"c88"|"c27"|"b50"|"b67"|"c5"|"b4"|"c28"|"b31"|"c45"|"c78"|"b55"|"b91"|"b19"|"c84"|"c83"|"b68"|"b46"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
4,00:00:00.127,0,55,["b59"|"c79"|"c40"|"c2"|"b9"|"b61"|"c38"|"c45"|"c75"|"c70"|"b76"|"c68"|"b94"|"b50"|"b60"|"c32"|"b53"|"c0"|"b82"|"a"|"b16"|"b31"|"c22"|"c31"|"b52"|"c48"|"b23"|"c84"|"b0"|"c53"|"b47"|"b15"|"b86"|"b66"|"b35"|"b46"|"b71"|"c21"|"b77"|"c7"|"c58"|"b97"|"c6"|"b37"|"b27"|"b21"|"c67"|"b68"|"b22"|"c85"|"c76"|"c74"|"b10"|"b62"|"b5"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
5,00:00:00.185,0,159,["c3"|"b6"|"c74"|"c21"|"c58"|"c89"|"c42"|"c28"|"c90"|"b10"|"c60"|"b40"|"c7"|"b4"|"c1"|"c87"|"b90"|"b41"|"b92"|"c63"|"b23"|"a"|"c96"|"b16"|"c67"|"b35"|"c52"|"c20"|"b91"|"b21"|"b22"|"c31"|"c82"|"c64"|"b71"|"b5"|"c6"|"b88"|"b80"|"b89"|"b72"|"b66"|"c84"|"b52"|"c43"|"b26"|"b20"|"b19"|"c61"|"c97"|"c54"|"b60"|"c33"|"b9"|"c36"|"c14"|"b76"|"b70"|"b69"|"c85"|"b11"|"b93"|"c16"|"c24"|"c27"|"b67"|"b28"|"c29"|"c49"|"b29"|"b36"|"c62"|"c40"|"b86"|"c53"|"b38"|"c9"|"c79"|"c2"|"b73"|"b77"|"b39"|"b85"|"c46"|"b64"|"b82"|"b14"|"c45"|"c57"|"c75"|"b1"|"c70"|"c86"|"c99"|"b97"|"c98"|"b83"|"b51"|"c94"|"c26"|"c32"|"b79"|"c76"|"b3"|"c13"|"c69"|"b95"|"c72"|"c71"|"c83"|"c30"|"b31"|"b62"|"b48"|"c80"|"c15"|"b81"|"c88"|"b8"|"c38"|"b98"|"c25"|"c56"|"c65"|"c92"|"c19"|"b12"|"c81"|"c22"|"c17"|"b78"|"b42"|"c95"|"b0"|"b54"|"b96"|"c68"|"b74"|"c12"|"c23"|"b61"|"b45"|"b24"|"c55"|"b13"|"b15"|"b58"|"c41"|"c73"|"b68"|"c8"|"b30"|"c0"|"b43"|"b25"|"b33"|"c11"|"b34"|"b7"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
6,00:00:00.177,24,128,["c25"|"c18"|"b52"|"c27"|"b22"|"b20"|"c98"|"c65"|"b31"|"c86"|"c58"|"b60"|"b74"|"b19"|"c44"|"c78"|"b17"|"c29"|"c83"|"c73"|"c59"|"c63"|"b66"|"b90"|"b29"|"c92"|"c66"|"b1"|"b3"|"b15"|"c69"|"c95"|"b51"|"b89"|"b45"|"b96"|"b25"|"b54"|"b0"|"b27"|"b97"|"c32"|"c62"|"c49"|"c47"|"b18"|"c11"|"b37"|"c45"|"b33"|"c90"|"c43"|"c87"|"b30"|"c51"|"c61"|"b93"|"b76"|"b43"|"b57"|"c50"|"b69"|"b61"|"c28"|"c10"|"b84"|"c84"|"c96"|"c75"|"b65"|"b47"|"b64"|"c88"|"c36"|"b28"|"b13"|"b32"|"c54"|"c89"|"b73"|"b63"|"b81"|"c80"|"b44"|"c21"|"b77"|"b95"|"c72"|"b26"|"b59"|"b11"|"c23"|"c7"|"c19"|"c56"|"b12"|"b39"|"b7"|"c97"|"c13"|"c12"|"c8"|"c79"|"c30"|"b34"|"c57"|"b56"|"b50"|"c46"|"b9"|"c60"|"c37"|"c5"|"b8"|"b94"|"b46"|"b71"|"b62"|"b14"|"c81"|"b53"|"c26"|"b58"|"c34"|"b42"|"c42"|"b40"|"c82"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
7,00:00:00.202,0,175,["b70"|"b28"|"c70"|"c27"|"b77"|"b22"|"c78"|"c33"|"b43"|"b57"|"b34"|"b76"|"c48"|"c53"|"b61"|"b48"|"c71"|"c37"|"b8"|"b46"|"b29"|"b19"|"b14"|"c52"|"b94"|"c41"|"c49"|"c0"|"b39"|"b82"|"b3"|"b0"|"c67"|"b27"|"b37"|"b66"|"b32"|"b84"|"c58"|"c23"|"c50"|"b23"|"b59"|"b54"|"c24"|"b73"|"c83"|"b4"|"b31"|"c9"|"c86"|"c60"|"c15"|"c38"|"b83"|"c99"|"b75"|"b15"|"c14"|"b6"|"c66"|"c19"|"b71"|"b90"|"b56"|"c85"|"c88"|"a"|"c56"|"c51"|"c44"|"b72"|"b50"|"b1"|"b88"|"b18"|"b81"|"b93"|"b79"|"b47"|"b92"|"c16"|"c20"|"b98"|"b85"|"c8"|"c95"|"c68"|"b36"|"c79"|"c92"|"c65"|"b10"|"c98"|"c90"|"b35"|"b68"|"c89"|"c21"|"c1"|"c47"|"b26"|"b17"|"b42"|"b12"|"c35"|"b9"|"b58"|"c3"|"b7"|"b63"|"c29"|"c7"|"c87"|"b60"|"b38"|"c93"|"b2"|"c69"|"b62"|"c81"|"c39"|"b45"|"c5"|"b25"|"b74"|"b52"|"b86"|"c61"|"c75"|"c40"|"b95"|"b21"|"c97"|"b49"|"b20"|"c11"|"c74"|"c72"|"b89"|"c54"|"c77"|"b80"|"c57"|"c13"|"c34"|"c43"|"c96"|"b97"|"c36"|"b87"|"c45"|"c4"|"c64"|"c76"|"b69"|"b33"|"b30"|"b78"|"c91"|"b67"|"b55"|"c42"|"b64"|"c46"|"c28"|"b13"|"c10"|"b5"|"c82"|"b44"|"b91"|"c2"|"b16"|"b96"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
8,00:00:00.121,0,120,["b52"|"c75"|"b2"|"c63"|"c34"|"c94"|"b78"|"c81"|"b89"|"c15"|"c20"|"c82"|"b77"|"c59"|"c32"|"b48"|"b83"|"b76"|"b26"|"c57"|"b51"|"b72"|"b96"|"b28"|"b81"|"b46"|"c69"|"c18"|"b17"|"b80"|"b88"|"c26"|"b54"|"c40"|"c45"|"c37"|"b42"|"c22"|"b62"|"b68"|"c0"|"c7"|"c17"|"c12"|"c44"|"c48"|"b86"|"b50"|"b93"|"b44"|"c1"|"b37"|"c47"|"c24"|"b8"|"b39"|"c88"|"b1"|"c4"|"c83"|"c58"|"c97"|"c99"|"b13"|"b32"|"c29"|"b85"|"c52"|"c73"|"b90"|"b87"|"b16"|"c38"|"c90"|"b71"|"b57"|"b66"|"c16"|"c64"|"c53"|"c25"|"b82"|"c66"|"b63"|"c72"|"b23"|"c19"|"b55"|"b47"|"b69"|"b98"|"c62"|"b99"|"b4"|"b0"|"b19"|"b7"|"b94"|"c80"|"c13"|"c84"|"b27"|"c85"|"c68"|"b21"|"b75"|"c27"|"c91"|"c39"|"c3"|"c54"|"b56"|"b14"|"b59"|"b91"|"b97"|"b65"|"b20"|"c23"|"b73"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
9,00:00:00.184,1,166,["b56"|"b7"|"b61"|"b72"|"b3"|"c71"|"c28"|"c35"|"b93"|"c89"|"b49"|"c15"|"b75"|"c26"|"b31"|"c10"|"b65"|"b70"|"c99"|"c67"|"b51"|"c17"|"c49"|"c41"|"c23"|"c7"|"b62"|"b18"|"b59"|"b53"|"b88"|"c1"|"c58"|"b82"|"b13"|"b19"|"c20"|"b16"|"b6"|"c43"|"a"|"b35"|"c80"|"c86"|"b92"|"c11"|"b14"|"c91"|"b9"|"b73"|"c16"|"c96"|"c61"|"c72"|"c75"|"c51"|"c64"|"c68"|"b29"|"b97"|"b10"|"c90"|"c46"|"b43"|"b91"|"c95"|"b63"|"c9"|"b69"|"b30"|"c74"|"b83"|"b41"|"b52"|"c77"|"c33"|"b50"|"b40"|"c19"|"c78"|"b1"|"b37"|"c36"|"b48"|"b34"|"b24"|"b46"|"c82"|"b45"|"c98"|"c76"|"b80"|"b84"|"b67"|"b27"|"c54"|"b28"|"c5"|"b98"|"c87"|"b11"|"c84"|"c92"|"c81"|"c63"|"c2"|"c73"|"c25"|"c8"|"c59"|"b38"|"c14"|"c66"|"c57"|"c56"|"b96"|"b33"|"b60"|"c22"|"c31"|"b20"|"c0"|"c85"|"b15"|"c18"|"b4"|"c62"|"b90"|"b5"|"b54"|"b55"|"c3"|"c30"|"c55"|"b81"|"c69"|"b71"|"c70"|"b66"|"c53"|"b36"|"b99"|"b17"|"b57"|"c47"|"b26"|"b94"|"c32"|"b47"|"b21"|"c37"|"b64"|"c83"|"c6"|"c40"|"b86"|"b22"|"c12"|"c97"|"c38"|"c29"|"b23"|"b12"|"b58"|"c45"|"b95"],PF-Ladder-201-args-Audience-50-Members-PAF-size-102-args.xmi
