run,runtime,persuaded,assertedArgumentsCount,assertedArguments,inputModel
0,00:00:00.073,0,48,["a27"|"a47"|"a2"|"a5"|"a28"|"a17"|"a21"|"a33"|"a39"|"a31"|"a1"|"a29"|"a37"|"a14"|"a44"|"a46"|"a8"|"a7"|"a49"|"a22"|"a20"|"a19"|"a15"|"a6"|"a24"|"a34"|"a25"|"a41"|"a42"|"a26"|"a38"|"a13"|"a36"|"a43"|"a32"|"a30"|"a3"|"a10"|"a51"|"a45"|"a35"|"a"|"a12"|"a50"|"a16"|"a11"|"a9"|"a40"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
1,00:00:00.017,0,8,["a10"|"a44"|"a31"|"a42"|"a20"|"a8"|"a2"|"a17"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
2,00:00:00.012,1,8,["a45"|"a27"|"a33"|"a21"|"a32"|"a5"|"a40"|"a47"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
3,00:00:00.012,0,40,["a11"|"a1"|"a28"|"a30"|"a10"|"a50"|"a32"|"a8"|"a24"|"a35"|"a12"|"a41"|"a36"|"a18"|"a38"|"a34"|"a13"|"a15"|"a47"|"a9"|"a17"|"a5"|"a39"|"a43"|"a27"|"a49"|"a51"|"a37"|"a22"|"a45"|"a6"|"a14"|"a48"|"a4"|"a46"|"a3"|"a2"|"a33"|"a44"|"a23"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
4,00:00:00.009,0,2,["a20"|"a15"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
5,00:00:00.009,0,22,["a30"|"a51"|"a15"|"a19"|"a25"|"a47"|"a20"|"a48"|"a23"|"a"|"a6"|"a9"|"a34"|"a13"|"a12"|"a44"|"a46"|"a45"|"a8"|"a41"|"a33"|"a31"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
6,00:00:00.013,0,47,["a22"|"a44"|"a2"|"a25"|"a33"|"a38"|"a29"|"a4"|"a18"|"a3"|"a9"|"a45"|"a30"|"a51"|"a43"|"a10"|"a24"|"a32"|"a1"|"a17"|"a28"|"a49"|"a31"|"a14"|"a21"|"a16"|"a23"|"a19"|"a48"|"a41"|"a8"|"a15"|"a13"|"a26"|"a5"|"a20"|"a40"|"a"|"a34"|"a42"|"a6"|"a35"|"a46"|"a27"|"a47"|"a36"|"a37"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
7,00:00:00.013,0,45,["a43"|"a35"|"a6"|"a3"|"a42"|"a21"|"a1"|"a29"|"a30"|"a9"|"a38"|"a18"|"a26"|"a36"|"a5"|"a41"|"a27"|"a37"|"a2"|"a12"|"a44"|"a10"|"a45"|"a7"|"a11"|"a50"|"a24"|"a48"|"a16"|"a39"|"a40"|"a14"|"a25"|"a19"|"a23"|"a22"|"a32"|"a13"|"a49"|"a15"|"a"|"a33"|"a51"|"a46"|"a8"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
8,00:00:00.012,2,18,["a9"|"a30"|"a20"|"a33"|"a38"|"a24"|"a37"|"a22"|"a41"|"a25"|"a49"|"a51"|"a11"|"a43"|"a5"|"a26"|"a18"|"a6"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
9,00:00:00.011,0,1,["a45"],PF-Tree-52-args-Audience-5-Members-PAF-size-27-args.xmi
