batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:02:35.748,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-0/6EA04618.xmi
1,00:02:26.139,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-1/337808EC.xmi
2,00:02:24.493,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-2/1DC742C9.xmi
3,00:02:24.184,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-3/68421E3E.xmi
4,00:02:24.294,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-4/23525D03.xmi
5,00:02:24.698,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-5/72F7DD79.xmi
6,00:02:24.726,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-6/3E7A5BFB.xmi
7,00:02:24.729,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-7/3832295D.xmi
8,00:02:25.011,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-8/0BC68F28.xmi
9,00:02:24.835,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-111552-c2-argumentation-framework-argmatsat-PF-Cycle-101-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-9/1ED8FD0C.xmi
